# fields=2 strings=0,1
"","Interface\Icons\Spell_Shadow_Requiem"
"Interface\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_LifeDrain"
"nterface\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_DarkRitual"
"terface\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Nature_Drowsy"
"erface\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Holy_SearingLight"
"rface\Icons\Spell_Fire_Fireball","Interface\Icons\Ability_Hibernation"
"face\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Holy_Excorcism"
"ace\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Holy_Retribution"
"ce\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_CorpseExplode"
"e\Icons\Spell_Fire_Fireball","Interface\Icons\Ability_TownWatch"
"\Icons\Spell_Fire_Fireball","Interface\Icons\Ability_Repair"
"Icons\Spell_Fire_Fireball","Interface\Icons\Ability_PoisonSting"
"cons\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_Twilight"
"ons\Spell_Fire_Fireball","Interface\Icons\Spell_Nature_ChainLightning"
"ns\Spell_Fire_Fireball","Interface\Icons\Ability_Devour"
"s\Spell_Fire_Fireball","Interface\Icons\Spell_Holy_Dizzy"
"\Spell_Fire_Fireball","Interface\Icons\Spell_Nature_NaturesWrath"
"Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_DeathPact"
"pell_Fire_Fireball","Interface\Icons\Spell_Shadow_DarkSummoning"
"ell_Fire_Fireball","Interface\Icons\Ability_Spy"
"ll_Fire_Fireball","Interface\Icons\Spell_Ice_MagicDamage"
"l_Fire_Fireball","Interface\Icons\Spell_Shadow_GatherShadows"
"_Fire_Fireball","Interface\Icons\Spell_Nature_EarthBind"
"Fire_Fireball","Interface\Icons\Spell_Shadow_GhostKey"
"ire_Fireball","Interface\Icons\Spell_Frost_Frostbolt"
"re_Fireball","Interface\Icons\Spell_Holy_AshesToAshes"
"e_Fireball","Interface\Icons\Spell_Shadow_ShadowWard"
"_Fireball","Interface\Icons\Ability_Tracking"
"Fireball","Interface\Icons\Spell_Frost_ChainsOfIce"
"ireball","Interface\Icons\Spell_Frost_FrostArmor02"
"reball","Interface\Icons\Spell_Frost_ChillingArmor"
"eball","Interface\Icons\Spell_Fire_FireBolt02"
"ball","Interface\Icons\Spell_Fire_Fireball02"
"all","Interface\Icons\Spell_Fire_FlameBolt"
"ll","Interface\Icons\Spell_Frost_FrostBlast"
"l","Interface\Icons\Spell_Frost_ChillingBlast"
"","Interface\Icons\Spell_Frost_FrostBolt02"
"Interface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_ChillingBolt"
"nterface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Misc_Food_08"
"terface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Misc_ConjureManaJewel"
"erface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Fire_SunKey"
"rface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_FrostNova"
"face\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Nature_NullifyPoison"
"ace\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Nature_RemoveCurse"
"ce\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Nature_RemoveDisease"
"e\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Nature_ResistNature"
"\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Nature_SpiritArmor"
"Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Nature_ThunderClap"
"cons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Nature_UndyingStrength"
"ons\Spell_Nature_MagicImmunity","Interface\Icons\Ability_Physical_Taunt"
"ns\Spell_Nature_MagicImmunity","Interface\Icons\Racial_Dwarf_FindTreasure"
"s\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Holy_HarmUndeadAura"
"\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Holy_RetributionAura"
"Spell_Nature_MagicImmunity","Interface\Icons\Spell_Holy_RighteousFury"
"pell_Nature_MagicImmunity","Interface\Icons\Spell_Holy_RighteousnessAura"
"ell_Nature_MagicImmunity","Interface\Icons\Spell_Shadow_AntiShadow"
"ll_Nature_MagicImmunity","Interface\Icons\Spell_Shadow_BurningSpirit"
"l_Nature_MagicImmunity","Interface\Icons\Spell_Shadow_DetectLesserInvisibility"
"_Nature_MagicImmunity","Interface\Icons\Spell_Shadow_DetectInvisibility"
"Nature_MagicImmunity","Interface\Icons\Spell_Shadow_ImpPhaseShift"
"ature_MagicImmunity","Interface\Icons\Spell_Shadow_ManaBurn"
"ture_MagicImmunity","Interface\Icons\Spell_Shadow_ShadowBolt"
"ure_MagicImmunity","Interface\Icons\Spell_Shadow_SummonFelHunter"
"re_MagicImmunity","Interface\Icons\Spell_Shadow_SummonImp"
"e_MagicImmunity","Interface\Icons\Spell_Shadow_SummonSuccubus"
"_MagicImmunity","Interface\Icons\Spell_Shadow_SummonVoidWalker"
"MagicImmunity","Interface\Icons\Ability_ImpalingBolt"
"agicImmunity","Interface\Icons\Ability_PierceDamage"
"gicImmunity","Interface\Icons\Spell_Nature_Cyclone"
"icImmunity","Interface\Icons\Spell_Shadow_AnimateDead"
"cImmunity","Interface\Icons\Spell_Shadow_NightOfTheDead"
"Immunity","Interface\Icons\Spell_Orc_Omniscience"
"mmunity","Spells\Icon\Spell_Fire_Fire"
"munity","Interface\Icons\Spell_Nature_StarFall"
"unity","Interface\Icons\INV_Potion_19"
"nity","Interface\Icons\INV_Misc_Bag_11"
"ity","Interface\Icons\Spell_Shadow_GrimWard"
"ty","Interface\Icons\Spell_Nature_MirrorImage"
"y","Interface\Icons\INV_Boots_03"
"","Interface\Icons\INV_Misc_Food_24"
"Interface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Holy_Silence"
"nterface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Shadow_Fumble"
"terface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Shadow_ShadowWordPain"
"erface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Shadow_ShadowWordDominate"
"rface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Holy_RemoveCurse"
"face\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Holy_HolySmite"
"ace\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Holy_BlessingOfStamina"
"ce\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Holy_BlessingOfStrength"
"e\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Holy_BlessingOfAgility"
"\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Holy_GreaterHeal"
"Icons\Spell_Frost_Frost","Interface\Icons\Spell_Holy_FlashHeal"
"cons\Spell_Frost_Frost","Interface\Icons\Ability_BackStab"
"ons\Spell_Frost_Frost","Interface\Icons\Ability_CheapShot"
"ns\Spell_Frost_Frost","Interface\Icons\Ability_Gouge"
"s\Spell_Frost_Frost","Interface\Icons\Ability_Kick"
"\Spell_Frost_Frost","Interface\Icons\Ability_Poisons"
"Spell_Frost_Frost","Interface\Icons\INV_Potion_12"
"pell_Frost_Frost","Interface\Icons\Ability_Sap"
"ell_Frost_Frost","Interface\Icons\Ability_Stealth"
"ll_Frost_Frost","Interface\Icons\Ability_Throw"
"l_Frost_Frost","Interface\Icons\Ability_Vanish"
"_Frost_Frost","Interface\Icons\Ability_Hunter_AimedShot"
"Frost_Frost","Interface\Icons\Ability_Hunter_BeastSooth"
"rost_Frost","Interface\Icons\Ability_Hunter_BeastTaming"
"ost_Frost","Interface\Icons\Ability_Hunter_CriticalShot"
"st_Frost","Interface\Icons\Ability_Hunter_SwiftStrike"
"t_Frost","Interface\Icons\INV_Misc_Food_08"
"_Frost","Interface\Icons\INV_Misc_Food_12"
"Frost","Interface\Icons\INV_Misc_Food_11"
"rost","Interface\Icons\Ability_Druid_Maul"
"ost","Interface\Icons\Ability_Druid_Rake"
"st","Interface\Icons\Spell_Nature_AbolishMagic"
"t","Interface\Icons\Spell_Nature_NullifyDisease"
"","Interface\Icons\Spell_Nature_NullifyPoison_02"
"Interface\Icons\Spell_Frost_Stun","Interface\Icons\Spell_Nature_ProtectionformNature"
"nterface\Icons\Spell_Frost_Stun","Interface\Icons\Ability_Hunter_MendPet"
"terface\Icons\Spell_Frost_Stun","Interface\Icons\INV_Misc_Ale_01"
"erface\Icons\Spell_Frost_Stun","Interface\Icons\INV_Weapon_Crossbow_01"
"rface\Icons\Spell_Frost_Stun","Interface\Icons\INV_Ore_Tin_01"
"face\Icons\Spell_Frost_Stun","Interface\Icons\INV_Misc_Birdbeck_02"
"ace\Icons\Spell_Frost_Stun","Interface\Icons\Spell_Nature_Web"
"ce\Icons\Spell_Frost_Stun","Interface\Icons\INV_Misc_EmptyFlask_01"
"e\Icons\Spell_Frost_Stun","Interface\Icons\INV_Musket_03"
"\Icons\Spell_Frost_Stun","Interface\Icons\INV_Musket_04"
"Icons\Spell_Frost_Stun","Interface\Icons\Ability_Warrior_DefensiveStance"
"cons\Spell_Frost_Stun","Interface\Icons\Ability_Warrior_Cleave"
"ons\Spell_Frost_Stun","Interface\Icons\Ability_Warrior_Challange"
"ns\Spell_Frost_Stun","Interface\Icons\Ability_Warrior_OffensiveStance"
"s\Spell_Frost_Stun","Interface\Icons\Ability_Warrior_ShieldBash"
"\Spell_Frost_Stun","Interface\Icons\Ability_Warrior_ShieldWall"
"Spell_Frost_Stun","Interface\Icons\Ability_Warrior_WarCry"
"pell_Frost_Stun","Interface\Icons\INV_Misc_Gem_Stone_01"
"ell_Frost_Stun","Interface\Icons\INV_Stone_04"
"ll_Frost_Stun","Interface\Icons\Spell_Frost_IceStorm"
"l_Frost_Stun","Interface\Icons\INV_Staff_08"
"_Frost_Stun","Interface\Icons\INV_Misc_Orb_03"
"Frost_Stun","Interface\Icons\INV_Ammo_Arrow_02"
"rost_Stun","Interface\Icons\INV_Misc_Bowl_01"
"ost_Stun","Interface\Icons\INV_ThrowingKnife_03"
"st_Stun","Interface\Icons\Spell_Holy_DevotionAura"
"t_Stun","Interface\Icons\Spell_Holy_Excorcism_02"
"_Stun","Interface\Icons\INV_Misc_Head_Tiger_01"
"Stun","Interface\Icons\INV_Wand_01"
"tun","Interface\Icons\INV_Wand_02"
"un","Interface\Icons\INV_Staff_03"
"n","Interface\Icons\INV_Chest_Plate02"
"","Interface\Icons\Spell_Holy_FistOfJustice"
"Interface\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_HealingAura"
"nterface\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_Purify"
"terface\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfFury"
"erface\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfMight"
"rface\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfProtection"
"face\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfRighteousness"
"ace\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfSalvation"
"ce\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfWisdom"
"e\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfWrath"
"\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SenseUndead"
"Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_TurnUndead"
"cons\Spell_Fire_FireArmor","Interface\Icons\Spell_Nature_Sentinal"
"ons\Spell_Fire_FireArmor","Interface\Icons\INV_Misc_MonsterFang_01"
"ns\Spell_Fire_FireArmor","Interface\Icons\Spell_Nature_UnyeildingStamina"
"s\Spell_Fire_FireArmor","Interface\Icons\Spell_Shadow_AbominationExplosion"
"\Spell_Fire_FireArmor","Interface\Icons\INV_Gauntlets_05"
"Spell_Fire_FireArmor","Interface\Icons\INV_Jewelry_Talisman_01"
"pell_Fire_FireArmor","Interface\Icons\Spell_Holy_PrayerOfHealing"
"ell_Fire_FireArmor","Interface\Icons\Spell_Magic_PolymorphPig"
"ll_Fire_FireArmor","Interface\Icons\Spell_Magic_PolymorphChicken"
"l_Fire_FireArmor","Interface\Icons\INV_Scroll_02"
"_Fire_FireArmor","Interface\Icons\Spell_Lightning_LightningBolt01"
"Fire_FireArmor","Interface\Icons\Spell_Holy_Renew"
"ire_FireArmor","Interface\Icons\INV_Mace_12"
"re_FireArmor","Interface\Icons\INV_Misc_LeatherScrap_08"
"e_FireArmor","Interface\Icons\INV_Fabric_Silk_02"
"_FireArmor","Interface\Icons\INV_Misc_Wrench_02"
"FireArmor","Interface\Icons\INV_Misc_ArmorKit_17"
"ireArmor","Interface\Icons\INV_Potion_14"
"reArmor","Interface\Icons\INV_Axe_04"
"eArmor","Interface\Icons\Spell_Holy_HolyProtection"
"Armor","Interface\Icons\Spell_Holy_NullifyDisease"
"rmor","Interface\Icons\Spell_Magic_LesserInvisibilty"
"mor","Interface\Icons\Spell_Magic_MageArmor"
"or","Interface\Icons\Trade_Engineering"
"r","Interface\Icons\Spell_Nature_AgitatingTotem"
"","Interface\Icons\Trade_BlackSmithing"
"Interface\Icons\Spell_Frost_IceShock","Interface\Icons\Trade_Mining"
"nterface\Icons\Spell_Frost_IceShock","Interface\Icons\Spell_Nature_InvisibilityTotem"
"terface\Icons\Spell_Frost_IceShock","Interface\Icons\Spell_Nature_ManaRegenTotem"
"erface\Icons\Spell_Frost_IceShock","Interface\Icons\Trade_Alchemy"
"rface\Icons\Spell_Frost_IceShock","Interface\Icons\Spell_Nature_SlowingTotem"
"face\Icons\Spell_Frost_IceShock","Interface\Icons\Trade_Tailoring"
"ace\Icons\Spell_Frost_IceShock","Interface\Icons\Trade_BrewPoison"
"ce\Icons\Spell_Frost_IceShock","Interface\Icons\INV_Misc_Key_04"
"e\Icons\Spell_Frost_IceShock","Interface\Icons\INV_Misc_Gem_Sapphire_01"
"\Icons\Spell_Frost_IceShock","Interface\Icons\Trade_Herbalism"
"Icons\Spell_Frost_IceShock","Interface\Icons\Trade_LeatherWorking"
"cons\Spell_Frost_IceShock","Interface\Icons\INV_Misc_Shell_03"
"ons\Spell_Frost_IceShock","Interface\Icons\INV_Potion_01"
"ns\Spell_Frost_IceShock","Interface\Icons\INV_Misc_Shell_02"
"s\Spell_Frost_IceShock","Interface\Icons\INV_Misc_Dust_02"
"\Spell_Frost_IceShock","Interface\Icons\INV_Misc_Ammo_Gunpowder_02"
"Spell_Frost_IceShock","Interface\Icons\INV_Orb_Arcanite_01"
"pell_Frost_IceShock","Interface\Icons\INV_Misc_Gear_01"
"ell_Frost_IceShock","Interface\Icons\INV_Cask_01"
"ll_Frost_IceShock","Interface\Icons\INV_Misc_Bomb_05"
"l_Frost_IceShock","Interface\Icons\INV_Misc_StoneTablet_04"
"_Frost_IceShock","Interface\Icons\INV_Scroll_05"
"Frost_IceShock","Interface\Icons\INV_Misc_Fork&Knife"
"rost_IceShock","Interface\Icons\INV_Misc_EmptyFlask_02"
"ost_IceShock","Interface\Icons\INV_Flask_02"
"st_IceShock","Interface\Icons\INV_Flask_05"
"t_IceShock","Interface\Icons\INV_Wine_01"
"_IceShock","Interface\Icons\INV_Misc_Cape_18"
"IceShock","Interface\Icons\INV_Weapon_Bow_05"
"ceShock","Interface\Icons\INV_Weapon_Halberd_06"
"eShock","Interface\Icons\INV_Axe_09"
"Shock","Interface\Icons\INV_Mace_01"
"hock","Interface\Icons\INV_Sword_04"
"ock","Interface\Icons\INV_Sword_06"
"ck","Interface\Icons\INV_Spear_05"
"k","Interface\Icons\INV_Axe_17"
"","Interface\Icons\INV_Gauntlets_06"
"Interface\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Misc_Pipe_01"
"nterface\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Misc_Food_09"
"l_Fire_FireBolt","Interface\Icons\INV_Weapon_Rifle_01"
"rface\Icons\Spell_Nature_LightningShield","Interface\Icons\INV_Shield_05"
"ture_LightningShield","Interface\Icons\INV_Banner_03"
"ure_LightningShield","Interface\Icons\INV_ThrowingKnife_05"
"re_LightningShield","Interface\Icons\INV_Mace_04"
"e_LightningShield","Interface\Icons\INV_Weapon_Bow_02"
"_LightningShield","Interface\Icons\INV_Axe_13"
"LightningShield","Interface\Icons\INV_Sword_26"
"ightningShield","Interface\Icons\INV_Hammer_03"
"ghtningShield","Interface\Icons\INV_Shield_04"
"htningShield","Interface\Icons\INV_Axe_16"
"tningShield","Interface\Icons\INV_Stone_01"
"ningShield","Interface\Icons\INV_Axe_11"
"ingShield","Interface\Icons\INV_Chest_Plate01"
"","Interface\Icons\Spell_Holy_BlessingOfProtection"
"Interface\Icons\Spell_Nature_StrangleVines","Interface\Icons\Ability_Hunter_BeastSoothe"
"nterface\Icons\Spell_Nature_StrangleVines","Interface\Icons\Ability_Hunter_BeastCall"
"terface\Icons\Spell_Nature_StrangleVines","Interface\Icons\Ability_Warrior_BattleShout"
"erface\Icons\Spell_Nature_StrangleVines","Interface\Icons\Ability_Warrior_Charge"
"rface\Icons\Spell_Nature_StrangleVines","Interface\Icons\Spell_Nature_AstralRecal"
