# fields=36 strings=0,1,2,3,5,6,7,8,9,11,28,29,32
"wamp of Sorrows","","Longshore"," Marsh",1073741888,"","","ted Lands","Dun Morogh","",8,"Brackwell Pumpkin Patch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"amp of Sorrows","","Longshore","Marsh",1073741888,"","","ted Lands","Dun Morogh","",6,"The Stonefield Farm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"mp of Sorrows","","Longshore","arsh",1073741888,"","","ted Lands","Dun Morogh","",6,"The Maclure Vineyards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"p of Sorrows","ng Gorge","","rsh",17476,"","","estfall","Lake Nazferiti","ands",0,"Dragonblight",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
" of Sorrows","ng Gorge","","sh",17476,"","","tfall","iti","lands",76,"Zul'Drak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"of Sorrows","ng Gorge","","h",17473,"","","shire","feriti","",77,"The Storm Peaks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1058642330,0
"f Sorrows","","","n's Hole",1073741888,"","","","Dun Morogh","",16,"Lake Everstill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
" Sorrows","","","",1075839040,"","","","Dun Morogh","",15,"Lakeshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Sorrows","","","Azshara",1073741888,"","","","Dun Morogh","",24,"Stonewatch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"orrows","","","NUSED",1073741888,"","","","Dun Morogh","",20,"Stonewatch Falls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"rrows",""," Morogh","zshara",1073741888,"","","","rogh","",63,"The Dark Portal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"rows",""," Morogh","shara",1073741888,"","","","rogh","",50,"The Tainted Scar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ows","","ogh","hara",1073741888,"","","","","",43,"Pool of Tears",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ws","","ogh","ara",1075839040,"","","","","",37,"Stonard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"s","","ogh","ra",1073741888,"","","","","",37,"Fallow Sanctuary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","Dun Morogh","a",1076887552,"","","","ogh","",0,"Anvilmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"rthshire Valley","","Longshore","",1073741888,"","","ted Lands","hore","",10,"Stormwind Mountains",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,0,0
"thshire Valley","wind Pass","Badlands","orge",1073741888,"","","","","",0,"Jeff NE Quadrant Changed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"hshire Valley","wind Pass","Badlands","The Barrens",1073741888,"","","","","",0,"Jeff NW Quadrant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"shire Valley","wind Pass","Badlands","he Barrens",1073741888,"","","","","",0,"Jeff SE Quadrant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"hire Valley","wind Pass","Badlands","e Barrens",1073741888,"","","","","",0,"Jeff SW Quadrant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ire Valley","",""," Barrens",64,"","","ands","un Morogh","",0,"Tirisfal Glades",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190," Morogh","",0,0,"",3287941120,1050253722,0
"re Valley","","Longshore","Barrens",1073741888,"","","ted Lands","Dun Morogh","",8,"Stone Cairn Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"e Valley","","Longshore","s",1076887616,"","","ted Lands","Dun Morogh","",5,"Goldshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
" Valley","","Longshore","arrens",1073741888,"","","ted Lands","Dun Morogh","",6,"Eastvale Logging Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Valley","","Longshore","rrens",1073741888,"","","ted Lands","Dun Morogh","",0,"Mirror Lake Orchard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"lley","","Longshore","rens",1073741888,"","","ted Lands","Dun Morogh","",8,"Tower of Azora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ley","","Longshore","'s Hole",1073741888,"","","ted Lands","Dun Morogh","",0,"Mirror Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ey","","h","USED",1073741888,"","","","nbrook","",28,"Vul'Gol Ogre Mound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"y","","h","ens",1073741888,"","","","un Morogh","",24,"Raven Hill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","","ns",1073741888,"","","","Dun Morogh","",20,"Redridge Canyons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Duskwood","","","s",1073741888,"","","","Dun Morogh","",25,"Tower of Ilgalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"uskwood","","","",1073741888,"","","","Dun Morogh","",19,"Alther's Mill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"skwood","","","Crystal Lake",1073741888,"","","","Dun Morogh","",17,"Rethban Caverns",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"kwood","","asted Lands","rystal Lake",1075839040,"","","","n Morogh","",30,"Rebel Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"wood","","asted Lands","es Camp",1073741888,"","","","n Morogh","",31,"Nesingwary's Expedition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ood","","asted Lands","ystal Lake",1073741888,"","","","n Morogh","",32,"Kurzen's Compound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"od","","asted Lands","s Camp",1073741888,"","","","n Morogh","",41,"Ruins of Zul'Kunda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"d","","asted Lands","stal Lake",1073741888,"","","","n Morogh","",40,"Ruins of Zul'Mamwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","asted Lands","tal Lake",1073741888,"","","","n Morogh","",37,"The Vile Reef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Wetlands","","asted Lands","al Lake",1073741888,"","","","n Morogh","",42,"Mosh'Ogg Ogre Mound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"etlands","","asted Lands","l Lake",1073741888,"","","","n Morogh","",0,"The Stockpile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"tlands","","ands"," Lake",1073741888,"","","","gh","",14,"Saldean's Farm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"lands","","ands","Lake",1076887616,"","","","gh","",15,"Sentinel Hill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ands","","ands","ake",1073741888,"","","","gh","",15,"Furlbrow's Pumpkin Farm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ds","","ands","ke",1073741888,"","","","gh","",12,"Jangolode Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","ands","rge",1073741888,"","","","gh","",15,"Gold Coast Quarry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"lwynn Forest","","ands","e",1073741888,"","","dlands","gh","",17,"Westfall Lighthouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"wynn Forest","","ogh","",1073741888,"","","","","",39,"Misty Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ynn Forest","","asted Lands","SED",1075839040,"","","","as","",35,"Grom'gol Base Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"nn Forest","","","Zul'Gurub",1073741888,"","","","stal Lake","",22,"Whelgar's Excavation Site",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
" Forest","","Longshore","s Hole",1075839040,"","","ted Lands","","",8,"Westbrook Garrison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Forest","","h","ul'Gurub",1073741888,"","","","gshore","",28,"Tranquil Gardens Cemetery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"orest","","asted Lands","l'Gurub",1073741888,"","","","n Morogh","",37,"Zuuldaia Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"rest","","asted Lands","'Gurub",1073741888,"","","","n Morogh","",34,"Bal'lal Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"st","","asted Lands","Gurub",1073741888,"","","","n Morogh","",35,"Kal'ai Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"t","","asted Lands","urub",1073741888,"","","","n Morogh","",0,"Tkashi Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","asted Lands","rub",1073741888,"","","","n Morogh","",40,"Balia'mah Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"The World Tree","","asted Lands","ub",1073741888,"","","","n Morogh","",36,"Ziata'jai Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"he World Tree","","asted Lands","b",1073741888,"","","","n Morogh","",37,"Mizjah Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"e World Tree","","","",64,"","","ds","un Morogh","",0,"Silverpine Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190," Morogh","",0,0,"",3287941120,1053609165,0
" World Tree","","Dun Morogh","Moonbrook",1076887616,"","","","","",5,"Kharanos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"World Tree","","Dun Morogh","oonbrook",1074790400,"","","","","",0,"Coldridge Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"orld Tree","","Dun Morogh","onbrook",1073741888,"","","ds","ogh","",10,"Gnomeregan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"rld Tree","","Dun Morogh","nbrook",1073741888,"","","","ogh","",10,"Gol'Bolar Quarry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ld Tree","","Dun Morogh","brook",1073741888,"","","","","Forest",7,"Frostmane Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"d Tree","","Dun Morogh","rook",1073741888,"","","","","",5,"The Grizzled Den",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
" Tree","","Dun Morogh","ook",1075839040,"","","","","",7,"Brewnall Village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Tree","","Dun Morogh","ok",1073741888,"","","","ogh","",7,"Misty Pine Refuge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ree","","","k",64,"","","d Lands","Gurub","",0,"Eastern Plaguelands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1056964608,0
"e","Dun Morogh","","",64,"","","ckwater Cove","","",0,"Teldrassil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1053609165,0
"",""," Lands","Kul Tiras",1073741888,"","","","Dun Morogh","",15,"Ironband's Excavation Site",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Durotar",""," Lands","ul Tiras",1073741888,"","","","ngshore","",18,"Mo'grosh Stronghold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"urotar",""," Lands","l Tiras",1076887616,"","","","Dun Morogh","",10,"Thelsamar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"rotar",""," Lands"," Tiras",1073741888,"","","","Dun Morogh","",18,"Algaz Gate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"otar",""," Lands","Tiras",1075839040,"","","","Dun Morogh","",15,"Stonewrought Dam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"tar",""," Lands","iras",1073741888,"","","","Dun Morogh","",15,"The Farstrider Lodge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ar","Dun Morogh","","ras",64,"","","ds","stal Lake","",0,"Darkshore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1058642330,0
"r",""," Lands","as",1073741888,"","","","Dun Morogh","",12,"Silver Stream Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","","s",1075839040,"","","","stal Lake","",20,"Menethil Harbor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Dustwallow Marsh","wind Pass",""," Hole",17472,"","","ackwater Cove","iras","",0,"Designer Island",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ustwallow Marsh","","ire Valley","",1075839040,"","","","un Morogh","",9,"The Bulwark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"stwallow Marsh","","ire Valley","e",1073741888,"","","","un Morogh","",10,"Ruins of Lordaeron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"twallow Marsh","","ire Valley","Programmer Isle",1076887552,"","","","gshore","",0,"Deathknell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"wallow Marsh","","ire Valley","rogrammer Isle",1073741824,"","","","un Morogh","",0,"Night Web's Hollow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"allow Marsh","","ire Valley","ogrammer Isle",1073741888,"","","","un Morogh","",6,"Solliden Farmstead",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"llow Marsh","","ire Valley","grammer Isle",1073741888,"","","","gshore","",8,"Agamand Mills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"low Marsh","","ire Valley","rammer Isle",1073741888,"","","","gshore","",0,"Agamand Family Crypt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ow Marsh","","ire Valley","ammer Isle",1076887616,"","","","gshore","",5,"Brill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"w Marsh","","ire Valley","mmer Isle",1073741888,"","","","un Morogh","",12,"Whispering Gardens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
" Marsh","","ire Valley","mer Isle",1073741888,"","","","un Morogh","",10,"Terrace of Repose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
