# fields=18 strings=0,1
"%s agrees with %s.","%s agrees with %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"u.","%s beckons everyone over.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
".","You beckon everyone over to you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s begs %s.  How pathetic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"You agree with %s.","%s begs you.  How pathetic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ou agree with %s.","You beg %s.  How pathetic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"u agree with %s.","%s begs everyone around him.  How pathetic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" agree with %s.","You beg everyone around you. How pathetic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"agree with %s.","%s begs everyone around her.  How pathetic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"gree with %s.","%s bites %s.  Ouch!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ree with %s.","%s bites you.  Ouch!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ee with %s.","You bite %s.  Ouch!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"e with %s.","%s looks around for someone to bite.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" with %s.","You look around for someone to bite.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"with %s.","Blood oozes from %s's wounds.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ith %s.","Blood oozes from your wounds.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"th %s.","%s blinks at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"h %s.","%s blinks at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" %s.","You blink at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s.","%s blinks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s.","You blink your eyes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
".","%s blushes at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s blushes at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s agrees.","You blush at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s agrees.","%s blushes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" agrees.","You blush.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"agrees.","%s bonks %s on the noggin.  Doh!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"grees.","%s bonks you on the noggin.  Doh!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"rees.","You bonk %s on the noggin.  Doh!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ees.","%s bonks his own noggin.  Doh!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"es.","You bonk yourself on the noggin.  Doh!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s.","%s bonks her own noggin.  Doh!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
".","%s is terribly bored with %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s is terribly bored with you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"You agree.","You are terribly bored with %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ou agree.","%s is overcome with boredom.  Oh the drudgery!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"u agree.","You are overcome with boredom.  Oh the drudgery!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" agree.","%s bounces up and down in front of %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"agree.","%s bounces up and down in front of you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"gree.","You bounce up and down in front of %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ree.","%s bounces up and down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ee.","You bounce up and down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"e.","%s will be right back.  Sit tight, %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
".","%s will be right back.  Sit tight.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","You let %s know you'll be right back.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s is amazed by %s!","%s will be right back.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s is amazed by %s!","You let everyone know you'll be right back.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" is amazed by %s!","%s bows before %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"is amazed by %s!","%s bows before you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s amazed by %s!","You bow before %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" amazed by %s!","%s bows down graciously.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"amazed by %s!","You bow down graciously.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"mazed by %s!","%s burps rudely in %s's face.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"azed by %s!","%s burps rudely in your face.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"zed by %s!","You burp rudely in %s's face.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ed by %s!","%s lets out a loud belch.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"d by %s!","You let out a loud belch.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" by %s!","%s waves goodbye to %s.  Farewell!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"by %s!","%s waves goodbye to you.  Farewell!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"y %s!","You wave goodbye to %s.  Farewell!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" %s!","%s waves goodbye to everyone.  Farewell!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s!","You wave goodbye to everyone.  Farewell!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s!","%s cackles maniacally at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"!","%s cackles maniacally at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","You cackle maniacally at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s is amazed by you!","%s cackles maniacally at the situation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s is amazed by you!","You cackle maniacally at the situation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" is amazed by you!","%s cheers at %s!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"is amazed by you!","%s cheers at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s amazed by you!","You cheer at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" amazed by you!","%s cheers!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"amazed by you!","You cheer!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"mazed by you!","With arms flapping, %s struts around %s.  Cluck, Cluck, Chicken!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"azed by you!","With arms flapping, %s struts around you.  Cluck, Cluck, Chicken!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"zed by you!","With arms flapping, you strut around %s.  Cluck, Cluck, Chicken!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ed by you!","With arms flapping, %s struts around.  Cluck, Cluck, Chicken!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"d by you!","With arms flapping, you strut around.  Cluck, Cluck, Chicken!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" by you!","%s chuckles at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"by you!","%s chuckles at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"y you!","You chuckle at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" you!","%s lets out a hearty chuckle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"you!","You let out a hearty chuckle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ou!","%s claps excitedly for %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"u!","%s claps excitedly for you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"!","You clap excitedly for %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s claps excitedly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"You are amazed by %s!","You clap excitedly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ou are amazed by %s!","%s looks at %s with a confused look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"u are amazed by %s!","%s looks at you with a confused look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" are amazed by %s!","You look at %s with a confused look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"are amazed by %s!","%s is hopelessly confused.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"re amazed by %s!","You are hopelessly confused.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"e amazed by %s!","%s congratulates %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" amazed by %s!","%s congratulates you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"amazed by %s!","You congratulate %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"mazed by %s!","%s congratulates everyone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"azed by %s!","You congratulate everyone around you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"zed by %s!","%s coughs at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ed by %s!","%s coughs at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"d by %s!","You cough at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" by %s!","%s lets out a hacking cough.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"by %s!","You let out a hacking cough.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"y %s!","%s cowers in fear at the sight of %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" %s!","%s cowers in fear at the sight of you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s!","You cower in fear at the sight of %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s!","%s cowers in fear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"!","You cower in fear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s cracks his knuckles while staring at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s is amazed!","%s cracks his knuckles while staring at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s is amazed!","You crack your knuckles while staring at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" is amazed!","%s cracks his knuckles.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"is amazed!","You crack your knuckles.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s amazed!","%s cracks her knuckles while staring at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" amazed!","%s cracks her knuckles while staring at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"amazed!","%s cracks her knuckles.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"mazed!","%s cringes away from %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"azed!","%s cringes away from you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"zed!","You cringe away from %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ed!","%s cringes in fear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"d!","You cringe in fear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"!","%s cries on %s's shoulder.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s cries on your shoulder.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"You are amazed!","You cry on %s's shoulder.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ou are amazed!","%s cries.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"u are amazed!","You cry.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" are amazed!","%s is curious what %s is up to.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"are amazed!","%s is curious what you are up to.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"re amazed!","You are curious what %s is up to.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"e amazed!","%s expresses his curiosity to everyone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" amazed!","You express your curiosity to those around you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"amazed!","%s expresses her curiosity to everyone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"mazed!","%s curtsies before %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"azed!","%s curtsies before you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"zed!","You curtsey before %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ed!","%s curtsies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"d!","You curtsey.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"!","%s dances with %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s dances with you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s raises his fist in anger at %s.","You dance with %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s raises his fist in anger at %s.","%s bursts into dance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" raises his fist in anger at %s.","You burst into dance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"raises his fist in anger at %s.","%s raises a drink to %s.  Cheers!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"aises his fist in anger at %s.","%s raises a drink to you.  Cheers!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ises his fist in anger at %s.","You raise a drink to %s.  Cheers!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ses his fist in anger at %s.","%s raises a drink in the air before chugging it down.  Cheers!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"es his fist in anger at %s.","You raise a drink in the air before chugging it down.  Cheers!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s his fist in anger at %s.","%s looks at %s and begins to drool.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" his fist in anger at %s.","%s looks at you and begins to drool.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"his fist in anger at %s.","You look at %s and begin to drool.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"is fist in anger at %s.","A tendril of drool runs down %s's lip.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s fist in anger at %s.","A tendril of drool runs down your lip.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" fist in anger at %s.","%s begins to eat in front of %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"fist in anger at %s.","%s begins to eat rations in front of you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ist in anger at %s.","You begin to eat in front of %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"st in anger at %s.","%s begins to eat.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"t in anger at %s.","You begin to eat.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" in anger at %s.","%s eyes %s up and down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"in anger at %s.","%s eyes you up and down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"n anger at %s.","You eye %s up and down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" anger at %s.","%s looks at you with crossed eyes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"anger at %s.","You cross your eyes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"nger at %s.","%s brushes up against %s and farts loudly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ger at %s.","%s brushes up against you and farts loudly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"er at %s.","You brush up against %s and fart loudly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"r at %s.","%s farts loudly.  Whew...what stinks?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" at %s.","You fart loudly.  Whew...what stinks?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"at %s.","%s fidgets impatiently while waiting for %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"t %s.","%s fidgets impatiently while waiting for you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" %s.","You fidget impatiently while waiting for %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s.","%s fidgets.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s.","You fidget.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
".","%s flexes at %s.  Oooooh so strong!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s flexes at you.  Oooooh so strong!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"%s raises his fist in anger at you.","You flex at %s.  Oooooh so strong!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s raises his fist in anger at you.","%s flexes his muscles.  Oooooh so strong!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" raises his fist in anger at you.","You flex your muscles.  Oooooh so strong!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"raises his fist in anger at you.","%s flexes her muscles.  Oooooh so strong!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"aises his fist in anger at you.","%s frowns with disappointment at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ises his fist in anger at you.","%s frowns with disappointment at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ses his fist in anger at you.","You frown with disappointment at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"es his fist in anger at you.","%s frowns.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s his fist in anger at you.","You frown.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" his fist in anger at you.","%s gasps at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"his fist in anger at you.","%s gasps at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"is fist in anger at you.","You gasp at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"s fist in anger at you.","%s gasps.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" fist in anger at you.","You gasp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"fist in anger at you.","%s gazes longingly at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ist in anger at you.","%s gazes longingly at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"st in anger at you.","You gaze longingly at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"t in anger at you.","%s gazes off into the distance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" in anger at you.","You gaze off into the distance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"in anger at you.","%s giggles at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"n anger at you.","%s giggles at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" anger at you.","You giggle at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"anger at you.","%s giggles.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"nger at you.","You giggle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ger at you.","%s glares angrily at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"er at you.","%s glares angrily at you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"r at you.","You glare angrily at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" at you.","%s glares angrily.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"at you.","You glare angrily.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"t you.","%s gloats over %s's misfortune.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" you.","%s gloats over your misfortune.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"you.","You gloat over %s's misfortune.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ou.","%s gloats over everyone's misfortune.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"u.","You gloat over everyone's misfortune.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
".","%s greets %s warmly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"","%s greets you warmly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"You raise your fist in anger at %s.","You greet %s warmly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ou raise your fist in anger at %s.","%s greets everyone warmly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"u raise your fist in anger at %s.","You greet everyone warmly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" raise your fist in anger at %s.","%s grins wickedly at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"raise your fist in anger at %s.","%s grins at you wickedly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"aise your fist in anger at %s.","You grin wickedly at %s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"ise your fist in anger at %s.","%s grins wickedly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"se your fist in anger at %s.","You grin wickedly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"e your fist in anger at %s.","%s looks at %s and groans.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
" your fist in anger at %s.","%s looks at you and groans.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"your fist in anger at %s.","You look at %s and groan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
"our fist in anger at %s.","%s begins to groan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190
