# fields=19 strings=0,1,2,3,4,5,7,9,11,12,15
"MOON","FACEPALM","","TSPECIAL","SPECIAL","PECIAL",0,"ECIAL",0,"CIAL",0,"IAL","AL",0,0,"L",0,0,0
"OON","FAINT","","","GOODLUCK","OODLUCK",0,"ODLUCK",0,"DLUCK",0,"","",0,0,"",0,0,0
"ON","GO","","LUCK","UCK","CK",0,"K",0,"",0,"","",0,0,"",0,0,0
"N","GOING","","BLAME","LAME","AME",0,"ME",0,"E",0,"","BLANK",0,0,"",0,0,0
"","GLOWER","","LANK","ANK","NK",0,"K",0,"",0,"","",0,0,"BRANDISH",0,0,0
"MOURN","HEADACHE","","RANDISH","ANDISH","NDISH",0,"DISH",0,"ISH",0,"","",0,0,"",0,0,0
"OURN","HICCUP","","","","",0,"SH",0,"H",0,"","",0,0,"",0,0,0
"RN","HISS","","H","","DISAGREE",0,"ISAGREE",0,"SAGREE",0,"","",0,0,"AGREE",0,0,0
"N","HOLDHAND","","GREE","REE","EE",0,"SE",0,"E",0,"","",0,0,"",0,0,0
"NO","HURRY","","BT","T","",0,"EMBARRASS",0,"MBARRASS",0,"","",0,0,"",0,0,0
"O","IDEA","","","","",0,"BARRASS",0,"ARRASS",0,"","",0,0,"",0,0,0
"","JEALOUS","","RRASS","RASS","ASS",0,"SS",0,"S",0,"","",0,0,"",0,0,0
"NOD","LUCK","","ENCOURAGE","NCOURAGE","COURAGE",0,"OURAGE",0,"URAGE",0,"","",0,0,"",0,0,0
"OD","MAP","","","","",0,"RAGE",0,"AGE",0,"","",0,0,"GE",0,0,0
"D","MERCY","POLOGIZE","E","","ENEMY",0,"NEMY",0,"EMY",0,"","",0,0,"",0,0,0
"","MUTTER","","MY","Y","",0,"EYEBROW",0,"YEBROW",0,"","",0,0,"EBROW",0,0,0
"NOSEPICK","NERVOUS","","BROW","ROW","OW",0,"W",0,"",0,"","",0,0,"",0,0,0
"OSEPICK","OFFER","","TOAST","OAST","AST",0,"PULSE",0,"ULSE",0,"","",0,0,"",0,0,0
"SEPICK","PET","","ST","T","",0,"LSE",0,"SE",0,"","",0,0,"",0,0,0
"EPICK","PINCH","","FAIL","AIL","IL",0,"L",0,"",0,"","",0,0,"HIGHFIVE",0,0,0
"ICK","PROUD","","VE","E","",0,"ABSENT",0,"BSENT",0,"","",0,0,"SENT",0,0,0
"CK","PROMISE","","ENT","NT","T",0,"",0,"",0,"","",0,0,"",0,0,0
"K","PULSE","","","ARM","RM",0,"M",0,"",0,"","",0,0,"",0,0,0
"","PUNCH","","AWE","WE","E",0,"E",0,"",0,"","",0,0,"PUNCH",0,0,0
"PANIC","POUT","","","BACKPACK","ACKPACK",0,"CKPACK",0,"KPACK",0,"","",0,0,"PACK",0,0,0
"ANIC","REGRET","","UNCH","NCH","CH",0,"ACK",0,"CK",0,"","",0,0,"K",0,0,0
"IC","REVENGE","","EELING","ELING","LING",0,"ING",0,"NG",0,"","",0,0,"G",0,0,0
"C","ROLLEYES","","","CHALLENGE","HALLENGE",0,"ALLENGE",0,"LLENGE",0,"LENGE","ENGE",0,0,"NGE",0,0,0
"","RUFFLE","","GE","E","",0,"CHUG",0,"HUG",0,"","",0,0,"UG",0,0,0
"PEER","SAD","","","","",0,"G",0,"",0,"","",0,0,"DING",0,0,0
"EER","SCOFF","","ING","NG","G",0,"",0,"FACEPALM",0,"","",0,0,"",0,0,0
"ER","SCOLD","","ACEPALM","CEPALM","EPALM",0,"PALM",0,"ALM",0,"","",0,0,"LM",0,0,0
"R","SCOWL","","M","","FAINT",0,"AINT",0,"INT",0,"","",0,0,"NT",0,0,0
"","SEARCH","","H","","POUT",0,"T",0,"",0,"","",0,0,"",0,0,0
"PLEAD","SHAKEFIST","","GO","O","",0,"GOING",0,"OING",0,"ING","NG",0,0,"G",0,0,0
"LEAD","SHIFTY","","EGRET","GRET","RET",0,"",0,"GLOWER",0,"","",0,0,"",0,0,0
"EAD","SHUDDER","","LOWER","OWER","WER",0,"ER",0,"R",0,"","",0,0,"",0,0,0
"AD","SIGNAL","","","HEADACHE","EADACHE",0,"ADACHE",0,"DACHE",0,"","",0,0,"ACHE",0,0,0
"D","SILENCE","","CHE","HE","E",0,"",0,"HICCUP",0,"","",0,0,"",0,0,0
"","SING","AGREE","ICCUP","CCUP","CUP",0,"UP",0,"P",0,"","",0,0,"",0,0,0
"POINT","SMACK","","","HISS","ISS",0,"ET",0,"T",0,"","",0,0,"",0,0,0
"OINT","SNEAK","","SS","S","",0,"HOLDHAND",0,"OLDHAND",0,"","",0,0,"",0,0,0
"INT","SNEEZE","","LDHAND","DHAND","HAND",0,"AND",0,"ND",0,"","",0,0,"",0,0,0
"NT","SNORT","","D","","HURRY",0,"URRY",0,"RRY",0,"","",0,0,"",0,0,0
"T","SQUEAL","","RY","Y","",0,"IDEA",0,"DEA",0,"","",0,0,"",0,0,0
"","STOPATTACK","","EA","A","",0,"JEALOUS",0,"EALOUS",0,"","",0,0,"",0,0,0
"POKE","SUSPICIOUS","","ALOUS","LOUS","OUS",0,"US",0,"S",0,"","",0,0,"ERVOUS",0,0,0
"OKE","THINK","","","LUCK","UCK",0,"CK",0,"K",0,"","",0,0,"",0,0,0
"KE","TRUCE","","","MAP","AP",0,"REVENGE",0,"EVENGE",0,"","",0,0,"",0,0,0
"E","TWIDDLE","","","","",0,"P",0,"",0,"","",0,0,"MERCY",0,0,0
"","WARN","","ERCY","RCY","CY",0,"Y",0,"",0,"","",0,0,"",0,0,0
"PRAY","SNAP","","MUTTER","UTTER","TTER",0,"TER",0,"ER",0,"R","",0,0,"NERVOUS",0,0,0
"RAY","CHARM","","OFFER","FFER","FER",0,"ER",0,"R",0,"","",0,0,"",0,0,0
"AY","COVEREARS","","","PET","ET",0,"T",0,"",0,"","",0,0,"PINCH",0,0,0
"Y","CROSSARMS","","INCH","NCH","CH",0,"H",0,"",0,"PROUD","ROUD",0,0,"OUD",0,0,0
"","LOOK","","PROMISE","ROMISE","OMISE",0,"MISE",0,"ISE",0,"","",0,0,"",0,0,0
"ROAR","OBJECT","IZE","OUT","UT","T",0,"",0,"REGRET",0,"","",0,0,"",0,0,0
"OAR","SWEAT","","VENGE","ENGE","NGE",0,"GE",0,"E",0,"","",0,0,"",0,0,0
"R","YW","AGREE","ROLLEYES","OLLEYES","LLEYES",0,"LEYES",0,"EYES",0,"","",0,0,"",0,0,0
