# fields=37 strings=0,2,3,4,5,6,7,12,13,14,15,16,17,18,19,22,23,24,25,26,28,31,32,33,34,35
"�类(玩家)",4294967295,"ИГРОК, Таурен",", Undead","","","","",0,0,4294925296,4294960796,"","","","","","","","Frostmane Tribe",0,0,"Frostmähnenstamm","霜鬃部落","Племя Мерзлогривов","Tribu Peloescarcha","Tribo Jubafria",4128894,"The Frostmane is a tribe of Ice Trolls making a meager living within Dun Morogh at odds with the Dwarven and Gnomish inhabitants of the region.",0,0,"Die Frostmähnen sind ein Stamm von Eistrollen, die in Dun Morogh ein karges Leben führen und im ständigen Konflikt mit den Zwergen und Gnomen der Region stehen.","霜鬃部族是一支居住在丹莫罗的冰霜巨魔部族，这些巨魔在与该地区的矮人和侏儒居民之间的冲突中勉强营生。","Племя Мерзлогривов — это клан Ледяных Троллей, с трудом выживающий в Дун Морогге и находящийся в постоянном конфликте с Дворфами и Гномами, населяющими этот регион.","Los Peloescarcha son una tribu de Trols de Hielo que sobreviven de manera humilde dentro de Dun Morogh, en conflicto con los enanos y gnomos habitantes de la región.","Os Jubafria são uma tribo de Trolls das Neves que levam uma vida modesta em Dun Morogh, em conflito com os anões e gnomos da região.",4128876
"类(玩家)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Orc, Blackrock",0,0,"Orc - Schwarzfels","黑石氏族兽人","Орк: Черная Гора","Orco, Roca Negra","Orc, Rocha Negra",8323198,"",0,0,"","","","","",4128876
"��(玩家)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Villian",0,0,"Bösewicht","恶徒","Злодей","Villano","Vilão",8323198,"",0,0,"","","","","",4128876
"�(玩家)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Victim",0,0,"Opfer","牺牲品","Жертва","Víctima","Vítima",8323198,"",0,0,"","","","","",4128876
"(玩家)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Beast - Bear",0,0,"Wildtier - Bär","野兽 - 熊","Животное: Медведь","Bestia: Oso","Fera - Urso",4128894,"",0,0,"","","","","",4128876
"玩家)",4294967295,"�дливости","","","","","",0,0,4294925296,0,"","","","","","","","Ogre",0,0,"Oger","食人魔","Огр","Ogro","Ogro",8323198,"",0,0,"","","","","",4128876
"��家)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Kurzen's Mercenaries",0,0,"Kurzans Söldner","库尔森的雇佣兵","Наемники Курцена","Mercenarios de Kurzen","Mercenários de Kurzen",8323198,"",0,0,"","","","","",4128876
"�家)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Escortee",0,0,"Begleitperson","卫队","Сопровождаемый","Acompañante","Escoltado",8323198,"",0,0,"","","","","",4128876
"家)",4294967295,"�дливости","","","","","",0,0,4294925296,0,"","","","","","","","Venture Company",0,0,"Venture Company","风险投资公司","Торговая Компания","Ventura y Cía.","Empreendimentos S.A.",4128894,"The Venture Company is a Goblin-run cutthroat organization that seeks to attain profit at any cost. The Venture Company will employ anyone they find useful and treat it's workers fairly in order to gain the greatest profit possible.",0,0,"Die Venture Company ist eine skrupellose, von Goblins geführte Organisation, die um jeden Preis Profit erzielen will. Sie beschäftigt jeden, den sie für nützlich hält, und behandelt ihre Arbeiter fair – alles im Namen des größtmöglichen Gewinns.","风险投资公司是由地精经营的残忍组织，不惜一切代价追求利润。该公司雇佣任何他们认为有用的人，并平等的对待他们的所有工人，以获得最大的利润。","Торговая Компания — это управляемая Гоблинами беспощадная организация, стремящаяся получить прибыль любой ценой. Торговая Торговая нанимает всех, кого сочтёт полезным, и обращается со своими рабочими справедливо, чтобы получить наибольшую возможную выгоду.","Ventura y Cía. es una organización dirigida por Goblins, despiadada y que busca obtener ganancias a cualquier costo. La Compañía Ventura empleará a cualquiera que considere útil y tratará a sus trabajadores de manera justa para obtener la mayor ganancia posible.","A Empreendimentos S.A. é uma organização implacável dirigida por Goblins que busca obter lucro a qualquer custo. A Empreendimentos S.A. contrata qualquer um que considerem útil e trata seus trabalhadores de maneira justa para alcançar o maior lucro possível.",4128876
"��)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Beast - Raptor",0,0,"Wildtier - Raptor","野兽 - 迅猛龙","Животное: Ящер","Bestia: Raptor","Fera - Raptor",4128894,"",0,0,"","","","","",4128876
"�)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Basilisk",0,0,"Basilisk","石化蜥蜴","Василиск","Basilisco","Basilisco",4128894,"",0,0,"","","","","",4128876
")",4294967295,"ИГРОК, Таурен",", Undead","","","","",0,0,4294960796,4294925296,"","","","","","","","Trash",0,0,"Abfall","破烂","Мусор","Basura","Lixo",4128894,"Ass",0,0,"Gerümpel","毫无价值","Мусор","Basura","Bunda",4128876
"",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Lost Ones",0,0,"Verirrte","失落者","Заблудшие","Los Perdidos","Os Perdidos",8323198,"",0,0,"","","","","",4128876
"ИГРОК, Человек",4294967295,"�дливости","","","","","",0,0,0,0,"","","YER, Human","","","",""," Blacksmithing - Armorsmithing",0,0,"Schmiedekunst - Rüstungsschmiedekunst","锻造- 护甲锻造","Кузнечное дело: Ковка Доспехов","Herrería - Forjador de Armaduras","Ferraria - Ferreiro de Armaduras",4128894,"",0,0,"","","","","",4128876
"�ГРОК, Человек",20,"��)",", Undead","YER, Human","","","",0,0,3100,4294925296,"�ль Хитрой Шестеренки и ведет войну с Кровавым Парусом.","","IELER, Mensch","LAYER, Human","IELER, Mensch","","�家)","Ironforge",0,0,"Eisenschmiede","铁炉堡","Стальгорн","Forjaz","Altaforja",4128894,"This Alliance capital is the pride of the Dun Morogh dwarves.  Home to King Magni.",0,0,"Diese Hauptstadt der Allianz ist der ganze Stolz der Zwerge von Dun Morogh. Sie ist die Heimat von König Magni.","这座联盟的大都市是丹莫罗矮人们的骄傲，也是麦格尼国王的家。","Одна из столиц Альянса, населенная Дворфами Дун Морога. Вотчина короля Магни.","Esta capital de la Alianza es el orgullo de los enanos de Dun Morogh. Hogar del Rey Magni.","Esta capital da Aliança é o orgulho dos anões de Dun Morogh. Lar do Rei Magni.",4128894
"ГРОК, Человек",4294967295,"�дливости","","","","","",0,0,4294925296,0,"","","","","","","","Dark Iron Dwarves",0,0,"Dunkeleisenzwerge","黑铁矮人","Дворфы Клана Черного Железа","Enanos Hierro Negro","Anões Ferro Negro",4128894,"",0,0,"","","","","",4128876
"�РОК, Человек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Human, Night Watch",0,0,"Mensch - Nachtwache","暮色森林守夜人","Человек: Ночной Дозор","Humano, Guardia Nocturna","Humano, Vigília Noturna",8323198,"",0,0,"","","","","",4128876
"РОК, Человек",4294967295,"ИГРОК, Таурен",", Undead","","","","",0,0,4294960796,4294925296,"","","","","","","","Rubbish",0,0,"Gerümpel","废物","Мусор","Basura","Sujeira",4128894,"Ass",0,0,"Gerümpel","毫无价值","Мусор","Basura","Bunda",4128876
"�ОК, Человек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Gnoll - Mosshide",0,0,"Gnoll - Moosfell","藓皮豺狼人","Гнолл: Мохошкур","Gnoll: Pellejomusgo","Gnoll - Pelemusgo",4128894,"",0,0,"","","","","",4128876
"ОК, Человек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Orc, Dragonmaw",0,0,"Orc - Drachenmalklan","龙喉氏族兽人","Орк Скверны: Клан Драконьей Пасти","Orco, Faucedraco","Orc, Presa do Dragão",8323198,"",0,0,"","","","","",4128876
"�К, Человек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Gnome - Leper",0,0,"Gnom - Lepra","麻疯侏儒","Гном: Зараженный","Gnomo: Paria","Gnomo - Leproso",4128894,"",0,0,"","","","","",4128876
"К, Человек",18,"R, Não-morto",", Undead","овек","","","",0,0,3100,4294925296,"�ль Хитрой Шестеренки и ведет войну с Кровавым Парусом.","","IELER, Mensch","LAYER, Human","IELER, Mensch","","�家)","Gnomeregan Exiles",0,0,"Exilanten von Gnomeregan","诺莫瑞根流亡者","Изгнанники Гномрегана","Exiliados de Gnomeregan","Exilados de Gnomeregan",4128894,"The former denizens of Gnomeregan, now living in exile within the Gnomeregan Reclamation Facility in Dun Morogh, trying to reclaim their home.",0,0,"Die einstigen Bewohner von Gnomeregan leben nun im Exil in der Rückgewinnungsstation in Dun Morogh und setzen alles daran, ihre Heimat zurückzuerobern.","诺莫瑞根以前的居民，如今流亡在丹莫罗的诺莫瑞根复兴城中，试图夺回他们的家园。","Бывшие жители Гномрегана, ныне живущие в изгнании в Центре Рекультивации Гномрегана в Дун Мороге, пытаются вернуть себе свой дом.","Los antiguos habitantes de Gnomeregan, ahora viviendo en el exilio dentro de la instalación de recuperación de Gnomeregan en Dun Morogh, tratando de reclamar su hogar.","Os antigos habitantes de Gnomeregan, agora vivendo em exílio nas Instalações de Recuperação de Gnomeregan em Dun Morogh, tentam recuperar seu lar.",4128894
"�, Человек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Leopard",0,0,"Leopard","野兽 - 豹","Леопард","Leopardo","Leopardo",8323198,"",0,0,"","","","","",4128876
", Человек",4294967295,"�дливости","","","","","",0,0,4294925296,0,"","","LAYER, Human","","","","","Scarlet Crusade",0,0,"Scharlachrote Kreuzfahrer","血色十字军","Алый Орден","Cruzada Escarlata","Cruzada Escarlate",8323198,"The Scarlet Crusade is a religious organization dedicated to the eradication of the undead. They seldom trust outsiders, believing them to carry the Plague of Undeath.",0,0,"Der Scharlachrote Kreuzzug ist eine religiöse Organisation, die sich der Auslöschung der Untoten verschrieben hat. Sie misstraut Außenstehenden, da sie diese für Träger der Seuche des Untodes hält.","血色十字军是一个宗教组织，致力于根除亡灵。他们很少信任外来者，认为他们携带着亡灵瘟疫。","Алый Орден — это религиозная организация, посвятившая себя истреблению Нежити. Они редко доверяют чужакам, считая, что те могут быть носителями Чумы Нежити.","La Cruzada Escarlata es una organización religiosa dedicada a la erradicación de los No-Muertos. Rara vez confían en los forasteros, creyendo que llevan consigo la Plaga de la No-Muerte.","A Cruzada Escarlate é uma organização religiosa dedicada à erradicação dos mortos-vivos. Eles raramente confiam em forasteiros, acreditando que eles carregam a Praga da Morte-Viva.",4128876
" Человек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Gnoll - Rothide",0,0,"Gnoll - Rotfell","烂皮豺狼人","Гнолл: Гнилошкуры","Gnoll: Putrepellejo","Gnoll - Putricouro",4128894,"",0,0,"","","","","",4128876
"Человек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Beast - Gorilla",0,0,"Wildtier - Gorilla","野兽 - 猩猩","Животное: Горилла","Bestia: Gorila","Fera - Gorila",4128894,"",0,0,"","","","","",4128876
"�еловек",4,"�дливости","","","","","",0,0,0,0,"","","PIELER, Mensch","","","","","Thorium Brotherhood",0,0,"Thorium-Bruderschaft","瑟银兄弟会","Братство Тория","Hermandad del Torio","Irmandade do Tório",4128894,"The dwarves of the Thorium Brotherhood epitomize excellence in craftsmanship and are bent on unlocking the secrets of Blackrock Mountain.",0,0,"Die Zwerge der Thoriumbruderschaft verkörpern meisterhaftes Handwerk und sind fest entschlossen, die Geheimnisse des Schwarzfels zu lüften.","瑟银兄弟会的矮人有着无与伦比的制造技术，并致力于解开黑石山中的全部秘密。","Дворфы из братства Тория – прославленные мастера и лучшие знатоки тайн Черной Горы.","Los enanos de la Hermandad del Torio representan la excelencia en la artesanía y están empeñados en desvelar los secretos de la Montaña Roca Negra.","Os anões da Irmandade do Tório personificam a excelência em artesanato e estão empenhados em desvendar os segredos da Montanha Rocha Negra.",4128894
"еловек",4294967295,"�дливости","","","","","",0,0,4294925296,0,"","","","","","","","Naga",0,0,"Naga","纳迦","Нага","Naga","Naga",4128894,"",0,0,"","","","","",4128876
"�ловек",60,"ИГРОК, Таурен",", Undead","","","","",0,0,3300,4294925296,"","","PIELER, Mensch","LAYER, Human","","","","Dalaran",0,0,"Dalaran","达拉然","Даларан","Dalaran","Dalaran",4128894,"The once mighty magical citystate of Dalaran was destroyed by the Burning Legion. Today its surviving inhabitants struggle to rebuild their home and defend their territories from the Horde and the Scourge.",0,0,"Die einst mächtige Magierstadt Dalaran wurde von der Brennenden Legion zerstört. Heute kämpfen ihre überlebenden Bewohner darum, ihre Heimat wieder aufzubauen und ihr Territorium gegen die Horde und die Geißel zu verteidigen.","曾经强大的魔法城市达拉然被燃烧军团摧毁。如今，幸存的居民们努力重建他们的家园，并从部落和天灾军团手中保卫自己的领土。","Когда-то могущественный магический город-государство Даларан был разрушен Пылающим Легионом. Сегодня его выжившие обитатели пытаются восстановить свой дом и защитить свои земли от Орды и Плети.","La poderosa ciudad mágica de Dalaran fue destruida por la Legión Ardiente. Hoy en día, sus habitantes sobrevivientes luchan por reconstruir su hogar y defender sus territorios de la Horda y la Plaga.","A outrora poderosa cidade-estado mágica de Dalaran foi destruída pela Legião Ardente. Hoje, seus habitantes sobreviventes lutam para reconstruir seu lar e defender seus territórios da Horda e do Flagelo.",4128876
"ловек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Forlorn Spirit",0,0,"Verlassener Geist","弃灵","Неприкаянный Дух","Espíritu Melancólico","Espírito Desamparado",8323198,"",0,0,"","","","","",4128876
"�овек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Darkhowl",0,0,"Dunkelheuler","暗吼","Мрачный Вой","Aullido Oscuro","Uivonegro",8323198,"",0,0,"","","","","",4128876
"овек",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Grell",0,0,"Grell","劣魔","Грелль","Grell","Capeta",8323198,"",0,0,"","","","","",4128876
"�век",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Furbolg",0,0,"Furbolg","熊怪","Фурболг","Fúrbolg","Pelurso",8323198,"",0,0,"","","","","",4128876
"век",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Horde Affiliates",0,0,"Horde-Angehörige","部落友军","Филиалы Орды","Afiliados de la Horda","Afiliados da Horda",4128894,"",0,0,"Einzelne Wesen, Gruppen und Siedlungen, die mit der Horde verbündet sind.","与部落有关的个人、团队和定居点。","Отдельные лица, группы и поселения, связанные с Ордой.","Individuos, grupos y asentamientos afiliados a la Horda.","Indivíduos, grupos e assentamentos afiliados à Horda.",4128876
"�ек",12,", Undead","ИГРОК, Таурен","","","","",0,0,3500,4294925296,"","","IELER, Mensch","LAYER, Human","","","","Horde",0,0,"Horde","部落","Орда","Horda","Horda",4128894,"",0,0,"","","","","",4128876
"ек",17,"o Noturno","ИГРОК, Таурен","PIELER, Mensch","","","",0,0,500,4294925296,"�ль Хитрой Шестеренки и ведет войну с Кровавым Парусом.","","IELER, Mensch","LAYER, Human","IELER, Mensch","","�ек","Undercity",0,0,"Unterstadt","幽暗城","Подгород","Enterracielo","Cidade Baixa",4128894,"Led by Sylvanas Windrunner, the Forsaken have joined a tenuous alliance with the Horde and established this capital in the vast depths under the Ruins of Lordaeron.",0,0,"Unter der Führung von Sylvanas Windläuferin haben sich die Verlassenen in ein brüchiges Bündnis mit der Horde begeben und diese Hauptstadt in den Tiefen unter den Ruinen von Lordaeron errichtet.","希尔瓦娜斯·风行者领导下的被遗忘者与部落之间建立起了脆弱的同盟关系，并在洛丹伦废墟的地下深处建立起了这座城市。","Возглавляемые Сильваной Ветрокрылой, Отрекшиеся вступили в непрочный союз с Ордой и основали эту столицу в бескрайних глубинах под руинами Лордерона.","Dirigidos por Sylvanas Brisaveloz, los Renegados han formado una frágil alianza con la Horda y han establecido esta capital en las vastas profundidades bajo las Ruinas de Lordaeron.","Liderados por Sylvanas Correventos, os Renegados formaram uma frágil aliança com a Horda e estabeleceram sua capital nas vastas profundezas sob as Ruínas de Lordaeron.",4128894
"�к",21,"�к",", Undead"," Human","muerto","","",0,0,3100,4294925296,"�ль Хитрой Шестеренки и ведет войну с Кровавым Парусом.","JUGADOR, No-muerto","IELER, Mensch","LAYER, Human","IELER, Mensch","IELER, Mensch","�家)","Darnassus",0,0,"Darnassus","达纳苏斯","Дарнас","Darnassus","Darnassus",4128894,"The Alliance capital is populated by Night Elves and is located in the island of Teldrassil.  Ruled by the Priestess of the Moon, Tyrande Whisperwind.",0,0,"Diese Hauptstadt der Allianz auf der Insel Teldrassil ist von Nachtelfen bewohnt und wird von der Mondpriesterin Tyrande Wisperwind regiert.","坐落在泰达希尔岛上的联盟城市，暗夜精灵的首都，由月之女祭司泰兰德·语风统治。","Одна из столиц Альянса, расположенная на острове Тельдрассил и населенная Ночными Эльфами. Здесь правит Жрица Луны по имени Тиранда Шелест Ветра.","La capital de la Alianza está poblada por Elfos Nocturnos y se encuentra en la isla de Teldrassil. Gobernada por la Sacerdotisa de la Luna, Tyrande Susurravientos.","A capital da Aliança é habitada pelos Elfos Noturnos e está localizada na ilha de Teldrassil. Governada pela Sacerdotisa da Lua, Tyrande Murmuréolo.",4128894
"к",6,"�дливости","","","","","",0,0,4294957296,0,"","","LAYER, Human","","","","","Syndicate",0,0,"Syndikat","辛迪加","Синдикат","La Hermandad","Camarilha",8323198,"A primarily human criminal organization that operates mostly out of the Alterac Mountains and Hillsbrad Foothills.",0,0,"Eine hauptsächlich aus Menschen bestehende Verbrecherorganisation, die vor allem in den Alteracbergen und den Vorgebirgen des Hügellands operiert.","一个主要由人类组成的犯罪组织，目前占据着奥特兰克山脉与希尔斯布莱德丘陵的部分地区。","Преступное сообщество, организованное людьми. Действует почти на всей территории Альтеракских Гор и Предгорий Хилсбрада.","Una organización criminal principalmente humana que opera mayormente desde las Montañas de Alterac y las Laderas de Trabalomas.","Uma organização criminosa primariamente humana que opera principalmente nas Montanhas Alterac e no Contraforte de Eira dos Montes.",4128894
"�",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Hillsbrad Militia",0,0,"Hügelland Miliz","希尔斯布莱德民兵","Дружина Хилсбрада","Milicia de Trabalomas","Milícia de Eira dos Montes",8323198,"",0,0,"","","","","",4128876
