# fields=42 strings=0,1,2,3,4,7,8,9,10,11,13,14,15,19,20,23,24,26,27,29,32,33,35,36,38,39,40
"reiche","Collin","","","Quel'thalas",0,0,"Quel'thalas","奎尔萨拉斯","Тест Коллина","Quel'Thalas","Quel'Thalas",8323134,"","","Azeroth",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"я долина","","Azeroth",1065353216
"eiche","WailingCaverns","Azeroth","","Wailing Caverns",0,0,"Höhlen des Wehklagens","哀嚎洞穴","Пещеры Стенаний","Cavernas de los Lamentos","Cavernas dos Lamentos",4128830,"","","astern Kingdoms",4294967295,0,0,"alley and seek to plumb its depths for riches, and links to their ancestral past. The territorial Frostwolves, unwilling to suffer the dwarven incursion, have rallied an army... an army eager for righteous slaughter.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"r","","Azeroth",1065353216
"iche","Monastery","Azeroth","","Scarlet Monastery",0,0,"Scharlachrotes Kloster","血色修道院","<не используется> Монастырь","Monasterio Escarlata","Monastério Escarlate",4128830,"","","igreiche",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828," Ring","","Azeroth",1065353216
"e","RazorfenKraulInstance","Azeroth","","Razorfen Kraul",0,0,"Kral der Klingenhauer","剃刀沼泽","Лабиринты Иглошкурых","Madriguera de Rajacieno","Câmaras de Rajacieno",4128830,"","","astern Kingdoms",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"od Ring","","Azeroth",1065353216
"","Blackfathom","Azeroth","","Blackfathom Deeps",0,0,"Tiefschwarze Grotte","黑色深渊","Непроглядная Пучина","Cavernas de Brazanegra","Profundezas de Brazanegra",4128830,"","","astern Kingdoms",4294967295,0,0,"lley and seek to plumb its depths for riches, and links to their ancestral past. The territorial Frostwolves, unwilling to suffer the dwarven incursion, have rallied an army... an army eager for righteous slaughter.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"Blutring","","Azeroth",1065353216
"очные королевства","Uldaman","Azeroth","","Uldaman",0,0,"Uldaman","奥达曼","Ульдаман","Uldaman","Uldaman",4128830,"","","astern Kingdoms",4294967295,0,0,"fgestellt... eine Armee, die nach einer Schlacht für die gerechte Sache giert.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"","","Azeroth",1065353216
"�евства","GnomeragonInstance","Azeroth","","Gnomeregan",0,0,"Gnomeregan","诺莫瑞根","Гномреган","Gnomeregan","Gnomeregan",4128830,"","","astern Kingdoms",4294967295,0,0,"ey and seek to plumb its depths for riches, and links to their ancestral past. The territorial Frostwolves, unwilling to suffer the dwarven incursion, have rallied an army... an army eager for righteous slaughter.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"ng","","Azeroth",1065353216
"s del Este","SunkenTemple","Azeroth","","Sunken Temple",0,0,"Versunkener Tempel","沉没的神庙","Затонувший храм","Templo Sumergido","Templo Submerso",4128830,"","","astern Kingdoms",4294967295,0,0,"—霜狼氏族的家园，奥特兰克山谷。矮人中的雷矛部族在这里建造了一座要塞，并试图深入山谷寻找宝藏，还有关于他们起源的线索。无法忍受这种侵犯的霜狼氏族已经集结了一支军队，随时准备与敌人展开血战。","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"Ring","","Azeroth",1065353216
" Leste","RazorfenDowns","Azeroth","","Razorfen Downs",0,0,"Hügel der Klingenhauer","剃刀高地","Курганы Иглошкурых","Zahúrda Rajacieno","Salões de Rajacieno",4128830,"","","astern Kingdoms",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"卡利姆多","","Azeroth",1065353216
"�姆多","Outland","","","Outland",0,0,"Scherbenwelt","外域","Запределье","Terrallende","Terralém",8323134,"","","",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"�я долина","","Azeroth",1065353216
"�ор","EmeraldDream","","","Emerald Dream",0,0,"Smaragdgrüner Traum","翡翠梦境","Изумрудный Сон","Sueño Esmeralda","Sonho Esmeralda",4128830,"","","igreiche",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"ая долина","","Azeroth",1065353216
"d Ring","MonasteryInstances","Azeroth","","Scarlet Monastery",0,0,"Scharlachrotes Kloster","血色修道院","Монастырь Алого ордена","Monasterio Escarlata","Monastério Escarlate",4128830,"","","astern Kingdoms",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828," Ring","","Azeroth",1065353216
"��场","TanarisInstance","Azeroth","","Zul'Farrak",0,0,"Zul'Farrak","祖尔法拉克","Зул'Фаррак","Zul'Farrak","Zul'Farrak",4128830,"","","astern Kingdoms",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"��利姆多","","Azeroth",1065353216
"re","BlackRockSpire","Azeroth","","Blackrock Spire",0,0,"Schwarzfelsspitze","黑石塔","Пик Черной горы","Torre de Roca Negra","Pico da Rocha Negra",4128830,"","","astern Kingdoms",0,0,0,"��试图深入山谷寻找宝藏，还有关于他们起源的线索。无法忍受这种侵犯的霜狼氏族已经集结了一支军队，随时准备与敌人展开血战。","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"d Ring","","Azeroth",1065353216
"e","BlackrockDepths","Azeroth","","Blackrock Depths",0,0,"Schwarzfelstiefen","黑石深渊","Глубины Черной горы","Profundidades de Roca Negra","Profundezas da Rocha Negra",4128830,"","","astern Kingdoms",0,0,0,"�试图深入山谷寻找宝藏，还有关于他们起源的线索。无法忍受这种侵犯的霜狼氏族已经集结了一支军队，随时准备与敌人展开血战。","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"","","Azeroth",1065353216
"nnyglade","OnyxiaLairInstance","zeroth","","Onyxia's Lair",0,0,"Onyxias Hort","奥妮克希亚的巢穴","Логово Ониксии","Guarida de Onyxia","Covil de Onyxia",4128830,"","","igreiche",4294967295,0,0,"�rcito ansioso por una masacre justificada.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"","","Azeroth",1065353216
"Valley","CavernsOfTime","Azeroth","","Caverns of Time",0,0,"Höhlen der Zeit","时光之穴","Открытие Темного портала","Cavernas del Tiempo","Cavernas do Tempo",4128830,"","","oth",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"�ая долина","","Azeroth",1065353216
"nlichtung","SchoolofNecromancy","Azeroth","","Scholomance",0,0,"Scholomance","通灵学院","Некроситет","Scholomance","Scholomance",4128830,"","","oth",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"�","","Azeroth",1065353216
"��山谷","Zul'gurub","zeroth","","Zul'Gurub",0,0,"Zul'Gurub","祖尔格拉布","Зул'Гуруб","Zul'Gurub","Zul'Gurub",4128830,"","","gdoms",4294967295,0,0,"s en busca de riquezas y vínculos con su pasado ancestral. Los territoriales Lobo Gélido, que no están dispuestos a tolerar la incursión enana, han reunido un ejército... un ejército ansioso por una masacre justificada.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"�лимдор","","Azeroth",1065353216
" de Sol","Stratholme","Azeroth","","Stratholme",0,0,"Stratholme","斯坦索姆","Стратхольм","Stratholme","Stratholme",4128830,"","","oth",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"а","","Azeroth",1065353216
"o Sol","Mauradon","Azeroth","","Maraudon",0,0,"Maraudon","玛拉顿","Мародон","Maraudon","Maraudon",4128830,"","","astern Kingdoms",4294967295,0,0,"rar la incursión enana, han reunido un ejército... un ejército ansioso por una masacre justificada.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"королевства","","Azeroth",1065353216
"a","DeeprunTram","","","Deeprun Tram",0,0,"Tiefenbahn","矿道地铁","Подземный поезд","Tranvía Subterráneo","Trem Subterrâneo",4128830,"","","",4294967295,0,0,"é o lar do próprio clã de Thrall, os Lobos do Gelo. Os anões Lançatroz estabeleceram uma posição no vale e buscam explorar suas profundezas em busca de riquezas e ligações com seu passado ancestral. Os territoriais Lobos do Gelo, não dispostos a tolerar a invasão anã, reuniram um exército... um exército ávido por um massacre justificado.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"竞技场","","Azeroth",1065353216
"n","OrgrimmarInstance","Azeroth","","Ragefire Chasm",0,0,"Der Flammenschlund","怒焰裂谷","Огненная пропасть","Sima Ígnea","Abismo Flamejante",4128830,"","","astern Kingdoms",4294967295,0,0," com seu passado ancestral. Os territoriais Lobos do Gelo, não dispostos a tolerar a invasão anã, reuniram um exército... um exército ávido por um massacre justificado.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"","","Azeroth",1065353216
"","MoltenCore","zeroth","","Molten Core",0,0,"Geschmolzener Kern","熔火之心","Огненные Недра","Núcleo Fundido","Núcleo Derretido",4128830,"","","igreiche",4294967295,0,0,"�lido. Los enanos Pico Tormenta han establecido una posición en el valle y buscan explorar sus profundidades en busca de riquezas y vínculos con su pasado ancestral. Los territoriales Lobo Gélido, que no están dispuestos a tolerar la incursión enana, han reunido un ejército... un ejército ansioso por una masacre justificada.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"ing","","Azeroth",1065353216
"Zone01","DireMaul","Azeroth","","Dire Maul",0,0,"Düsterbruch","厄运之槌","Забытый Город","Mazmorras de Gordok","Masmorras de Gordok",4128830,"","","oth",4294967295,0,0,"to... um exército ávido por um massacre justificado.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"�оролевства","","Azeroth",1065353216
"y","AlliancePVPBarracks","","","Alliance PVP Barracks",0,0,"Allianz PVP Kaserne","联盟PvP兵营","Казармы Альянса","Barracas de PVP de la Alianza","Quartéis da Aliança em PVP",4128830,"","","",4294967295,0,0,"ue no están dispuestos a tolerar la incursión enana, han reunido un ejército... un ejército ansioso por una masacre justificada.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"e05","","Azeroth",1065353216
"","HordePVPBarracks","","","Horde PVP Barracks",0,0,"Horde PVP Kaserne","部落PvP兵营","Казармы Орды","Barracas de PVP de la Horda","Quartéis da Horda em PVP",4128830,"","","",4294967295,0,0,"que no están dispuestos a tolerar la incursión enana, han reunido un ejército... un ejército ansioso por una masacre justificada.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"05","","Azeroth",1065353216
"Alteractal","development","","","Development Land",0,0,"Entwickler Land","开发用地","Зона разработчика","Tierra de Desarrollo","Terreno de Desenvolvimento",4128830,"","","",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"� долина","","Azeroth",1065353216
"��克山谷","BlackwingLair","zeroth","","Blackwing Lair",0,0,"Pechschwingenhort","黑翼之巢","Логово Крыла Тьмы","Guarida de la Ala Negra","Covil de Alanegra",4128830,"","","igreiche",4294967295,0,0,"el hogar del clan de Thrall, los Lobo Gélido. Los enanos Pico Tormenta han establecido una posición en el valle y buscan explorar sus profundidades en busca de riquezas y vínculos con su pasado ancestral. Los territoriales Lobo Gélido, que no están dispuestos a tolerar la incursión enana, han reunido un ejército... un ejército ansioso por una masacre justificada.","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"dor","","Azeroth",1065353216
"еракская долина","PVPZone03","eroth","Azeroth","Warsong Gulch",0,0,"Kriegshymnenschlucht","战歌峡谷","Ущелье Песни Войны","Garganta Grito de Guerra","Garganta Grito de Guerra",4128830,"astern Kingdoms","�","astern Kingdoms",4294967295,0,0,"com seu passado ancestral. Os territoriais Lobos do Gelo, não dispostos a tolerar a invasão anã, reuniram um exército... um exército ávido por um massacre justificado.","A valley bordering Ashenvale Forest and the Barrens, Warsong Gulch hosts a constant battle between the Horde and the Alliance. Orcs use their Warsong Mill to cut lumber reaped from Ashenvale, provoking the night elves of Silverwing Hold. Eager to aid their allies, members of every race in Azeroth rush to the Gulch to lend sword, or spell, to the conflict.",0,0,"Zwischen dem Eschental und dem Brachland liegt die Kriegshymnenschlucht, in der Horde und Allianz fortwährend aufeinander prallen. Orcs nutzen das Sägewerk des Kriegshymnenklans, um Holz aus dem Eschental zu verarbeiten, wodurch sie Angriffe der Nachtelfen von der Feste der Silberschwingen provozieren. Bereit, ihren Verbündeten zu helfen, eilen Mitglieder aller Völker Azeroths in die Schlucht, um den Konflikt mit Schwert oder Zauber auszutragen.","在位于灰谷森林和贫瘠之地交界处的战歌峡谷中，联盟和部落之间的战争一直在激烈地进行着。兽人在这里建立了战歌伐木场，不断砍伐灰谷森林的树木，这使得银翼要塞的暗夜精灵非常愤怒。为了帮助自己的盟友取得胜利，联盟和部落的勇士不断加入这片战场，用自己的剑和魔法与敌人展开厮杀。",0,"Un valle que limita con el Bosque de Frondavil y Los Baldíos, la Garganta Grito de Guerra es escenario de una batalla constante entre la Horda y la Alianza. Los orcos utilizan su Molino Grito de Guerra para cortar la madera obtenida en Frondavil, lo que provoca a los elfos de la noche del Bastión Ala de Plata. Ansiosos por ayudar a sus aliados, miembros de todas las razas de Azeroth acuden a la Garganta para sumarse al conflicto con espadas y hechizos.","Um vale que faz fronteira com a Floresta de Grispinho e os Sertões, o Ravina Brado Guerreiro é palco de uma batalha constante entre a Horda e a Aliança. Os orcs usam seu Serraria Brado Guerreiro para cortar madeira colhida em Grispinho, provocando os elfos noturnos do Forte Asa de Prata. Desejosos de ajudar seus aliados, membros de todas as raças de Azeroth correm para o Ravina para entrar no conflito com espadas ou feitiços.",4128830,"A valley bordering Ashenvale Forest and the Barrens, Warsong Gulch hosts a constant battle between the Horde and the Alliance. Orcs use their Warsong Mill to cut lumber reaped from Ashenvale, provoking the night elves of Silverwing Hold. Eager to aid their allies, members of every race in Azeroth rush to the Gulch to lend sword, or spell, to the conflict.",0,0,"Zwischen dem Eschental und dem Brachland liegt die Kriegshymnenschlucht, in der Horde und Allianz fortwährend aufeinander prallen. Orcs nutzen das Sägewerk des Kriegshymnenklans, um Holz aus dem Eschental zu verarbeiten, wodurch sie Angriffe der Nachtelfen von der Feste der Silberschwingen provozieren. Bereit, ihren Verbündeten zu helfen, eilen Mitglieder aller Völker Azeroths in die Schlucht, um den Konflikt mit Schwert oder Zauber auszutragen.","在位于灰谷森林和贫瘠之地交界处的战歌峡谷中，联盟和部落之间的战争一直在激烈地进行着。兽人在这里建立了战歌伐木场，不断砍伐灰谷森林的树木，这使得银翼要塞的暗夜精灵非常愤怒。为了帮助自己的盟友取得胜利，联盟和部落的勇士不断加入这片战场，用自己的剑和魔法与敌人展开厮杀。",0,"Un valle en los límites del Bosque de Frondavil y Los Baldíos, la Garganta Grito de Guerra es escenario de una batalla constante entre la Horda y la Alianza. Los orcos usan su Molino Grito de Guerra para talar madera de Frondavil, provocando a los elfos nocturnos del Bastión Ala de Plata. Ansiosos por ayudar a sus aliados, miembros de todas las razas de Azeroth acuden a la Garganta para unirse al conflicto, ya sea con espadas o con hechizos.","Um vale na fronteira da Floresta de Grispinho e os Sertões, o Ravina Brado Guerreiro é palco de batalhas constantes entre a Horda e a Aliança. Orcs usam sua Serraria Brado Guerreiro para cortar madeira de Grispinho, provocando os elfos noturnos do Forte Asa de Prata. Ansiosos para ajudar seus aliados, membros de todas as raças de Azeroth correm para o Ravina para entrar na luta, seja com espadas ou feitiços.",4128830,"inos do Leste","astern Kingdoms","Azeroth",1065353216
"�лина","AhnQiraj","zeroth","","Ruins of Ahn'Qiraj",0,0,"Ruinen von Ahn'Qiraj","安其拉废墟","Руины Ан'Киража","Ruinas de Ahn'Qiraj","Ruínas de Ahn'Qiraj",4128830,"","","gdoms",4294967295,0,0,"massacre justificado.","",0,0,"","",0,"","",4128812,"",0,0,"","",0,"","",4128828,"","","Azeroth",1065353216
"lterac","PVPZone04","eroth","Azeroth","Arathi Basin",0,0,"Arathibecken","阿拉希盆地","Низина Арати","Cuenca de Arathi","Bacia de Arathi",4128830,"gdoms","�","n Kingdoms",4294967295,0,0,"r a invasão anã, reuniram um exército... um exército ávido por um massacre justificado.","The Arathi Basin is one of the main staging points of war between the Humans and the Forsaken in Azeroth. The League of Arathor seek to reclaim lost lands for their benefactors in Stormwind, while the Defilers - elite troopers under the watchful eye of Varimathras - seek to sever the vital connection between the Humans and their Dwarven allies to the south.",0,0,"Das Arathibecken ist einer der wichtigsten Schauplätze im Kampf zwischen den Menschen und den Verlassenen Azeroths. Die Elitetruppen der Entweihten wollen die Verbindung zwischen den Menschen und ihren Verbündeten im Süden, den Zwergen, zerstören. Gleichzeitig versucht der Bund von Arathor für seine Wohltäter in Sturmwind Territorien zurückzuerobern.","阿拉希盆地是人类和被遗忘者之间的主要战场之一。阿拉索帝国的后代想要为暴风城的恩人们夺回更多的失地，而瓦里玛萨斯的精锐部队“污染者”的目标是切断人类和他们的矮人同盟之间的联络。",0,"La Cuenca de Arathi es uno de los principales campos de batalla entre los humanos y los No-Muertos en Azeroth. La Liga de Arathor busca recuperar las tierras perdidas para sus benefactores en Ventormenta, mientras que los Rapiñadores - tropas de élite bajo la atenta mirada de Varimathras - intentan cortar el vital vínculo entre los humanos y sus aliados los enanos del sur.","O Vale de Arathi é um dos principais campos de batalha entre os humanos e os Renegados em Azeroth. A Liga de Arathor busca recuperar terras perdidas para seus benfeitores em Ventobravo, enquanto os Profanadores - tropas de elite sob o olhar atento de Varimathras - procuram romper a vital conexão entre os humanos e seus aliados anões ao sul.",4128830,"The Arathi Basin is one of the main staging points of war between the Humans and the Forsaken in Azeroth. The League of Arathor seek to reclaim lost lands for their benefactors in Stormwind, while the Defilers - elite troopers under the watchful eye of Varimathras - seek to sever the vital connection between the Humans and their Dwarven allies to the south.",0,0,"Das Arathibecken ist einer der wichtigsten Schauplätze im Kampf zwischen den Menschen und den Verlassenen Azeroths. Der Bund von Arathor versucht Territorien für seine Wohltäter in Sturmwind zurückzuerobern. Gleichzeitig wollen die Entweihten die Verbindung zwischen den Menschen und ihren Verbündeten, den Zwergen, zerstören.","阿拉希盆地是人类和被遗忘者之间的主要战场之一。阿拉索帝国的后代想要为暴风城的恩人们夺回更多的失地，而瓦里玛萨斯的精锐部队“污染者”的目标是切断人类和他们的矮人同盟之间的联络。",0,"La Cuenca de Arathi es uno de los principales campos de batalla entre los humanos y los Renegados en Azeroth. La Liga de Arathor busca recuperar las tierras perdidas para sus benefactores en Ventormenta, mientras que los Rapiñadores - tropas de élite bajo la vigilancia de Varimathras - intentan cortar el vínculo vital entre los humanos y sus aliados enanos del sur.","O Vale de Arathi é um dos principais campos de batalha entre humanos e Renegados em Azeroth. A Liga de Arathor busca recuperar terras perdidas para seus benfeitores em Ventobravo, enquanto os Profanadores - tropas de elite sob o olhar atento de Varimathras - tentam romper a ligação vital entre humanos e seus aliados anões no sul.",4128830,"5","astern Kingdoms","Azeroth",1067450368
"erac","AhnQirajTemple","zeroth","","Ahn'Qiraj Temple",0,0,"Tempel von Ahn'Qiraj","安其拉神殿","Храм Ан'Киража","Templo de Ahn'Qiraj","Templo de Ahn'Qiraj",4128830,"","","igreiche",4294967295,0,0," massacre justificado.","",0,0,"","",0,"","",4128812,"",0,0,"","",0,"","",4128828,"Blood Ring","","Azeroth",1065353216
"rac","Karazahn","zeroth","","Lower Karazhan Halls",0,0,"Untere Hallen von Karazhan","卡拉赞下层大厅","Нижний Ярус Каражана","Salones Inferiores de Karazhan","Salas Inferiores de Karazhan",4128830,"","","astern Kingdoms",4294967295,0,0,"fang","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"ring","","Azeroth",1065353216
"ac","Stratholme Raid","zeroth","","Naxxramas",0,0,"Naxxramas","纳克萨玛斯","Наксрамас","Naxxramas","Naxxramas",4128830,"","","igreiche",4294967295,0,0,"wfang","",0,0,"","",0,"","",4128780,"",0,0,"","",0,"","",4128780,"lutring","","Azeroth",1065353216
"The territorial Frostwolves, unwilling to suffer the dwarven incursion, have rallied an army... an army eager for righteous slaughter.","KarazhanCrypt","Azeroth","","Karazhan Crypt",0,0,"Karazhan Krypta","卡拉赞墓穴","Гробница Каражана","Cripta de Karazhan","Cripta de Karazhan",4128830,"","","oth",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"�ина","","Azeroth",1065353216
"he territorial Frostwolves, unwilling to suffer the dwarven incursion, have rallied an army... an army eager for righteous slaughter.","Moomoo","","","Moomoo",0,0,"Moomoo","奶牛关","Му-му","Moomoo","Moomoo",4128830,"","","",4294967295,0,0,"","",0,0,"","",0,"","",4128828,"",0,0,"","",0,"","",4128828,"лина","","Azeroth",1065353216
