# fields=18 strings=0,1,2,3,4,5,6,7,8,9,10,11
"ic\ActiveDoodads\Chest02\Chest02.mdx","World\Azeroth\Duskwood\PassiveDoodads\Tombs\WoodCross02.mdx","","","","","","","","","","",3185908359,3199542262,3197699050,1039463153,1053143832,1073778142
"c\ActiveDoodads\Chest02\Chest02.mdx","WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\FARMDOOR01TEST.MDX","","","","","","","","","","",3224649115,3201723066,3218782877,1026045407,1054239418,1071299229
"\ActiveDoodads\Chest02\Chest02.mdx","World\Generic\Human\Passive Doodads\Meat\BloodyMeat01.mdx","","","","","","","","","","",3214402187,3213758042,3199376638,1062108821,1064196125,1066885076
"ActiveDoodads\Chest02\Chest02.mdx","WORLD\GENERIC\ORC\PASSIVE DOODADS\WANTEDPOSTERS\WANTEDPOSTERSCROLL01.MDX","","","","","","","","","","",3185180630,3207480771,1062039632,1046925122,1060402981,1077122437
"tiveDoodads\Chest02\Chest02.mdx","World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterFramed01.mdx","","","","","","","","","","",3193658224,3204561066,3218307805,1039006544,1057341760,1075828184
"iveDoodads\Chest02\Chest02.mdx","World\Azeroth\Westfall\PassiveDoodads\Crate\WestFallCrate.mdx","","","","","","","","","","",3202063308,3208873599,995833802,1054579660,1061393894,1057020728
"veDoodads\Chest02\Chest02.mdx","World\Azeroth\Duskwood\PassiveDoodads\Tombs\TombStone07.mdx","","","","","","","","","","",3194009070,3204588061,3189189848,1046525422,1057104413,1068927711
"eDoodads\Chest02\Chest02.mdx","World\Azeroth\Duskwood\PassiveDoodads\Tombs\DirtMound01.mdx","","","","","","","","","","",3218649171,3213370707,3156964708,1071165523,1065388935,1059765044
"Doodads\Chest02\Chest02.mdx","World\Generic\Orc\Passive Doodads\Jars\JarOrc02.mdx","","","","","","","","","","",3193234432,3195714977,0,1045694278,1047521787,1057819927
"oodads\Chest02\Chest02.mdx","World\Generic\Human\Passive Doodads\SignPosts\WoodSignPointerWorn01.mdx","","","","","","","","","","",1054200696,3212583109,1076514083,1059492968,1067807597,1080112905
"ads\Chest02\Chest02.mdx","World\Generic\PassiveDoodads\BindStone\NewBindStone.mdx","","","","","","","","","","",3221351775,3225652199,3195343865,1076226987,1078033557,1091610107
"ds\Chest02\Chest02.mdx","World\Generic\Human\Passive Doodads\SignPosts\WoodSignPointerNice01.mdx","","","","","","","","","","",3183012208,3209609347,1079878749,1035528695,1063085909,1081741964
"s\Chest02\Chest02.mdx","World\Generic\Human\Passive Doodads\SignPosts\StoneSignPointer01.mdx","","","","","","","","","","",3190430556,3210262568,1077290545,1042946707,1068791144,1081738915
"\Chest02\Chest02.mdx","World\Generic\ActiveDoodads\Bushes\BerryBush01.mdx","","","","","","","","","","",3216427113,3221153481,3205403047,1069015431,1069877050,1074843479
"hest02\Chest02.mdx","World\Generic\Human\Passive Doodads\GunShop\GunShopPowderKegOpen.mdx","","","","","","","","","","",3199612827,3199338721,3117150898,1052112134,1052597096,1066116999
"est02\Chest02.mdx","World\Generic\Human\Passive Doodads\Crates\StormwindCrate01.mdx","","","","","","","","","","",3206389447,3207165393,0,1058905799,1059681745,1067391396
"st02\Chest02.mdx","World\Generic\PassiveDoodads\Barrel\Barrel01.mdx","","","","","","","","","","",3202110150,3203368005,3131351134,1054576640,1057371573,1065220072
"t02\Chest02.mdx","World\Generic\Dwarf\Passive Doodads\PowderKegs\PowderKeg01.mdx","","","","","","","","","","",3198030535,3199772815,3130947407,1050575878,1052043314,1064810842
"\Chest02.mdx","World\Generic\Human\Passive Doodads\CargoBoxes\DeadMineCargoBoxes.mdx","","","","","","","","","","",3215170935,3214039245,3164423993,1067821212,1066355906,1071724842
"est02.mdx","World\Generic\Human\Passive Doodads\Chairs\GeneralChairLoEnd01.mdx","","","","","","","","","","",3212812470,3205340905,3152348155,1043806573,1057857257,1068103161
"t02.mdx","World\Generic\ActiveDoodads\Chest03\Chest03.mdx","","s\WoodSignPointerWorn01.mdx","","","","","","","","",3200911652,3205968893,1000644702,1053394416,1058460045,1059037567
"02.mdx","World\Generic\PassiveDoodads\ParticleEmitters\Bubbles01.mdx","","","","","","","","","","",3175676002,3168503675,3187146651,1027660851,1030180387,3179092111
"2.mdx","World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackTall01.mdx","","","","","","","","","","",3205043059,3194889672,3123426382,1048894398,1058931703,1060506345
"mdx","World\Generic\PassiveDoodads\ParticleEmitters\Blacksmith_smoke.mdx","","","","","","","","","","",3214315415,3145593782,1043065624,1066831767,1113578840,1043065624
"x","World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampSorrowRoot03.mdx","","","","","","","","","","",3215294483,3214336026,3206283348,1067810835,1072125130,1081289784
"","World\Generic\ActiveDoodads\Rocks\GemRock01.mdx","","","","","","","","","","",3221279730,3221347916,3222649770,1065515116,1073987388,1080493437
"World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Lordaeron\TirisfalGlade\PassiveDoodads\Graves\TirisfallGraveDirtMound01.mdx","","","","","","","","","","",3221950655,3222011472,3205332583,1074548854,1074488041,1062533687
"rld\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Generic\PassiveDoodads\Furniture\Containers\TitanChest.mdx","","\Passive Doodads\Crates\ReplaceCrate01.mdx","","Passive Doodads\Crates\ReplaceCrate01.mdx","","","","","","",3218748132,3222944457,3189948782,1068318581,1075538022,1074536779
"ld\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Generic\PassiveDoodads\Furniture\Containers\TitanVase01.mdx","","","","","","","","","","",3214593220,3214821592,3182734646,1067504038,1067275675,1078556780
"d\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Generic\PassiveDoodads\Furniture\Containers\TitanVase02.mdx","","","","","","","","","","",3207533418,3207752898,3178811596,1060838702,1060619223,1078672023
"eneric\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Generic\Dwarf\Passive Doodads\Steins\DwarvenStein02.mdx","","","","","","","","","","",3189117437,3192217263,993136562,1041921284,1049450496,1059181063
"eric\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Azeroth\Elwynn\PassiveDoodads\BattleGladeShield1\BattleGladeShield1.mdx","","","","","","","","","","",3205943391,3208510574,3148463357,1065987143,1055706048,1048678408
"ic\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Azeroth\Duskwood\PassiveDoodads\Bush\Pumpkin01.mdx","","","","","","","","","","",3210041578,3212230988,3202097734,1062994725,1075733640,1069791679
"Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Generic\Human\Passive Doodads\Flowers\FlowersBunch02.mdx","","","","","","","","","","",3193734259,3202065153,3186251822,1047669158,1053243421,1051487048
"sive Doodads\WantedPosters\WantedPosterStuck01.mdx","World\Generic\Human\Passive Doodads\Weapons&Armor\HumanMace02.mdx","","","","","","","","","","",3200079469,3190704361,3184722948,1065170999,1042751018,1044260833
"osters\WantedPosterStuck01.mdx","World\Azeroth\Stranglethorn\PassiveDoodads\Waterfall\StranglethornWaterfall01.mdx","","","","","","","","","","",3217762554,3222984785,0,1049188805,1075490316,1091288896
"sters\WantedPosterStuck01.mdx","World\Generic\Human\Passive Doodads\Chairs\GeneralMedChair01.mdx","","","","","","","","","","",3210669667,3205873262,3185707569,1041945107,1058389614,1070829694
"ters\WantedPosterStuck01.mdx","World\Generic\Human\Passive Doodads\Chairs\GeneralChairHighEnd01.mdx","","","","","","","","","","",3208862274,3209503114,3139198576,1042049931,1061999803,1074077532
"s\WantedPosterStuck01.mdx","World\Generic\PassiveDoodads\ParticleEmitters\HouseSmoke.mdx","","","","","","","","","","",3215602387,3214038171,3178781531,1065927349,1066616909,1091621176
"tedPosterStuck01.mdx","World\Generic\PassiveDoodads\Lights\Candle01.mdx","","","","","","","","","","",3186785471,3187145443,0,1039711859,1039351887,1058039826
"sterStuck01.mdx","World\Generic\Human\Passive Doodads\Books\BookMedium01.mdx","","","","","","","","","","",3186170754,3194190062,959388857,1036618274,1046934719,1058709908
"erStuck01.mdx","World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackShort01.mdx","","","","","","","","","","",3205043059,3194889672,0,1048894398,1051513925,1051933322
"ck01.mdx","World\Generic\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx","","","","","","","","","","",3198030535,3199772815,3130947407,1050575878,1052043314,1064810842
"k01.mdx","World\Generic\PassiveDoodads\Crate02\Crate02.mdx","","","","","","","","","","",3202290974,3208873565,995000578,1054579626,1061393843,1057020677
"01.mdx","World\Generic\Human\Passive Doodads\Food&Utensils\TurkeyLeg.mdx","","","","","","","","","","",3201765311,3192281083,3150767607,1054737332,1043582228,1051846450
"x","World\Lordaeron\SilverPine\PassiveDoodads\bushes\SilverPineBush01.mdx","","","","","","","","","","",3226291671,3226453227,3198766987,1078326970,1076592474,1076684535
"ld\Azeroth\Stranglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Azeroth\RedRidge\PassiveDoodads\RowBoat\RowBoat01.mdx","","","","","","","","","","",3235395217,3215411395,3214867931,1077567352,1077865303,1070819569
"roth\Stranglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\WeaponRacks\GeneralWeaponrack01.mdx","","","","","","","","","","",3206098648,3199363854,3187407034,1060224438,1060468127,1077036458
"oth\Stranglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Azeroth\Elwynn\PassiveDoodads\Catapult\Catapult.mdx","","","","","","","","","","",3229353459,3231508796,1011216227,1084660902,1084094297,1079644548
"h\Stranglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Generic\PassiveDoodads\ParticleEmitters\SunkenFlame01.mdx","","","","","","","","","","",3186017478,3187097528,3167789100,1036701087,1037965820,3119590440
"\Stranglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Azeroth\Duskwood\PassiveDoodads\Fence\RockWallRubble.mdx","","","","","","","","","","",3210773820,3209286621,1011112074,1053387605,1058319553,1062313738
"ranglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf03.mdx","","","","","","","","","","",3198303097,3216282854,3156936791,1058074404,1068671993,1078889850
"anglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Azeroth\Westfall\PassiveDoodads\WestfallChair\WestfallChair.mdx","","","","","","","","","","",3202909920,3199104847,3162150881,1045917818,1049941061,1057498845
"nglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\Statues\StatueKhadgar.mdx","","","","","","","","","","",3236984380,3234537897,3174589106,1091004407,1088991894,1105499504
"\Buildings\TrollWatchTower\TrollWatchTower.mdx","World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampSorrowRoot02.mdx","","","","","","","","","","",3211024874,3213038635,3210752748,1075491935,1072972740,1083442196
"uildings\TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer04.mdx","","","","","","","","","","",3183012208,1034601519,1079878749,1035528695,1071693871,1081741964
"ildings\TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\Tables\BloodyTable1.mdx","","","","","","","","","","",3216462857,3221157281,3122859447,1068979200,1073673633,1074410899
"dings\TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\CatapultRuins\CatapultBall01.mdx","","","","","","","","","","",3214922859,3214911786,3214861119,1067315731,1067326804,1067377471
"ings\TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\DogHouses\DogHouse.mdx","","","","","","","","","","",3216466027,3213095376,3185707569,1069498002,1065763822,1073192353
"ngs\TrollWatchTower\TrollWatchTower.mdx","World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnMushroom01\ElwynnMushroom01.mdx","","","","","","","","","","",3206552220,3205226853,3160801188,1057860797,1054389205,1053354420
"gs\TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\Posters\MissingPoster01.mdx","","","","","","","","","","",3193658224,3204561066,3218307805,1039006544,1057341760,1075828184
"TrollWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\Rugs\StormwindRug01.mdx","","","","","","","","","","",3216794886,3216083960,962206355,1070605592,1068855309,1013157552
"lWatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\Scrolls\ScrollA02.mdx","","","","","","","","","","",3204963501,3200433737,999345474,1057265105,1054285656,1040920422
"WatchTower\TrollWatchTower.mdx","World\Generic\Human\Passive Doodads\Scrolls\ScrollB01.mdx","","","","","","","","","","",3203097321,3189914288,985439444,1055097572,1041127520,1041144230
"tchTower\TrollWatchTower.mdx","World\Azeroth\Elwynn\PassiveDoodads\Anvil\Anvil.mdx","","","","","","","","","","",3207539844,3199573099,910775196,1061568041,1052213032,1064823459
"Tower\TrollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\FLORIST01.MDX","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"ower\TrollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\WINESHOPSIGN01.MDL","","","","","","","","","","",3233765770,3207168078,1074175821,1077349928,1060631856,1091008674
"wer\TrollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\ARMORERSHOP01.MDL","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"er\TrollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\FLETCHERSHOP01.MDL","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"r\TrollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\WEAPONSMITHSHOP01.MDL","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"\TrollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\ALCHEMISTSSHOP01.MDL","","","","","","","","","","",3233765770,3207168078,1074175821,1077349928,1060631856,1091008674
"TrollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\BANK01.MDL","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"rollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\GENERALSTORE01.MDL","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"ollWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\VISITORSCENTER01.MDL","","","","","","","","","","",3233765770,3207168078,1074175821,1077349928,1060631856,1091008674
"llWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\CHEESESHOP01.MDL","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"lWatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\TAILOR01.MDL","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"WatchTower.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\TAVERN01.MDL","","","","","","","","","","",3233765770,3207168027,1074175809,1077349932,1060631789,1091008673
"atchTower.mdx","World\Generic\Human\Passive Doodads\BallandChain\BallAndChain01.mdx","","","","","","","","","","",3196379187,3196326775,3188910474,1056661142,1065256797,1056047767
"chTower.mdx","World\Generic\Human\Passive Doodads\Scrolls\ScrollB03.mdx","","","","","","","","","","",3203015582,3200967722,3152479152,1055480093,1054038393,1041698549
"hTower.mdx","World\Generic\Human\Passive Doodads\Books\BookLarge01.mdx","","","","","","","","","","",3187764120,3199002271,991465820,1038746699,1051957649,1066817531
"Tower.mdx","World\Generic\Human\Passive Doodads\Books\BookLarge02.mdx","","","","","","","","","","",3187772643,3200593422,959388857,1038729519,1053309490,1065759057
"ower.mdx","WORLD\GENERIC\ORC\PASSIVE DOODADS\WANTEDPOSTERS\WANTEDPOSTERSCROLL01.MDL","","","","","","","","","","",3185180630,3207480771,1062039632,1046925122,1060402981,1077122437
"wer.mdx","World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf02.mdx","","","","","","","","","","",3198303097,3216287728,3141745492,1058074404,1068666985,1071906212
"er.mdx","World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf01.mdx","","","","","","","","","","",3198303097,3216248175,3156936791,1058074404,1068706663,1082294947
"r.mdx","World\Generic\Human\Passive Doodads\BookShelves\AbbeyShelf01.mdx","","","","","","","","","","",3220111700,3209162217,1011292463,1071131583,1061412936,1084380869
".mdx","World\Generic\Human\Passive Doodads\Scrolls\ScrollB02.mdx","","","","","","","","","","",3203006825,3200265797,3152479152,1055488851,1054740218,1041698549
"mdx","World\Generic\Dwarf\Passive Doodads\Dynamite\GunShopDynamiteBundle.mdx","","","","","","","","","","",3188294951,3187524340,3112374895,1040201820,1040426367,1061202214
"dx","World\Azeroth\Elwynn\PassiveDoodads\Campfire\ElwynnCampfire.mdx","","","","","","","","","","",3210555850,3212893898,3184231174,1066737731,1066433904,1060514180
"x","World\Azeroth\Westfall\PassiveDoodads\Tombstones\TombStone01.mdx","","","","","","","","","","",3205727871,3214341386,0,1057352917,1066925107,1070074358
"","World\Generic\Human\Passive Doodads\Braziers\HumanBrazierMagic.mdx","","","","","","","","","","",3214167121,3213802846,3174126592,1066683473,1066269059,1060724080
"World\Generic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer03.mdx","","","","","","","","","","",3183012208,1030788661,1079878749,1035528695,1071487134,1081741964
"orld\Generic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","WORLD\AZEROTH\ELWYNN\PASSIVEDOODADS\SIGNS\SHOP\HUMANBLACKSMITHSIGN.MDX","","","","","","","","","","",3188457623,3209951284,1059932397,1042288101,1059897735,1074524649
"rld\Generic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","WORLD\GENERIC\DWARF\PASSIVE DOODADS\BRAZIERS\DWARVENBRAZIER02.MDX","","","","","","","assive Doodads\Books\BookMedium01.mdx","","","",3211426773,3211451972,3143442004,1063995973,1063970773,1069066819
"d\Generic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\firewood\FirewoodPile01.mdx","","","","","","","BookStackShort01.mdx","","","",3205638230,3209304891,3128997492,1065791252,1057604273,1063401640
"\Generic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\BurningSteppes\PassiveDoodads\Bonfire\OrcBonFire.mdx","","","ric\Human\Passive Doodads\Books\BookMedium01.mdx","","","","","","","",3221773613,3221824435,3197688749,1070639381,1072356831,1085111976
"Generic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Orc\Passive Doodads\Braziers\SmallBrazier01.mdx","","","","","","","","","","",3212711891,3214506415,3189289437,1067014320,1067724189,1074735689
"eneric\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterWood01.mdx","","","","","","","","","","",0,3200038700,3174654336,1027832382,1053240636,1066222955
"neric\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer05.mdx","","","","","","","","","","",3183012208,1038844678,1079878749,1035528695,1071959069,1081741964
"eric\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\BurningSteppes\PassiveDoodads\SmeltingWeapons\SmeltingWeapons.mdx","","","","","","","","","","",3208537149,3215554437,1041409579,1060547097,1068927854,1055576495
"ric\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\BurningSteppes\PassiveDoodads\LavaPillar\LavaPillar01.mdx","","","","","","","","","","",3218532318,3220626366,3217317010,1070595249,1072788677,1089870244
"ic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\BurningSteppes\PassiveDoodads\LavaAltar\LavaAltar.mdx","","","","","","","","","","",3226696149,3232979472,3209505077,1082280787,1083545521,1074675971
"c\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\BurningSteppes\PassiveDoodads\LavaShrine\LavaShrine01.mdx","","","","","","","","","","",3229202350,3226052860,3201167371,1079242226,1077967472,1091544299
"\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\BurningSteppes\PassiveDoodads\OrcAnvilStoneBurningSteppes\OrcAnvilStoneBurningSteppes.mdx","","","","","","","","","","",3208247373,3219228656,3152053950,1067676181,1068552606,1065935360
"Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\BurningSteppes\PassiveDoodads\OrcFoundryPit\OrcSmallFoundryPit.mdx","","","BookStackShort01.mdx","","","","","","","",3212396445,3213906093,960694527,1064898268,1066362500,1070116679
"uman\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Goober\G_Scroll01.mdx","","","","","Posts\WoodSignPointerNice01.mdx","","Posts\WoodSignPointerNice01.mdx","","","",3204963551,3200433904,999345474,1057265138,1054285689,1040920422
"man\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Dwarf\Passive Doodads\DwarfCorpse\CorpseSkeletonDwarf.mdx","","","","","","","","","","",3209964252,3209001559,3185135399,1062085853,1062127293,1051868462
"an\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\Stranglethorn\PassiveDoodads\SerpentStatue02\SerpentStatue02.mdx","","","","","","","","","","",3222230964,3205473210,3179912584,1069710922,1057989562,1083792121
"n\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\Elwynn\PassiveDoodads\jugs\jug01.mdx","","","","","","","","","","",3196125582,3197351661,947078407,1048499362,1049717757,1060099246
"\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\PassiveDoodads\Plaque\PlaqueBronze02.mdx","","","","","","","","","","",3126862356,3199599842,994034210,1032476449,1052301649,1054453025
"Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","WORLD\GENERIC\PASSIVEDOODADS\MISC\WHEELBARROW\CAVEMINEWHEELBARROW01.MDX","","","","","","","","","","",3218941783,3209282024,3155158674,1066680294,1061944992,1067289500
"assive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Cauldrons\Cauldron.mdx","","","","","","","ic\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx","","","",3209606579,3213858596,3173856815,1064890903,1063689369,1069773316
"ssive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\Elwynn\PassiveDoodads\Skeleton\BattleGladeSkullHumanDark.mdx","","","","","","","","","","",3192454962,3189015700,3163053898,1043240241,1040282754,1045810511
"sive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Lordaeron\TirisfalGlade\PassiveDoodads\UtherShrine\UtherShrinePedestal.mdx","","","","","","","","","","",3198348463,3205619205,994747175,1050388275,1058120105,1066796258
"ive Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation06.mdx","","","","","","","","","","",3211612463,3216745469,3182554258,1066618361,1068313354,1075068411
"ve Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Scrolls\ScrollA03.mdx","","","","","","","","","","",3204963501,3200794279,999345474,1057265105,1053925147,1040920422
"e Doodads\Wardrobe\DuskwoodWardrobe02.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\TABLES\INNTABLE.MDX","","","","","","","","","","",3216462857,3221157281,3122859447,1068979200,1073673633,1065613900
" Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Scrolls\ScrollMap.mdx","","","","","","","","","","",3201912883,3204552476,1007676100,1053463908,1057047873,1040338521
"Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\Westfall\PassiveDoodads\WreckedRowBoat\WreckedRowBoat.mdx","","","","","","","","","","",3235287837,3219310621,3220912048,1077034655,1074741792,1075093246
"oodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Food&Utensils\Haunch.mdx","","","","","","","","","","",3206141547,3199054649,3175243015,1058531046,1048695991,1058557470
"odads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Bottles\Bottle01.mdx","","","","","","","","","","",3189939655,3189765776,1009834321,1042052549,1042532578,1060718275
