# fields=10 strings=0,1,2,3,4,5,6,7,8,9
"ter\Human\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","","r\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower00_09.blp","Character\Human\Male\HumanMaleFaceUpper00_09.blp","",""
"er\Human\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleFaceLower01_00.blp","Character\Human\Male\HumanMaleFaceUpper01_00.blp","",""
"r\Human\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_01.blp","Character\Human\Male\HumanMaleFaceUpper01_01.blp","",""
"\Human\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_02.blp","Character\Human\Male\HumanMaleFaceUpper01_02.blp","",""
"Human\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_03.blp","Character\Human\Male\HumanMaleFaceUpper01_03.blp","",""
"uman\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_04.blp","Character\Human\Male\HumanMaleFaceUpper01_04.blp","",""
"man\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_05.blp","Character\Human\Male\HumanMaleFaceUpper01_05.blp","",""
"an\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_06.blp","Character\Human\Male\HumanMaleFaceUpper01_06.blp","",""
"n\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_07.blp","Character\Human\Male\HumanMaleFaceUpper01_07.blp","",""
"\Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","er\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_08.blp","Character\Human\Male\HumanMaleFaceUpper01_08.blp","",""
"Male\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","r\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower01_09.blp","Character\Human\Male\HumanMaleFaceUpper01_09.blp","",""
"ale\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleFaceLower02_00.blp","Character\Human\Male\HumanMaleFaceUpper02_00.blp","",""
"le\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_01.blp","Character\Human\Male\HumanMaleFaceUpper02_01.blp","",""
"e\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_02.blp","Character\Human\Male\HumanMaleFaceUpper02_02.blp","",""
"\HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_03.blp","Character\Human\Male\HumanMaleFaceUpper02_03.blp","",""
"HumanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_04.blp","Character\Human\Male\HumanMaleFaceUpper02_04.blp","",""
"umanMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_05.blp","Character\Human\Male\HumanMaleFaceUpper02_05.blp","",""
"manMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_06.blp","Character\Human\Male\HumanMaleFaceUpper02_06.blp","",""
"anMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_07.blp","Character\Human\Male\HumanMaleFaceUpper02_07.blp","",""
"nMaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","er\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_08.blp","Character\Human\Male\HumanMaleFaceUpper02_08.blp","",""
"MaleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","r\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower02_09.blp","Character\Human\Male\HumanMaleFaceUpper02_09.blp","",""
"aleFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleFaceLower03_00.blp","Character\Human\Male\HumanMaleFaceUpper03_00.blp","",""
"leFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_01.blp","Character\Human\Male\HumanMaleFaceUpper03_01.blp","",""
"eFaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_02.blp","Character\Human\Male\HumanMaleFaceUpper03_02.blp","",""
"FaceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_03.blp","Character\Human\Male\HumanMaleFaceUpper03_03.blp","",""
"aceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_04.blp","Character\Human\Male\HumanMaleFaceUpper03_04.blp","",""
"ceUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_05.blp","Character\Human\Male\HumanMaleFaceUpper03_05.blp","",""
"eUpper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_06.blp","Character\Human\Male\HumanMaleFaceUpper03_06.blp","",""
"Upper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_07.blp","Character\Human\Male\HumanMaleFaceUpper03_07.blp","",""
"pper04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","er\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_08.blp","Character\Human\Male\HumanMaleFaceUpper03_08.blp","",""
"per04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","r\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower03_09.blp","Character\Human\Male\HumanMaleFaceUpper03_09.blp","",""
"er04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleFaceLower04_00.blp","Character\Human\Male\HumanMaleFaceUpper04_00.blp","",""
"r04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_01.blp","Character\Human\Male\HumanMaleFaceUpper04_01.blp","",""
"04_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_02.blp","Character\Human\Male\HumanMaleFaceUpper04_02.blp","",""
"4_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_03.blp","Character\Human\Male\HumanMaleFaceUpper04_03.blp","",""
"_07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_04.blp","Character\Human\Male\HumanMaleFaceUpper04_04.blp","",""
"07.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_05.blp","Character\Human\Male\HumanMaleFaceUpper04_05.blp","",""
"7.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_06.blp","Character\Human\Male\HumanMaleFaceUpper04_06.blp","",""
".blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_07.blp","Character\Human\Male\HumanMaleFaceUpper04_07.blp","",""
"blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","er\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleFaceUpper04_08.blp","",""
"lp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","r\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower04_09.blp","Character\Human\Male\HumanMaleFaceUpper04_09.blp","",""
"p","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleFaceLower05_00.blp","Character\Human\Male\HumanMaleFaceUpper05_00.blp","",""
"","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_01.blp","Character\Human\Male\HumanMaleFaceUpper05_01.blp","",""
"Character\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_02.blp","Character\Human\Male\HumanMaleFaceUpper05_02.blp","",""
"haracter\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_03.blp","Character\Human\Male\HumanMaleFaceUpper05_03.blp","",""
"aracter\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_04.blp","Character\Human\Male\HumanMaleFaceUpper05_04.blp","",""
"racter\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_05.blp","Character\Human\Male\HumanMaleFaceUpper05_05.blp","",""
"acter\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_06.blp","Character\Human\Male\HumanMaleFaceUpper05_06.blp","",""
"cter\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_07.blp","Character\Human\Male\HumanMaleFaceUpper05_07.blp","",""
"ter\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","er\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_08.blp","Character\Human\Male\HumanMaleFaceUpper05_08.blp","",""
"er\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","r\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower05_09.blp","Character\Human\Male\HumanMaleFaceUpper05_09.blp","",""
"r\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleFaceLower06_00.blp","Character\Human\Male\HumanMaleFaceUpper06_00.blp","",""
"\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_01.blp","Character\Human\Male\HumanMaleFaceUpper06_01.blp","",""
"Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_02.blp","Character\Human\Male\HumanMaleFaceUpper06_02.blp","",""
"uman\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","aracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_03.blp","Character\Human\Male\HumanMaleFaceUpper06_03.blp","",""
"man\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","racter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_04.blp","Character\Human\Male\HumanMaleFaceUpper06_04.blp","",""
"an\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","acter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_05.blp","Character\Human\Male\HumanMaleFaceUpper06_05.blp","",""
"n\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_06.blp","Character\Human\Male\HumanMaleFaceUpper06_06.blp","",""
"\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_07.blp","Character\Human\Male\HumanMaleFaceUpper06_07.blp","",""
"Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","er\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_08.blp","Character\Human\Male\HumanMaleFaceUpper06_08.blp","",""
"ale\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","cter\Human\Male\HumanMaleSkin00_00.blp","r\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower06_09.blp","Character\Human\Male\HumanMaleFaceUpper06_09.blp","",""
"le\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleFaceLower07_00.blp","Character\Human\Male\HumanMaleFaceUpper07_00.blp","",""
"e\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower07_01.blp","Character\Human\Male\HumanMaleFaceUpper07_01.blp","",""
"\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleSkin00_00.blp","","Character\Human\Male\HumanMaleSkin00_00.blp","ter\Human\Male\HumanMaleSkin00_00.blp","haracter\Human\Male\HumanMaleSkin00_00.blp","Character\Human\Male\HumanMaleFaceLower07_02.blp","Character\Human\Male\HumanMaleFaceUpper07_02.blp","",""
