# fields=35 strings=0,1,2,3,5,6,7,8,9,11,28,29,32
"ngshore","Dun Morogh","","",64,"","","lands","gh","",0,"Durotar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190," Morogh","",0,0,"",3287941120,1053609165
"gshore","Dun Morogh","","The World Tree",64,"","","asted Lands","ras","",0,"Dustwallow Marsh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1053609165
"shore","Dun Morogh","","he World Tree",64,"","","Blasted Lands","Gurub","",0,"Azshara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722
"hore","Dun Morogh","","e World Tree",64,"",""," Lands","rogh","",0,"The Barrens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190," Morogh","",0,0,"",3287941120,1050253722
"ore","","Longshore"," World Tree",64,"","","ted Lands","Dun Morogh","",7,"Crystal Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"re","","asted Lands","Gorge",64,"","","lasted Lands","n Morogh","",40,"Zul'Gurub",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"e","","ands","World Tree",64,"","","","gh","",14,"Moonbrook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","","orld Tree",64,"","","","ogh","",0,"Kul Tiras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Badlands","wind Pass","","ds",17472,"",""," Lands","un Morogh","",0,"Programmer Isle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"adlands","","Longshore","rld Tree",1048640,"","","ted Lands","","",0,"Northshire River",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"dlands","","Longshore","ld Tree",1048640,"rows","","ted Lands","Dun Morogh","of Sorrows",0,"Northshire Abbey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"lands","","","d Tree",64,"","","lackwater Cove","h","",0,"Blackrock Mountain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ands","","ands","e Mine",64,"","","","rogh","",0,"Lighthouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ds","",""," Tree",64,"","","d Lands","Gurub","",0,"Western Plaguelands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722
"","","","Tree",64,"","","","","",0,"Nine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"lasted Lands","","h","ree",64,"","","","un Morogh","",0,"The Cemetary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"asted Lands","","","ee",64,"","","lasted Lands","n Morogh","",0,"Stranglethorn Vale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722
"sted Lands","","Longshore","e",64,"","","ted Lands","Dun Morogh","",0,"Echo Ridge Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ted Lands","","asted Lands","",64,"","","","n Morogh","",42,"Booty Bay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ed Lands","","","Durotar",64,"","","Blasted Lands","Dun Morogh","",0,"Alterac Mountains",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1056964608
"d Lands","","asted Lands","urotar",64,"","","","n Morogh","",36,"Lake Nazferiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
" Lands","","","rotar",64,"","","Blasted Lands","Dun Morogh","",0,"Loch Modan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1036831949
"ands","","","otar",64,"","","ackwater Cove","gh","",0,"Westfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1036831949
"nds","","","an's Hole",64,"","","kwater Cove","un Morogh","",0,"Deadwind Pass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722
"ds","","h","tar",64,"","","","un Morogh","",25,"Darkshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"s","","asted Lands","ar",64,"","","","n Morogh","",42,"Wild Shore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","","r",64,"","","Blasted Lands","Dun Morogh","",0,"Redridge Mountains",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1045220557
"Blackwater Cove","","","",64,"","","","ogh","",0,"Arathi Highlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1045220557
"lackwater Cove","","","Dustwallow Marsh",64,"","","lackwater Cove","h","",0,"Burning Steppes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1036831949
"ackwater Cove","","","ustwallow Marsh",64,"","","Blasted Lands","Dun Morogh","",0,"The Hinterlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1053609165
"kwater Cove","wind Pass","Badlands","stwallow Marsh",64,"","","","","",0,"Dead Man's Hole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ater Cove","","","twallow Marsh",64,"","","lackwater Cove","h","",0,"Searing Gorge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1036831949
"er Cove","","Longshore","wallow Marsh",64,"","","ted Lands","Dun Morogh","",0,"Thieves Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"r Cove","","Longshore","Dead Man's Hole",64,"","","ted Lands","Dun Morogh","",8,"Jasperlode Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
" Cove","","Longshore","allow Marsh",64,"","","ted Lands","ongshore","Swamp of Sorrows",0,"Valley of Heroes UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Cove","","Longshore","llow Marsh",64,"","","ted Lands","Dun Morogh","hthouse",0,"Heroes' Vigil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ove","","Longshore","low Marsh",64,"","","ted Lands","Dun Morogh","",5,"Fargodeep Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"e","","Longshore","ow Marsh",1048640,"","","ted Lands","Dun Morogh","",0,"Northshire Vineyards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","Longshore","ne",64,"","","ted Lands","Dun Morogh","",8,"Forest's Edge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Swamp of Sorrows","","Longshore","w Marsh",64,"","","ted Lands","Dun Morogh","",0,"Thunder Falls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"wamp of Sorrows","","Longshore"," Marsh",64,"","","ted Lands","Dun Morogh","",8,"Brackwell Pumpkin Patch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"amp of Sorrows","","Longshore","Marsh",64,"","","ted Lands","Dun Morogh","",6,"The Stonefield Farm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"mp of Sorrows","","Longshore","arsh",64,"","","ted Lands","Dun Morogh","",6,"The Maclure Vineyards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"p of Sorrows","wind Pass","","rsh",68,"","","","","",0,"Reuse Me 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
" of Sorrows","wind Pass","","sh",68,"","","","","",0,"Reuse Me 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"of Sorrows","wind Pass","","h",68,"","","","","",0,"Reuse Me 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1058642330
"f Sorrows","","","n's Hole",64,"","","","Dun Morogh","",16,"Lake Everstill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
" Sorrows","","","",64,"","","","Dun Morogh","",15,"Lakeshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Sorrows","","","Azshara",64,"","","","Dun Morogh","",24,"Stonewatch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"orrows","","","NUSED",64,"","","","Dun Morogh","",20,"Stonewatch Falls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"rrows",""," Morogh","zshara",64,"","","","rogh","",63,"The Dark Portal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"rows",""," Morogh","shara",64,"","","","rogh","",50,"The Tainted Scar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ows","","ogh","hara",64,"","","","","",43,"Pool of Tears",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ws","","ogh","ara",64,"","","","","",37,"Stonard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"s","","ogh","ra",64,"","","","","",37,"Fallow Sanctuary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","Dun Morogh","a",1048640,"","","","ogh","",0,"Anvilmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"rthshire Valley","","Longshore","",64,"","","ted Lands","hore","",10,"Stormwind Mountains",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,0
"thshire Valley","wind Pass","Badlands","orge",64,"","","","","",0,"Jeff NE Quadrant Changed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"hshire Valley","wind Pass","Badlands","The Barrens",64,"","","","","",0,"Jeff NW Quadrant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"shire Valley","wind Pass","Badlands","he Barrens",64,"","","","","",0,"Jeff SE Quadrant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"hire Valley","wind Pass","Badlands","e Barrens",64,"","","","","",0,"Jeff SW Quadrant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ire Valley","",""," Barrens",64,"","","ands","un Morogh","",0,"Tirisfal Glades",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190," Morogh","",0,0,"",3287941120,1050253722
"re Valley","","Longshore","Barrens",64,"","","ted Lands","Dun Morogh","",8,"Stone Cairn Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"e Valley","","Longshore","s",1048640,"","","ted Lands","Dun Morogh","",5,"Goldshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
" Valley","","Longshore","arrens",64,"","","ted Lands","Dun Morogh","",6,"Eastvale Logging Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Valley","","Longshore","rrens",64,"","","ted Lands","Dun Morogh","",0,"Mirror Lake Orchard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"lley","","Longshore","rens",64,"","","ted Lands","Dun Morogh","",8,"Tower of Azora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ley","","Longshore","'s Hole",64,"","","ted Lands","Dun Morogh","",0,"Mirror Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ey","","h","USED",64,"","","","nbrook","",28,"Vul'Gol Ogre Mound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"y","","h","ens",64,"","","","un Morogh","",24,"Raven Hill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","","ns",64,"","","","Dun Morogh","",20,"Redridge Canyons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Duskwood","","","s",64,"","","","Dun Morogh","",25,"Tower of Ilgalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"uskwood","","","",64,"","","","Dun Morogh","",19,"Alther's Mill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"skwood","","","Crystal Lake",64,"","","","Dun Morogh","",17,"Rethban Caverns",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"kwood","","asted Lands","rystal Lake",64,"","","","n Morogh","",30,"Rebel Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"wood","","asted Lands","es Camp",64,"","","","n Morogh","",31,"Nesingwary's Expedition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ood","","asted Lands","ystal Lake",64,"","","","n Morogh","",32,"Kurzen's Compound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"od","","asted Lands","s Camp",64,"","","","n Morogh","",41,"Ruins of Zul'Kunda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"d","","asted Lands","stal Lake",64,"","","","n Morogh","",40,"Ruins of Zul'Mamwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","asted Lands","tal Lake",64,"","","","n Morogh","",37,"The Vile Reef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Wetlands","","asted Lands","al Lake",64,"","","","n Morogh","",42,"Mosh'Ogg Ogre Mound",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"etlands","","asted Lands","l Lake",64,"","","","n Morogh","",0,"The Stockpile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"tlands","","ands"," Lake",64,"","","","gh","",14,"Saldean's Farm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"lands","","ands","Lake",1048640,"","","","gh","",15,"Sentinel Hill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ands","","ands","ake",64,"","","","gh","",15,"Furlbrow's Pumpkin Farm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ds","","ands","ke",64,"","","","gh","",12,"Jangolode Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","ands","rge",64,"","","","gh","",15,"Gold Coast Quarry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"lwynn Forest","","ands","e",64,"","","dlands","gh","",17,"Westfall Lighthouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"wynn Forest","","ogh","",64,"","","","","",39,"Misty Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ynn Forest","","asted Lands","SED",64,"","","","as","",35,"Grom'gol Base Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"nn Forest","","","Zul'Gurub",64,"","","","stal Lake","",22,"Whelgar's Excavation Site",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
" Forest","","Longshore","s Hole",64,"","","ted Lands","","",8,"Westbrook Garrison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Forest","","h","ul'Gurub",64,"","","","gshore","",28,"Tranquil Gardens Cemetery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"orest","","asted Lands","l'Gurub",64,"","","","n Morogh","",37,"Zuuldaia Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"rest","","asted Lands","'Gurub",64,"","","","n Morogh","",34,"Bal'lal Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"st","","asted Lands","Gurub",64,"","","","n Morogh","",35,"Kal'ai Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"t","","asted Lands","urub",64,"","","","n Morogh","",0,"Tkashi Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","asted Lands","rub",64,"","","","n Morogh","",40,"Balia'mah Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"The World Tree","","asted Lands","ub",64,"","","","n Morogh","",36,"Ziata'jai Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"he World Tree","","asted Lands","b",64,"","","","n Morogh","",37,"Mizjah Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"e World Tree","","","",64,"","","ds","un Morogh","",0,"Silverpine Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190," Morogh","",0,0,"",3287941120,1053609165
" World Tree","","Dun Morogh","Moonbrook",1048640,"","","","","",5,"Kharanos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"World Tree","","Dun Morogh","oonbrook",1048640,"","","","","",0,"Coldridge Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"orld Tree","","Dun Morogh","onbrook",64,"","","ds","ogh","",10,"Gnomeregan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"rld Tree","","Dun Morogh","nbrook",64,"","","","ogh","",10,"Gol'Bolar Quarry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ld Tree","","Dun Morogh","brook",64,"","","","","Forest",7,"Frostmane Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"d Tree","","Dun Morogh","rook",64,"","","","","",5,"The Grizzled Den",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
" Tree","","Dun Morogh","ook",64,"","","","","",7,"Brewnall Village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Tree","","Dun Morogh","ok",64,"","","","ogh","",7,"Misty Pine Refuge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ree","","","k",64,"","","d Lands","Gurub","",0,"Eastern Plaguelands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1056964608
"e","Dun Morogh","","",64,"","","ckwater Cove","","",0,"Teldrassil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1053609165
"",""," Lands","Kul Tiras",64,"","","","Dun Morogh","",15,"Ironband's Excavation Site",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Durotar",""," Lands","ul Tiras",64,"","","","ngshore","",18,"Mo'grosh Stronghold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"urotar",""," Lands","l Tiras",1048640,"","","","Dun Morogh","",10,"Thelsamar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"rotar",""," Lands"," Tiras",64,"","","","Dun Morogh","",18,"Algaz Gate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"otar",""," Lands","Tiras",64,"","","","Dun Morogh","",15,"Stonewrought Dam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"tar",""," Lands","iras",64,"","","","Dun Morogh","",15,"The Farstrider Lodge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ar","Dun Morogh","","ras",64,"","","ds","stal Lake","",0,"Darkshore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1058642330
"r",""," Lands","as",64,"","","","Dun Morogh","",12,"Silver Stream Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","","s",64,"","","","stal Lake","",20,"Menethil Harbor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Dustwallow Marsh","wind Pass",""," Hole",17472,"","","ackwater Cove","iras","",0,"Designer Island",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ustwallow Marsh","","ire Valley","",64,"","","","un Morogh","",9,"The Bulwark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"stwallow Marsh","","ire Valley","e",64,"","","","un Morogh","",10,"Ruins of Lordaeron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"twallow Marsh","","ire Valley","Programmer Isle",1048640,"","","","gshore","",0,"Deathknell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"wallow Marsh","","ire Valley","rogrammer Isle",64,"","","","un Morogh","",0,"Night Web's Hollow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"allow Marsh","","ire Valley","ogrammer Isle",64,"","","","un Morogh","",6,"Solliden Farmstead",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"llow Marsh","","ire Valley","grammer Isle",64,"","","","gshore","",8,"Agamand Mills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"low Marsh","","ire Valley","rammer Isle",64,"","","","gshore","",0,"Agamand Family Crypt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"ow Marsh","","ire Valley","ammer Isle",1048640,"","","","gshore","",5,"Brill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"w Marsh","","ire Valley","mmer Isle",64,"","","","un Morogh","",12,"Whispering Gardens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
" Marsh","","ire Valley","mer Isle",64,"","","","un Morogh","",10,"Terrace of Repose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Marsh","","ire Valley","er Isle",64,"","","","un Morogh","",7,"Brightwater Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"arsh","","ire Valley","r Isle",64,"","","","un Morogh","",0,"Gunther's Retreat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"rsh","","ire Valley"," Isle",64,"","","","un Morogh","",7,"Garren's Haunt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"sh","","ire Valley","Isle",64,"","","","gshore","",5,"Balnir Farmstead",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"h","","ire Valley","sle",64,"","","","un Morogh","",5,"Cold Hearth Manor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"","","ire Valley","le",64,"","","","un Morogh","",8,"Crusader Outpost",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
"Azshara","","ire Valley","e",64,"","","","un Morogh","",0,"The North Coast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0
