# fields=14 strings=0,1,2,3,5,6,7,8,9,11,12,13
"urquoise","urquoise","","",1065353216,"ntalSkinBrown","DreadLordSkin","DreadLordWingSkin","","",1,"","",""
"oise","oise","","",1067869798,"ntalSkinBrown","squirrel","","","",0,"","",""
"e","nNormal","","",1065353216,"ntalSkinBrown","GhoulSkinGrey","","","",1,"","",""
"","ldskinNormal","","",1065353216,"ntalSkinBrown","TitanMaleSkin01","TitanMaleSkin02","","",3,"","",""
"TitanMaleSkin01","itizenLow","itizenLow","",1065353216,"ntalSkinBrown","koboldskinNormal","","","",0,"","",""
"itanMaleSkin01","oldskinNormal","","",1065353216,"ntalSkinBrown","TitanFemaleSkinBronze1","TitanFemaleSkinBronze2","","",4,"","",""
"tanMaleSkin01","HumanThiefSkin","","",1065353216,"ntalSkinBrown","BasiliskSkinRed","BasiliskCrystalSkinJade","","",4294967295,"","",""
"nMaleSkin01","ormal","","",1065353216,"ntalSkinBrown","DragonSpawnSkin","DragonSpawnBodySkin","","",4294967295,"","",""
"aleSkin01","iefSkin","","",1065353216,"ntalSkinBrown","FurbolgSkinBrown","FurbolgStuffBrown","","",1,"","",""
"leSkin01","efSkin","","",1065353216,"nTurquoise","GhostSkin","","","",4294967295,"","",""
"Skin01","kin","","",1065353216,"ntalSkinBrown","HarpyAqua","","","",1,"","",""
"kin01","HumanMaleCitizenLow","","",1065353216,"ntalSkinBrown","HumanThiefSkin","","","",1,"","",""
"in01","CitizenLow","","",1065353216,"ntalSkinBrown","KeeperOfTheGroveSkin","KeeperLeaves2","","",1,"","",""
"n01","izenLow","","",1065353216,"ntalSkinBrown","LavaSpiderSkin","","","",1,"","",""
"01","zenLow","","",1065353216,"ntalSkinBrown","LostOne_Skin","LostOne_Skullbag","Yellow_Glow2","",4294967295,"","e",""
"tanMaleSkin02","koboldskinNormal","","",1065353216,"ntalSkinBrown","AurokkSkin","","","",1,"","",""
"anMaleSkin02","el","","",1065353216,"ntalSkinBrown","SkeletonSkin","","","",1,"","",""
"nMaleSkin02","oboldskinNormal","","",1065353216,"ntalSkinBrown","SuccubusNewSkinMagenta","SuccubusSkinWingMagenta","SuccubusHairMagenta","",1,"","",""
"MaleSkin02","dskinNormal","","",1065353216,"ntalSkinBrown","TroglodyteSkinNormal","","","",1,"","",""
"aleSkin02","kinNormal","","",1065353216,"ntalSkinBrown","WolfSkinCoyote","WolfSkinCoyoteAlpha","","",1,"","",""
"leSkin02","nBeige","","",1065353216,"ntalSkinBrown","HumanFemaleMerchant01_RedApron","","","",1,"","",""
"eSkin02","itizenLow","itizenLow","",1065353216,"ntalSkinBrown","koboldskinAlbino","","","",0,"","",""
"Skin02","kinTurquoise","","",1065353216,"ntalSkinBrown","HumanMaleGuard","","","",1,"","",""
"kin02","kinNormal","","",1065353216,"ntalSkinBrown","WolfSkinTimber","WolfSkinTimberAlpha","","",1,"","",""
"in02","ageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleWarriorMediumSkinDark","","","",1,"","",""
"n02","skinNormal","","",1065353216,"ntalSkinBrown","TrollSkin","","","",1,"","",""
"02","umanThiefSkin","","",1065353216,"ntalSkinBrown","BogBeastSkinGreen","BogBeastSkinGreenAlpha","","",1,"","",""
"2","eCitizenLow","","",1065353216,"ntalSkinBrown","InfernalSkin","","","",1,"","",""
"","","","",1073741824,"ntalSkinBrown","SeaGiantSkin01","SeaGiantSkin02","","",4294967295,"","",""
"TrollSkinJungleBloodScalpMelee","eel","","",1065353216,"ntalSkinBrown","RockElementalSkinBrown","","","",1,"","",""
"rollSkinJungleBloodScalpMelee","manThiefSkin","","",1065353216,"ntalSkinBrown","CentaurSkin","","","",1,"","",""
"ollSkinJungleBloodScalpMelee","eSkin2","","",1065353216,"ntalSkinBrown","HumanMaleWarriorLight_Skin01","","","",1,"","",""
"llSkinJungleBloodScalpMelee","fSkin","","",1066192077,"ntalSkinBrown","RiverPawGnollWhelpSkin","","","",1,"","",""
"lSkinJungleBloodScalpMelee","erSkinTurquoise","","",1065353216,"ntalSkinBrown","RiverPawGnollFighterSkin","","","",1,"","",""
"SkinJungleBloodScalpMelee","al","","ant01_GreenApron",1065353216,"ntalSkinBrown","","","","",1,"","",""
"kinJungleBloodScalpMelee","ormal","","",1065353216,"ntalSkinBrown","DragonSpawnSkinBronze","DragonSpawnBodySkinBronze","","",4294967295,"","",""
"inJungleBloodScalpMelee","boldskinNormal","","",1065353216,"ntalSkinBrown","TallStriderSkinBrown","","","",1,"","",""
"nJungleBloodScalpMelee","tizenLow","","",1065353216,"ntalSkinBrown","KotoBeastSkinBrown","","","",3,"","",""
"JungleBloodScalpMelee","w","","",1058642330,"ntalSkinBrown","RaptorSkinOrange","","","",1,"","",""
"ungleBloodScalpMelee","ormal","","",1065353216,"ntalSkinBrown","DragonSpawnSkinGreen","DragonSpawnBodySkinGreen","","",4294967295,"","",""
"ngleBloodScalpMelee","ormal","","",1065353216,"ntalSkinBrown","DragonSpawnSkinWhite","DragonSpawnBodySkinWhite","","",4294967295,"","",""
"leBloodScalpMelee","HumanMaleCitizenLow","","",1065353216,"ntalSkinBrown","HumanThiefSkin_var2","","","",1,"","",""
"BloodScalpMelee","","","",1065353216,"ntalSkinBrown","HumanFemaleWarriorLight_Skin01","","","",1,"","",""
"oodScalpMelee","nLow","","",1066192077,"ntalSkinBrown","SahauginskinBlue","","","",1,"","",""
"dScalpMelee","Skin2","","",1065353216,"ntalSkinBrown","HumanMaleCaster_SkinPriest","","","",1,"","",""
"ScalpMelee","anMaleCitizenLow","","",1065353216,"ntalSkinBrown","","","","",1,"","",""
"alpMelee","nSteel","","",1065353216,"ntalSkinBrown","BoarSkinIvory","","","",0,"","",""
"lpMelee","skinNormal","","",1065353216,"ntalSkinBrown","TrollSkinGreen","","","",1,"","",""
"pMelee","skinNormal","","",1065353216,"ntalSkinBrown","TrollSkinArcticFrostManeScout","","","",1,"","",""
"Melee","ormal","","",1065353216,"ntalSkinBrown","DragonSpawnSkinBlue","DragonSpawnBodySkinBlue","","",4294967295,"","",""
"elee","SkinTurquoise","","",1065353216,"ntalSkinBrown","HumanMaleMarshalBlonde","","","",1,"","",""
"lee","Skin2","","",1065353216,"ntalSkinBrown","HumanMaleCaster_SkinMage","","","",1,"","",""
"e","el","","",1062836634,"ntalSkinBrown","SkeletonSkinDarkTeal","","","",1,"","",""
"","el","","",1065353216,"ntalSkinBrown","SkeletonSkinGreen","","","",1,"","",""
"HydraSkinBlue","inNormal","","",1065353216,"ntalSkinBrown","WargenSkinBrown","","","",1,"","",""
"ydraSkinBlue","inNormal","","",1065353216,"ntalSkinBrown","WargenSkinBlack","","","",1,"","",""
"draSkinBlue","derSkinTurquoise","","",1065353216,"ntalSkinBrown","RiverPawGnollCasterSkin","","","",1,"","",""
"SkinBlue","alrogSkinBlue","","",1067030938,"ntalSkinBrown","RidingDireWolfSkinDarkBlack","DireWolfSkinDarkBlackAlpha","","",1,"","",""
"kinBlue","HumanMaleCitizenLow","","",1065353216,"ntalSkinBrown","HumanThiefSkin_var1","","","",1,"","",""
"nBlue","HumanMaleCitizenLow","","",1065353216,"ntalSkinBrown","HumanThiefSkin_var3","","","",1,"","",""
"Blue","reMageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleFarmerSkin02","","","",1,"","",""
"lue","ageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleWarriorMediumSkinLight","","","",1,"","",""
"ue","ge","","",1065353216,"ntalSkinBrown","HumanFemalePeasant_BlueDress","","","",1,"","",""
"e","reMageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleFarmerSkin01","","","",1,"","",""
"","Beige","","",1065353216,"ntalSkinBrown","HumanFemaleFarmer_Browndress","","","",1,"","",""
"lrogSkinBlue","aleCitizenLow","","",1065353216,"ntalSkinBrown","HumanMaleCitizenLow","","","",1,"","",""
"gSkinBlue","inskin","","",1065353216,"ntalSkinBrown","HumanMaleKidSkinOlive","","","",1,"","",""
"inBlue","OgreMageSkin2","","",1065353216,"ntalSkinBrown","HumanFemaleWarriorMedium_SkinBronze","","","",1,"","",""
"nBlue","ige","","",1065353216,"ntalSkinBrown","HumanFemaleMerchant02","","","",1,"","",""
"Blue","eSkin2","","",1065353216,"ntalSkinBrown","HumanMaleWarriorLight_Skin02","","","",1,"","",""
"lue","eMageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleMerchant03Skin1","","","",1,"","",""
"ue","ige","","",1065353216,"ntalSkinBrown","HumanFemaleMerchant01","","","",1,"","",""
"e","inSteel","","",1065353216,"ntalSkinBrown","HorseSkinBrown","","","",1,"","",""
"BalrogWingBlue","HumanMaleCitizenLow","","",1065353216,"ntalSkinBrown","HumanThiefSkin_var6","","","",1,"","",""
"alrogWingBlue","ge","ge","",1065353216,"ntalSkinBrown","HumanFemalePeasant_BlackDress","","","",1,"","",""
"ogWingBlue","inSteel","","",1065353216,"ntalSkinBrown","HorseSkinEvil","","","",1,"","",""
"gWingBlue","inSteel","","",1065353216,"ntalSkinBrown","HorseSkinWhite","","","",1,"","",""
"WingBlue","inSteel","","",1065353216,"ntalSkinBrown","HorseSkinPalamino","","","",1,"","",""
"ingBlue","inSteel","","",1065353216,"ntalSkinBrown","HorseSkinPinto","","","",1,"","",""
"ngBlue","inSteel","","",1065353216,"ntalSkinBrown","HorseSkinBlack","","","",1,"","",""
"gBlue","2","","",1065353216,"ntalSkinBrown","BlackRockClanOrcWarriorSkin","","","",1,"","",""
"lue","greMageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleMerchant02Skin2","","","",1,"","",""
"ue","umanMaleCitizenLow","","",1065353216,"ntalSkinBrown","HumanMaleBlacksmith","","","",1,"","",""
"e","","","",1065353216,"ntalSkinBrown","BlackRockClanOrcRunnerSkin","","","",1,"","",""
"","auginskin","","",1067450368,"ntalSkinBrown","FrenzySkinBlue","","","",4294967295,"","",""
"RockElementalSkinBrown","Sahauginskin","","",1065353216,"ntalSkinBrown","DireWolfSkinDarkBlack","DireWolfSkinDarkBlackAlpha","","",1,"","",""
"ockElementalSkinBrown","alrogSkinBlue","","",1067030938,"ntalSkinBrown","RidingDireWolfSkinBrown","DireWolfSkinBrownAlpha","","",1,"","",""
"lementalSkinBrown","inskin","","",1065353216,"ntalSkinBrown","HumanMaleKidSkinPeach","","","",1,"","",""
"ementalSkinBrown","nskin","","",1065353216,"ntalSkinBrown","HumanFemaleKidfarmdress","","","",1,"","",""
"alSkinBrown","nskin","","",1065353216,"ntalSkinBrown","HumanFemaleKiddirtydress","","","",1,"","",""
"lSkinBrown","kin2","","",1065353216,"ntalSkinBrown","HumanFemaleCaster_SkinPriest","","","",1,"","",""
"nBrown","inskin","","",1065353216,"ntalSkinBrown","HumanMaleKidSkinBrown","","","",1,"","",""
"Brown","Skin2","","",1066192077,"ntalSkinBrown","HumanMaleCaster_SkinWarlock","","","",1,"","",""
"n","greMageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleMerchant02Skin1","","","",1,"","",""
"","Skin","","",1065353216,"ntalSkinBrown","GrellSkinBlanca","","","",0,"","",""
"HarvestGolemSkinBrown","fSkin","","",1064514355,"ntalSkinBrown","RedRidgeGnollWhelpSkin","","","",1,"","",""
"tGolemSkinBrown","fSkin","","",1065353216,"ntalSkinBrown","ShadowHideGnollWhelpSkin","","","",1,"","",""
"olemSkinBrown","Skin2","","",1065353216,"ntalSkinBrown","HumanMaleCaster_DefiasMage","","","",1,"","",""
"lemSkinBrown","kin2","","",1065353216,"ntalSkinBrown","HumanFemaleCaster_SkinWarlock","","","",1,"","",""
"mSkinBrown","leCitizenLow","","",1065353216,"ntalSkinBrown","","","","",1,"","",""
"kinBrown","MageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleWarriorHeavy_Skin01","","","",1,"","",""
"inBrown","enLow","","",1065353216,"ntalSkinBrown","MineSpiderSkinGreen","","","",1,"","",""
"Brown","ge","","",1065353216,"ntalSkinBrown","HumanFemalePeasant_BrownDress","","","",1,"","",""
"rown","ageSkin2","","",1065353216,"ntalSkinBrown","HumanMaleWarriorMediumSkinLight","","","",1,"","",""
"estGolemBitsBrown","mSkinDark","","",1065353216,"ntalSkinBrown","WyvernSkin01","WyvernSkin02","","",1,"","",""
"GolemBitsBrown","triderSkinTurquoise","","",1067450368,"ntalSkinBrown","TrollSkinJungleForestMelee","","","",4294967295,"","",""
"olemBitsBrown","StriderSkinTurquoise","","",1067450368,"ntalSkinBrown","TrollSkinJungleForestScout","","","",4294967295,"","",""
"lemBitsBrown","HumanMaleCitizenLow","","",1065353216,"ntalSkinBrown","HumanThiefSkin_var5","","","",1,"","",""
"emBitsBrown","ahauginskin","","",1065353216,"ntalSkinBrown","HumanMalePeasantskinblack","","","",1,"","",""
"mBitsBrown","al","","",1065353216,"ntalSkinBrown","","","","",1,"","",""
"itsBrown","n2","","",1065353216,"ntalSkinBrown","ChickenSkin","","","",0,"","",""
"rown","ahauginskin","","",1065353216,"ntalSkinBrown","HumanMalePeasantLightSkin","","","",4294967295,"","aleSkin02",""
"own","ahauginskin","","",1065353216,"ntalSkinBrown","HumanMalePeasantLightSkin","","","",1,"","",""
"wn","ahauginskin","","",1065353216,"ntalSkinBrown","HumanMalePeasantLightSkin","","","",4294967295,"","aleSkin02",""
"","MineSpiderSkinSteel","","leCitizenLow",1065353216,"ntalSkinBrown","","","","",1,"","",""
"umanMaleKidSkinPeach","llStriderSkinTurquoise","","",1067450368,"ntalSkinBrown","TrollSkinJungleBloodScalpCaster","","","",4294967295,"","",""
"anMaleKidSkinPeach","triderSkinTurquoise","","",1067450368,"ntalSkinBrown","TrollSkinJungleSplitSkullMelee","","","",4294967295,"","",""
"nMaleKidSkinPeach","llStriderSkinTurquoise","","",1065353216,"ntalSkinBrown","TrollSkinJungleSplitSkullCaster","","","",4294967295,"","",""
"leKidSkinPeach","kin","","",1065353216,"ntalSkinBrown","TigerSkinRed","","","",1,"","",""
"eKidSkinPeach","kin","","",1065353216,"ntalSkinBrown","TigerSkinBlackStriped","","","",1,"","",""
"KidSkinPeach","w","","",1065353216,"ntalSkinBrown","RaptorSkinMottledDarkGreen","","","",1,"","",""
"kinPeach","ow","","",1065353216,"ntalSkinBrown","OgreSkinGray","OgreMageSkin2Blue","","",3,"","",""
"inPeach","nBeige","","",1065353216,"ntalSkinBrown","HumanFemaleMerchant01_NoApron","","","",1,"","",""
"nPeach","TallStriderSkinTurquoise","","",1065353216,"ntalSkinBrown","RabbitSkin","","","",0,"","",""
"each","e","","",1065353216,"ntalSkinBrown","HumanFemaleWarriorHeavy_SkinLight","","","",1,"","",""
"ch","ormal","","",1065353216,"ntalSkinBrown","DragonSpawnSkinGreen","DragonSpawnBodySkinGreen","","",4294967295,"","",""
"umanFemaleKidfarmdress","SkinSteel","","",1065353216,"ntalSkinBrown","TarantulaSkinGreen","","","",1,"","",""
"manFemaleKidfarmdress","StriderSkinTurquoise","","",1065353216,"ntalSkinBrown","TrollSkinJungleSplitSkullScout","","","",4294967295,"","",""
"anFemaleKidfarmdress","inskin","","",1065353216,"ntalSkinBrown","HumanMaleKidSkinPeach","","","",1,"","",""
"emaleKidfarmdress","ahauginskin","","",1065353216,"ntalSkinBrown","HumanMalePeasantSkindark","","","",1,"","aleSkin02",""
"maleKidfarmdress","quoise","","",1065353216,"ntalSkinBrown","CrabSkinBronze","","","",0,"","",""
"leKidfarmdress","nskin","","",1065353216,"ntalSkinBrown","HumanFemaleKidcitydress","","","",1,"","",""
"Kidfarmdress","nLow","","",1065353216,"ntalSkinBrown","SahauginskinGray","","","",1,"","",""
"idfarmdress","rSkinTurquoise","","",1065353216,"ntalSkinBrown","DeerSkin","","","",1,"","",""
"dfarmdress","urquoise","","",1065353216,"ntalSkinBrown","DreadLordSkin","DreadLordWingSkin","","",1,"","",""
"rmdress","inTurquoise","","",1065353216,"ntalSkinBrown","PirateCaptain01","","","",1,"","",""
"mdress","rquoise","","",1065353216,"ntalSkinBrown","GnomeSkin","","","",1,"","",""
"ess","fSkin","","",1065353216,"ntalSkinBrown","MossHideGnollWhelpSkin","","","",1,"","",""
"","skin","","",1065353216,"ntalSkinBrown","SlimeSkinGreen","","","",1,"","",""
"umanMalePeasantLightSkin","skin","","",1065353216,"ntalSkinBrown","SlimeSkinBlackpudding","","","",1,"","",""
"nMalePeasantLightSkin","ormal","","",1065353216,"ntalSkinBrown","DragonSpawnSkinRed","DragonSpawnBodySkinRed","","",4294967295,"","",""
"alePeasantLightSkin","itizenLow","itizenLow","",1062836634,"ntalSkinBrown","koboldskinNormal","","","",0,"","",""
"lePeasantLightSkin","SkinSteel","","",1057803469,"ntalSkinBrown","TarantulaSkinOrange","","","",1,"","",""
"ePeasantLightSkin","l","","",1062836634,"ntalSkinBrown","HarvestGolemSkinBrown","HarvestGolemBitsBrown","","",4294967295,"","",""
"PeasantLightSkin","enLow","","",1057803469,"ntalSkinBrown","MineSpiderSkinSteel","","","",1,"","",""
"easantLightSkin","nLow","","",1061997773,"ntalSkinBrown","Sahauginskin","","","",1,"","",""
"asantLightSkin","el","","",1067869798,"ntalSkinBrown","SkeletonSkin","","","",1,"","",""
"santLightSkin","itizenLow","itizenLow","",1069547520,"ntalSkinBrown","koboldskinAlbino","","","",4294967295,"","",""
"antLightSkin","kinNormal","","",1059481190,"ntalSkinBrown","WolfSkinTimber","WolfSkinTimberAlpha","","",1,"","",""
"ntLightSkin","itizenLow","itizenLow","",1066611507,"ntalSkinBrown","koboldskinNormal","","","",4294967295,"","",""
"tLightSkin","fSkin","","",1065353216,"ntalSkinBrown","RiverPawGnollWhelpSkin","","","",4294967295,"","",""
"LightSkin","","","",1065353216,"ntalSkinBrown","HumanFemaleWarriorLight_Skin01","","","",1,"","",""
"ightSkin","erSkinTurquoise","","",1067869798,"ntalSkinBrown","RiverPawGnollFighterSkin","","","",4294967295,"","",""
"ghtSkin","nSteel","","",1058642330,"ntalSkinBrown","BoarSkinBrown","","","",0,"","",""
"htSkin","l","","",1066192077,"ntalSkinBrown","HarvestGolemSkinGrey","HarvestGolemBitsGrey","","",1,"","",""
"tSkin","l","","",1066611507,"ntalSkinBrown","HarvestGolemSkinBrown","HarvestGolemBitsBrown","","",1,"","",""
"Skin","kinNormal","","",1062836634,"ntalSkinBrown","WolfSkinTimber","WolfSkinTimberAlpha","","",1,"","",""
"kin","nSteel","","",1061158912,"ntalSkinBrown","BoarSkinBlue","","","",4294967295,"","",""
"in","SkinSteel","","",1053609165,"ntalSkinBrown","TarantulaSkinOrange","","","",1,"","",""
"n","fSkin","","",1066611507,"ntalSkinBrown","RiverPawGnollWhelpSkin","","","",4294967295,"","",""
"","erSkinTurquoise","","",1066611507,"ntalSkinBrown","RiverPawGnollFighterSkin","","","",1,"","",""
"HumanMalePeasantLogs","nLow","","",1063675494,"ntalSkinBrown","Sahauginskin","","","",1,"","",""
"umanMalePeasantLogs","nLow","","",1071644672,"ntalSkinBrown","Sahauginskin","","","",1,"","",""
"manMalePeasantLogs","ThiefSkin","","",1062836634,"ntalSkinBrown","DragonWhelpSkinBlack","","","",4294967295,"","",""
"anMalePeasantLogs","erSkinSteel","","",1067869798,"ntalSkinBrown","CarrionBirdSkin","CarrionBirdWing","","",4294967295,"","",""
"nMalePeasantLogs","nSteel","","",1061158912,"ntalSkinBrown","BoarSkinIvory","","","",4294967295,"","",""
"MalePeasantLogs","manMaleCitizenLow","","",1056964608,"ntalSkinBrown","","","","",1,"","",""
"alePeasantLogs","nLow","","",1073741824,"ntalSkinBrown","SahauginskinBlue","","","",1,"","",""
"santLogs","ThiefSkin","","",1069547520,"ntalSkinBrown","DragonWhelpSkinBlack","","","",4294967295,"","",""
"ntLogs","ThiefSkin","","",1074790400,"ntalSkinBrown","DragonWhelpSkinBlack","","","",4294967295,"","",""
