# fields=2 strings=0,1
"e\Icons\Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Shadow_Charm"
"\Icons\Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Nature_GuardianWard"
"Icons\Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Holy_Restoration"
"cons\Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Holy_DispelMagic"
"ons\Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Shadow_SpectralSight"
"ns\Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Shadow_FingerOfDeath"
"s\Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Shadow_MindRot"
"\Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Holy_Invulnerable"
"Spell_Nature_NaturesBlessing","Interface\Icons\Spell_Holy_LayOnHands"
"pell_Nature_NaturesBlessing","Interface\Icons\Spell_Holy_SealOfValor"
"ell_Nature_NaturesBlessing","Interface\Icons\Spell_Holy_DivineIntervention"
"ll_Nature_NaturesBlessing","Interface\Icons\Spell_Nature_Polymorph"
"l_Nature_NaturesBlessing","Interface\Icons\Ability_Whirlwind"
"_Nature_NaturesBlessing","Interface\Icons\Ability_Racial_Avatar"
"Nature_NaturesBlessing","Interface\Icons\Ability_UpgradeMoonGlaive"
"ature_NaturesBlessing","Interface\Icons\Ability_Racial_BloodRage"
"ture_NaturesBlessing","Interface\Icons\Spell_Shadow_Teleport"
"ure_NaturesBlessing","Interface\Icons\Spell_Shadow_DeathCoil"
"re_NaturesBlessing","Interface\Icons\Spell_Shadow_RagingScream"
"e_NaturesBlessing","Interface\Icons\Spell_Shadow_Metamorphosis"
"_NaturesBlessing","Interface\Icons\Spell_Shadow_AuraOfDarkness"
"NaturesBlessing","Interface\Icons\Spell_Shadow_SoulGem"
"aturesBlessing","Interface\Icons\Spell_Shadow_UnholyStrength"
"turesBlessing","Interface\Icons\Spell_Frost_SummonWaterElemental"
"uresBlessing","Interface\Icons\Spell_Shadow_UnholyFrenzy"
"resBlessing","Interface\Icons\Spell_Shadow_Cripple"
"esBlessing","Interface\Icons\Spell_Shadow_PlagueCloud"
"sBlessing","Interface\Icons\Spell_Shadow_Possession"
"Blessing","Interface\Icons\Spell_Shadow_AntiMagicShell"
"lessing","Interface\Icons\Spell_Nature_Tranquility"
"essing","Interface\Icons\Spell_Frost_WindWalkOn"
"ssing","Interface\Icons\Ability_Smash"
"sing","Interface\Icons\Ability_Ambush"
"ing","Interface\Icons\Spell_Holy_Heal"
"ng","Interface\Icons\Ability_SearingArrow"
"g","Interface\Icons\Spell_Nature_MoonKey"
"","Interface\Icons\Ability_Racial_BearForm"
"Interface\Icons\Spell_Fire_Fire","Interface\Icons\Ability_GhoulFrenzy"
"nterface\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Nature_FaerieFire"
"terface\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Nature_SlowPoison"
"erface\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Nature_ForceOfNature"
"rface\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Nature_RavenForm"
"face\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Shadow_Haunting"
"ace\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Shadow_ShadowPact"
"ce\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Nature_Swiftness"
"e\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Shadow_CarrionSwarm"
"\Icons\Spell_Fire_Fire","Interface\Icons\Spell_Nature_WispHeal"
"Icons\Spell_Fire_Fire","Interface\Icons\Spell_Shadow_DeathAndDecay"
"cons\Spell_Fire_Fire","Interface\Icons\Spell_Frost_FrostArmor"
"ons\Spell_Fire_Fire","Interface\Icons\Spell_Totem_WardOfDraining"
"ns\Spell_Fire_Fire","Interface\Icons\Spell_Holy_Resurrection"
"s\Spell_Fire_Fire","Interface\Icons\Spell_Nature_WispSplode"
"\Spell_Fire_Fire","Interface\Icons\Spell_Nature_Regeneration"
"Spell_Fire_Fire","Interface\Icons\Spell_Nature_ResistMagic"
"pell_Fire_Fire","Interface\Icons\Spell_Holy_MagicalSentry"
"ell_Fire_Fire","Interface\Icons\Ability_Marksmanship"
"ll_Fire_Fire","Interface\Icons\Ability_TheBlackArrow"
"l_Fire_Fire","Interface\Icons\Ability_TrueShot"
"_Fire_Fire","Interface\Icons\Ability_WarStomp"
"Fire_Fire","Interface\Icons\Spell_Shadow_RitualOfSacrifice"
"ire_Fire","Interface\Icons\Ability_Racial_ShadowMeld"
"re_Fire","Interface\Icons\Ability_GolemStormBolt"
"e_Fire","Interface\Icons\Spell_Frost_WizardMark"
"_Fire","Interface\Icons\Spell_Shadow_DeathScream"
"Fire","Interface\Icons\Spell_Shadow_EvilEye"
"ire","Interface\Icons\Spell_Fire_Flare"
"re","Interface\Icons\Spell_Shadow_MindBomb"
"e","Interface\Icons\Ability_CriticalStrike"
"","Interface\Icons\Spell_Nature_EnchantArmor"
"Interface\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_SealOfKings"
"nterface\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Nature_CallStorm"
"terface\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Frost_IceClaw"
"erface\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Frost_Wisp"
"rface\Icons\Spell_Fire_Fireball","Interface\Icons\Frostbolt_test"
"face\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Frost_ManaBurn"
"ace\Icons\Spell_Fire_Fireball","Interface\Icons\Ability_Racial_Cannibalize"
"ce\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_VampiricAura"
"e\Icons\Spell_Fire_Fireball","Interface\Icons\Ability_GolemThunderClap"
"\Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Nature_Regenerate"
"Icons\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_UnsummonBuilding"
"cons\Spell_Fire_Fireball","Interface\Icons\Ability_SteelMelee"
"ons\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_Requiem"
"ns\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_LifeDrain"
"s\Spell_Fire_Fireball","Interface\Icons\Spell_Shadow_DarkRitual"
"\Spell_Fire_Fireball","Interface\Icons\Spell_Nature_Drowsy"
"Spell_Fire_Fireball","Interface\Icons\Spell_Holy_SearingLight"
"pell_Fire_Fireball","Interface\Icons\Ability_Hibernation"
"ell_Fire_Fireball","Interface\Icons\Spell_Holy_Excorcism"
"ll_Fire_Fireball","Interface\Icons\Spell_Holy_Retribution"
"l_Fire_Fireball","Interface\Icons\Spell_Shadow_CorpseExplode"
"_Fire_Fireball","Interface\Icons\Ability_TownWatch"
"Fire_Fireball","Interface\Icons\Ability_Repair"
"ire_Fireball","Interface\Icons\Ability_PoisonSting"
"re_Fireball","Interface\Icons\Spell_Shadow_Twilight"
"e_Fireball","Interface\Icons\Spell_Nature_ChainLightning"
"_Fireball","Interface\Icons\Ability_Devour"
"Fireball","Interface\Icons\Spell_Holy_Dizzy"
"ireball","Interface\Icons\Spell_Nature_NaturesWrath"
"reball","Interface\Icons\Spell_Shadow_DeathPact"
"eball","Interface\Icons\Spell_Shadow_DarkSummoning"
"ball","Interface\Icons\Ability_Spy"
"all","Interface\Icons\Spell_Ice_MagicDamage"
"ll","Interface\Icons\Spell_Shadow_GatherShadows"
"l","Interface\Icons\Spell_Nature_EarthBind"
"","Interface\Icons\Spell_Shadow_GhostKey"
"Interface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_Frostbolt"
"nterface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Holy_AshesToAshes"
"terface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Shadow_ShadowWard"
"erface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Ability_Tracking"
"rface\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_ChainsOfIce"
"face\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_FrostArmor02"
"ace\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_ChillingArmor"
"ce\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Fire_FireBolt02"
"e\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Fire_Fireball02"
"\Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Fire_FlameBolt"
"Icons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_FrostBlast"
"cons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_ChillingBlast"
"ons\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_FrostBolt02"
"ns\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_ChillingBolt"
"s\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Misc_Food_08"
"\Spell_Nature_MagicImmunity","Interface\Icons\Spell_Misc_ConjureManaJewel"
"Spell_Nature_MagicImmunity","Interface\Icons\Spell_Fire_SunKey"
"pell_Nature_MagicImmunity","Interface\Icons\Spell_Frost_FrostNova"
"ell_Nature_MagicImmunity","Interface\Icons\Spell_Nature_NullifyPoison"
"ll_Nature_MagicImmunity","Interface\Icons\Spell_Nature_RemoveCurse"
"l_Nature_MagicImmunity","Interface\Icons\Spell_Nature_RemoveDisease"
"_Nature_MagicImmunity","Interface\Icons\Spell_Nature_ResistNature"
"Nature_MagicImmunity","Interface\Icons\Spell_Nature_SpiritArmor"
"ature_MagicImmunity","Interface\Icons\Spell_Nature_ThunderClap"
"ture_MagicImmunity","Interface\Icons\Spell_Nature_UndyingStrength"
"ure_MagicImmunity","Interface\Icons\Ability_Physical_Taunt"
"re_MagicImmunity","Interface\Icons\Racial_Dwarf_FindTreasure"
"e_MagicImmunity","Interface\Icons\Spell_Holy_HarmUndeadAura"
"_MagicImmunity","Interface\Icons\Spell_Holy_RetributionAura"
"MagicImmunity","Interface\Icons\Spell_Holy_RighteousFury"
"agicImmunity","Interface\Icons\Spell_Holy_RighteousnessAura"
"gicImmunity","Interface\Icons\Spell_Shadow_AntiShadow"
"icImmunity","Interface\Icons\Spell_Shadow_BurningSpirit"
"cImmunity","Interface\Icons\Spell_Shadow_DetectLesserInvisibility"
"Immunity","Interface\Icons\Spell_Shadow_DetectInvisibility"
"mmunity","Interface\Icons\Spell_Shadow_ImpPhaseShift"
"munity","Interface\Icons\Spell_Shadow_ManaBurn"
"unity","Interface\Icons\Spell_Shadow_ShadowBolt"
"nity","Interface\Icons\Spell_Shadow_SummonFelHunter"
"ity","Interface\Icons\Spell_Shadow_SummonImp"
"ty","Interface\Icons\Spell_Shadow_SummonSuccubus"
"y","Interface\Icons\Spell_Shadow_SummonVoidWalker"
"","Interface\Icons\Ability_ImpalingBolt"
"Interface\Icons\Spell_Frost_Frost","Interface\Icons\Ability_PierceDamage"
"nterface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Nature_Cyclone"
"terface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Shadow_AnimateDead"
"erface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Shadow_NightOfTheDead"
"rface\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Orc_Omniscience"
"face\Icons\Spell_Frost_Frost","Spells\Icon\Spell_Fire_Fire"
"ace\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Nature_StarFall"
"ce\Icons\Spell_Frost_Frost","Interface\Icons\INV_Potion_19"
"e\Icons\Spell_Frost_Frost","Interface\Icons\INV_Misc_Bag_11"
"\Icons\Spell_Frost_Frost","Interface\Icons\Spell_Shadow_GrimWard"
"Icons\Spell_Frost_Frost","Interface\Icons\Spell_Nature_MirrorImage"
"cons\Spell_Frost_Frost","Interface\Icons\INV_Boots_03"
"ons\Spell_Frost_Frost","Interface\Icons\INV_Misc_Food_24"
"ns\Spell_Frost_Frost","Interface\Icons\Spell_Holy_Silence"
"s\Spell_Frost_Frost","Interface\Icons\Spell_Shadow_Fumble"
"\Spell_Frost_Frost","Interface\Icons\Spell_Shadow_ShadowWordPain"
"Spell_Frost_Frost","Interface\Icons\Spell_Shadow_ShadowWordDominate"
"pell_Frost_Frost","Interface\Icons\Spell_Holy_RemoveCurse"
"ell_Frost_Frost","Interface\Icons\Spell_Holy_HolySmite"
"ll_Frost_Frost","Interface\Icons\Spell_Holy_BlessingOfStamina"
"l_Frost_Frost","Interface\Icons\Spell_Holy_BlessingOfStrength"
"_Frost_Frost","Interface\Icons\Spell_Holy_BlessingOfAgility"
"Frost_Frost","Interface\Icons\Spell_Holy_GreaterHeal"
"rost_Frost","Interface\Icons\Spell_Holy_FlashHeal"
"ost_Frost","Interface\Icons\Ability_BackStab"
"st_Frost","Interface\Icons\Ability_CheapShot"
"t_Frost","Interface\Icons\Ability_Gouge"
"_Frost","Interface\Icons\Ability_Kick"
"Frost","Interface\Icons\Ability_Poisons"
"rost","Interface\Icons\INV_Potion_12"
"ost","Interface\Icons\Ability_Sap"
"st","Interface\Icons\Ability_Stealth"
"t","Interface\Icons\Ability_Throw"
"","Interface\Icons\Ability_Vanish"
"Interface\Icons\Spell_Frost_Stun","Interface\Icons\Ability_Hunter_AimedShot"
"nterface\Icons\Spell_Frost_Stun","Interface\Icons\Ability_Hunter_BeastSooth"
"terface\Icons\Spell_Frost_Stun","Interface\Icons\Ability_Hunter_BeastTaming"
"erface\Icons\Spell_Frost_Stun","Interface\Icons\Ability_Hunter_CriticalShot"
"rface\Icons\Spell_Frost_Stun","Interface\Icons\Ability_Hunter_SwiftStrike"
"face\Icons\Spell_Frost_Stun","Interface\Icons\INV_Misc_Food_08"
"ace\Icons\Spell_Frost_Stun","Interface\Icons\INV_Misc_Food_12"
"ce\Icons\Spell_Frost_Stun","Interface\Icons\INV_Misc_Food_11"
"e\Icons\Spell_Frost_Stun","Interface\Icons\Ability_Druid_Maul"
"\Icons\Spell_Frost_Stun","Interface\Icons\Ability_Druid_Rake"
"Icons\Spell_Frost_Stun","Interface\Icons\Spell_Nature_AbolishMagic"
"cons\Spell_Frost_Stun","Interface\Icons\Spell_Nature_NullifyDisease"
"ons\Spell_Frost_Stun","Interface\Icons\Spell_Nature_NullifyPoison_02"
"ns\Spell_Frost_Stun","Interface\Icons\Spell_Nature_ProtectionformNature"
"s\Spell_Frost_Stun","Interface\Icons\Ability_Hunter_MendPet"
"\Spell_Frost_Stun","Interface\Icons\INV_Misc_Ale_01"
"Spell_Frost_Stun","Interface\Icons\INV_Weapon_Crossbow_01"
"pell_Frost_Stun","Interface\Icons\INV_Ore_Tin_01"
"ell_Frost_Stun","Interface\Icons\INV_Misc_Birdbeck_02"
"ll_Frost_Stun","Interface\Icons\Spell_Nature_Web"
"l_Frost_Stun","Interface\Icons\INV_Misc_EmptyFlask_01"
"_Frost_Stun","Interface\Icons\INV_Musket_03"
"Frost_Stun","Interface\Icons\INV_Musket_04"
"rost_Stun","Interface\Icons\Ability_Warrior_DefensiveStance"
"ost_Stun","Interface\Icons\Ability_Warrior_Cleave"
"st_Stun","Interface\Icons\Ability_Warrior_Challange"
"t_Stun","Interface\Icons\Ability_Warrior_OffensiveStance"
"_Stun","Interface\Icons\Ability_Warrior_ShieldBash"
"Stun","Interface\Icons\Ability_Warrior_ShieldWall"
"tun","Interface\Icons\Ability_Warrior_WarCry"
"un","Interface\Icons\INV_Misc_Gem_Stone_01"
"n","Interface\Icons\INV_Stone_04"
"","Interface\Icons\Spell_Frost_IceStorm"
"Interface\Icons\Spell_Fire_FireArmor","Interface\Icons\INV_Staff_08"
"nterface\Icons\Spell_Fire_FireArmor","Interface\Icons\INV_Misc_Orb_03"
"terface\Icons\Spell_Fire_FireArmor","Interface\Icons\INV_Ammo_Arrow_02"
"erface\Icons\Spell_Fire_FireArmor","Interface\Icons\INV_Misc_Bowl_01"
"rface\Icons\Spell_Fire_FireArmor","Interface\Icons\INV_ThrowingKnife_03"
"face\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_DevotionAura"
"ace\Icons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_Excorcism_02"
"ce\Icons\Spell_Fire_FireArmor","Interface\Icons\INV_Misc_Head_Tiger_01"
"e\Icons\Spell_Fire_FireArmor","Interface\Icons\INV_Wand_01"
"\Icons\Spell_Fire_FireArmor","Interface\Icons\INV_Wand_02"
"Icons\Spell_Fire_FireArmor","Interface\Icons\INV_Staff_03"
"cons\Spell_Fire_FireArmor","Interface\Icons\INV_Chest_Plate02"
"ons\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_FistOfJustice"
"ns\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_HealingAura"
"s\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_Purify"
"\Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfFury"
"Spell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfMight"
"pell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfProtection"
"ell_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfRighteousness"
"ll_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfSalvation"
"l_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfWisdom"
"_Fire_FireArmor","Interface\Icons\Spell_Holy_SealOfWrath"
"Fire_FireArmor","Interface\Icons\Spell_Holy_SenseUndead"
"ire_FireArmor","Interface\Icons\Spell_Holy_TurnUndead"
"re_FireArmor","Interface\Icons\Spell_Nature_Sentinal"
"e_FireArmor","Interface\Icons\INV_Misc_MonsterFang_01"
"_FireArmor","Interface\Icons\Spell_Nature_UnyeildingStamina"
"FireArmor","Interface\Icons\Spell_Shadow_AbominationExplosion"
"ireArmor","Interface\Icons\INV_Gauntlets_05"
"reArmor","Interface\Icons\INV_Jewelry_Talisman_01"
"eArmor","Interface\Icons\Spell_Holy_PrayerOfHealing"
"Armor","Interface\Icons\Spell_Magic_PolymorphPig"
"rmor","Interface\Icons\Spell_Magic_PolymorphChicken"
"mor","Interface\Icons\INV_Scroll_02"
"or","Interface\Icons\Spell_Lightning_LightningBolt01"
"r","Interface\Icons\Spell_Holy_Renew"
"","Interface\Icons\INV_Mace_12"
"Interface\Icons\Spell_Frost_IceShock","Interface\Icons\INV_Misc_LeatherScrap_08"
"nterface\Icons\Spell_Frost_IceShock","Interface\Icons\INV_Fabric_Silk_02"
"terface\Icons\Spell_Frost_IceShock","Interface\Icons\INV_Misc_Wrench_02"
"erface\Icons\Spell_Frost_IceShock","Interface\Icons\INV_Misc_ArmorKit_17"
"rface\Icons\Spell_Frost_IceShock","Interface\Icons\INV_Potion_14"
"face\Icons\Spell_Frost_IceShock","Interface\Icons\INV_Axe_04"
"ace\Icons\Spell_Frost_IceShock","Interface\Icons\Spell_Holy_HolyProtection"
"ce\Icons\Spell_Frost_IceShock","Interface\Icons\Spell_Holy_NullifyDisease"
"e\Icons\Spell_Frost_IceShock","Interface\Icons\Spell_Magic_LesserInvisibilty"
"\Icons\Spell_Frost_IceShock","Interface\Icons\Spell_Magic_MageArmor"
"Icons\Spell_Frost_IceShock","Interface\Icons\Trade_Engineering"
"cons\Spell_Frost_IceShock","Interface\Icons\Spell_Nature_AgitatingTotem"
"ons\Spell_Frost_IceShock","Interface\Icons\Trade_BlackSmithing"
"ns\Spell_Frost_IceShock","Interface\Icons\Trade_Mining"
"s\Spell_Frost_IceShock","Interface\Icons\Spell_Nature_InvisibilityTotem"
"\Spell_Frost_IceShock","Interface\Icons\Spell_Nature_ManaRegenTotem"
"Spell_Frost_IceShock","Interface\Icons\Trade_Alchemy"
"pell_Frost_IceShock","Interface\Icons\Spell_Nature_SlowingTotem"
"ell_Frost_IceShock","Interface\Icons\Trade_Tailoring"
"ll_Frost_IceShock","Interface\Icons\Trade_BrewPoison"
"l_Frost_IceShock","Interface\Icons\INV_Misc_Key_04"
"_Frost_IceShock","Interface\Icons\INV_Misc_Gem_Sapphire_01"
"Frost_IceShock","Interface\Icons\Trade_Herbalism"
"rost_IceShock","Interface\Icons\Trade_LeatherWorking"
"ost_IceShock","Interface\Icons\INV_Misc_Shell_03"
"st_IceShock","Interface\Icons\INV_Potion_01"
"t_IceShock","Interface\Icons\INV_Misc_Shell_02"
"_IceShock","Interface\Icons\INV_Misc_Dust_02"
"IceShock","Interface\Icons\INV_Misc_Ammo_Gunpowder_02"
"ceShock","Interface\Icons\INV_Orb_Arcanite_01"
"eShock","Interface\Icons\INV_Misc_Gear_01"
"Shock","Interface\Icons\INV_Cask_01"
"hock","Interface\Icons\INV_Misc_Bomb_05"
"ock","Interface\Icons\INV_Misc_StoneTablet_04"
"ck","Interface\Icons\INV_Scroll_05"
"k","Interface\Icons\INV_Misc_Fork&Knife"
"","Interface\Icons\INV_Misc_EmptyFlask_02"
"Interface\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Flask_02"
"nterface\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Flask_05"
"terface\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Wine_01"
"erface\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Misc_Cape_18"
"rface\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Weapon_Bow_05"
"face\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Weapon_Halberd_06"
"ace\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Axe_09"
"ce\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Mace_01"
"e\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Sword_04"
"\Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Sword_06"
"Icons\Spell_Fire_FireBolt","Interface\Icons\INV_Spear_05"
"cons\Spell_Fire_FireBolt","Interface\Icons\INV_Axe_17"
"ons\Spell_Fire_FireBolt","Interface\Icons\INV_Gauntlets_06"
"ns\Spell_Fire_FireBolt","Interface\Icons\INV_Misc_Pipe_01"
"s\Spell_Fire_FireBolt","Interface\Icons\INV_Misc_Food_09"
"lt","Interface\Icons\INV_Weapon_Rifle_01"
"pell_Nature_LightningShield","Interface\Icons\INV_Shield_05"
"gShield","Interface\Icons\INV_Banner_03"
"Shield","Interface\Icons\INV_ThrowingKnife_05"
"hield","Interface\Icons\INV_Mace_04"
"ield","Interface\Icons\INV_Weapon_Bow_02"
"eld","Interface\Icons\INV_Axe_13"
"ld","Interface\Icons\INV_Sword_26"
"d","Interface\Icons\INV_Hammer_03"
"","Interface\Icons\INV_Shield_04"
"Interface\Icons\Spell_Nature_StrangleVines","Interface\Icons\INV_Axe_16"
"nterface\Icons\Spell_Nature_StrangleVines","Interface\Icons\INV_Stone_01"
"terface\Icons\Spell_Nature_StrangleVines","Interface\Icons\INV_Axe_11"
"erface\Icons\Spell_Nature_StrangleVines","Interface\Icons\INV_Chest_Plate01"
"ons\Spell_Nature_StrangleVines","Interface\Icons\Spell_Holy_BlessingOfProtection"
"ns\Spell_Nature_StrangleVines","Interface\Icons\Ability_Hunter_BeastSoothe"
"s\Spell_Nature_StrangleVines","Interface\Icons\Ability_Hunter_BeastCall"
