# fields=6
266,9,0,13,11,0
267,9,1,0,2,0
268,9,1,1,4,0
269,9,1,2,5,0
270,9,1,3,6,0
271,9,1,4,7,0
272,9,1,5,8,0
273,9,1,6,9,0
274,9,1,7,10,0
275,9,1,8,11,0
276,9,1,9,12,0
277,9,1,10,13,0
278,9,1,11,14,0
279,9,1,12,15,0
280,9,1,13,16,0
281,9,1,14,17,0
282,9,1,15,18,0
283,9,1,16,3,0
284,10,0,0,2,0
285,10,0,2,4,0
286,10,0,1,3,0
287,10,0,3,5,0
288,10,0,4,6,0
289,10,0,5,7,0
290,10,0,6,8,0
291,10,0,7,9,0
292,10,0,8,10,0
293,10,0,9,11,0
294,10,0,10,12,0
295,10,0,11,13,0
296,10,0,12,14,0
297,10,0,13,15,0
298,10,0,14,16,0
299,10,0,15,17,0
300,10,1,0,2,0
301,10,1,1,3,0
302,10,1,2,4,0
303,10,1,3,5,0
304,10,1,4,6,0
305,10,1,5,7,0
306,10,1,6,8,0
307,10,1,7,9,0
308,10,1,8,10,0
309,10,1,9,11,0
310,10,1,10,12,0
311,10,1,11,13,0
312,10,1,12,14,0
313,10,1,13,15,0
314,10,1,14,16,0
315,10,1,15,17,0
316,10,1,16,18,0
317,10,1,17,19,0
318,10,1,18,20,0
319,10,1,19,21,0
