# fields=22 strings=0,3,12,21
"Two-Handed Swords",9,0,"Survival",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"nded Swords",9,0,"Horse Riding",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"ded Swords",9,0,"Wolf Riding",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"ed Swords",9,0,"Tiger Riding",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
" Swords",9,0,"Ram Riding",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"ords",9,0,"Swimming",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"Holy",6,0,"Two-Handed Maces",0,0,0,0,0,0,0,8323198,"Higher weapon skill increases your chance to hit.",0,0,0,0,0,0,0,4128894,"Frost"
"ly",6,0,"Unarmed",0,0,0,0,0,0,0,8323199,"Higher skill increases your chance to hit.",0,0,0,0,0,0,0,4128894,"Frost"
"y",7,0,"Marksmanship",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,""
"",11,0,"Blacksmithing",0,0,0,0,0,0,0,8323198,"Higher smithing skill allows you to learn higher level smithing plans.  Blacksmithing plans can be found on trainers around the world as well as from quests and monsters.",0,0,0,0,0,0,0,4128894,"age: Dwarven"
"Shadow Magic",11,0,"Leatherworking",0,0,0,0,0,0,0,8323198,"Higher leatherworking skill allows you to learn higher level leatherworking patterns.  Leatherworking patterns can be found on trainers around the world as well as from quests and monsters.",0,0,0,0,0,0,0,4128894,"n"
" Magic",11,0,"Alchemy",0,0,0,0,0,0,0,8323198,"Higher alchemy skill allows you to learn higher level alchemy recipes.  Alchemy recipes can be found on trainers around the world as well as from quests and monsters.",0,0,0,0,0,0,0,4128894,"Frost"
"Magic",6,0,"Two-Handed Axes",0,0,0,0,0,0,0,8323198,"Higher weapon skill increases your chance to hit.",0,0,0,0,0,0,0,4128894,"Frost"
"agic",6,0,"Daggers",0,0,0,0,0,0,0,8323199,"Higher weapon skill increases your chance to hit.",0,0,0,0,0,0,0,4128894,"Frost"
"c",6,0,"Thrown",0,0,0,0,0,0,0,8323198,"Higher weapon skill increases your chance to hit.",0,0,0,0,0,0,0,4128894,"Frost"
"nse",11,0,"Herbalism",0,0,0,0,0,0,0,8323198,"Higher herbalism skill allows you to harvest more difficult herbs around the world.  If you cannot harvest a specific herb, then increase your skill by harvesting easier to gather herbs in lower level areas.",0,0,0,0,0,0,0,4128894,"Frost"
"se",12,0,"GENERIC (DND)",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"e",7,0,"Retribution",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"found on trainers around the world as well as from quests and as drops from monsters."
"",9,0,"Cooking",0,0,0,0,0,0,0,8323198,"Higher cooking skill allows you to learn higher level cooking recipes.  Recipes can be found on trainers around the world as well as from quests and as drops from monsters.",0,0,0,0,0,0,0,4128894,"Frost"
"Higher defense makes you harder to hit and makes monsters less likely to land a crushing blow.",11,0,"Mining",0,0,0,0,0,0,0,8323198,"Higher mining skill allows you to harvest more difficult minerals nodes around the world.  If you cannot harvest a specific mineral, then increase your skill by mining easier to mine minerals in lower level areas.",0,0,0,0,0,0,0,4128894,"Frost"
"gher defense makes you harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Imp",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"her defense makes you harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Felhunter",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"nse makes you harder to hit and makes monsters less likely to land a crushing blow.",11,0,"Tailoring",0,0,0,0,0,0,0,8323198,"Higher tailoring skill allows you to learn higher level tailoring patterns.  Tailoring patterns can be found on trainers around the world as well as from quests and monsters.",0,0,0,0,0,0,0,4128894,"Frost"
"akes you harder to hit and makes monsters less likely to land a crushing blow.",11,0,"Engineering",0,0,0,0,0,0,0,8323198,"Higher engineering skill allows you to learn higher level engineering schematics.  Schematics can be found on trainers around the world as well as from quests and monsters.",0,0,0,0,0,0,0,4128894,"Frost"
"kes you harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Spider",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"es you harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Voidwalker",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"s you harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Succubus",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
" you harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Infernal",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"you harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Doomguard",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"ou harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Wolf",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"u harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Cat",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
" harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Bear",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"harder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Boar",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"arder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Crocilisk",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"rder to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Carrion Bird",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"der to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Crab",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"er to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Gorilla",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
" to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Raptor",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"to hit and makes monsters less likely to land a crushing blow.",7,0,"Pet - Tallstrider",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
" hit and makes monsters less likely to land a crushing blow.",9,0,"Racial - Undead",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"nd makes monsters less likely to land a crushing blow.",6,0,"Crossbows",0,0,0,0,0,0,0,8323198,"Higher weapon skill increases your chance to hit.",0,0,0,0,0,0,0,4128894,"Frost"
" makes monsters less likely to land a crushing blow.",6,0,"Wands",0,0,0,0,0,0,0,8323198,"Higher weapon skill increases your chance to hit.",0,0,0,0,0,0,0,4128894,"Frost"
"makes monsters less likely to land a crushing blow.",6,0,"Polearms",0,0,0,0,0,0,0,8323198,"Higher weapon skill increases your chance to hit.",0,0,0,0,0,0,0,4128894,"Frost"
"onsters less likely to land a crushing blow.",7,0,"Pet - Scorpid",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"nsters less likely to land a crushing blow.",7,0,"Arcane",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"y"
"kely to land a crushing blow.",7,0,"Pet - Turtle",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"ly to land a crushing blow.",7,0,"Assassination",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"d abilities.  First aid abilities can be found on trainers around the world as well as from quests and as drops from monsters."
"to land a crushing blow.",7,0,"Fury",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"on trainers around the world as well as from quests and as drops from monsters."
"o land a crushing blow.",7,0,"Protection",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"low."
"nd a crushing blow.",7,0,"Beast Training",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"rushing blow.",7,0,"Protection",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Common"
"hing blow.",7,0,"Pet - Generic",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"mmon",8,0,"Plate Mail",0,0,0,0,0,0,0,8323198,"Allows the wearing of plate armor.",0,0,0,0,0,0,0,4128894,"Frost"
"Language: Orcish",10,0,"Language: Gnomish",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"nguage: Orcish",10,0,"Language: Troll",0,0,0,0,0,0,0,8323198,"",0,0,0,0,0,0,0,4128892,"Frost"
"guage: Dwarven",11,0,"Enchanting",0,0,0,0,0,0,0,8323198,"Higher enchanting skill allows you to learn more powerful formulae.  Formulae can be found on trainers around the world as well as from quests and monsters.",0,0,0,0,0,0,0,4128894,"Frost"
"ge: Darnassian",7,0,"Demonology",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"to hit."
"e: Darnassian",7,0,"Affliction",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"e to hit."
": Darnassian",9,0,"Fishing",0,0,0,0,0,0,0,8323198,"Higher fishing skill increases your chance of catching fish in bodies of water around the world.  If you are having trouble catching fish in a given area, move to a lower level area or purchase a fishing lure and try again.",0,0,0,0,0,0,0,4128894,"Frost"
"uage: Taurahe",7,0,"Enhancement",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"mbat"
"age: Taurahe",7,0,"Restoration",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"rms"
"ge: Taurahe",7,0,"Elemental Combat",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"skill increases your chance to hit."
"ield",11,0,"Skinning",0,0,0,0,0,0,0,4128894,"Higher skinning skill allows you to skin hides from higher level monsters around the world.    Once your skill is above 100, you can divide your skill by 5 to determine the highest level of monster you can skin.",0,0,0,0,0,0,0,4128894,"Frost"
"rc Racial",8,0,"Mail",0,0,0,0,0,0,0,4128894,"Allows the wearing of mail armor.",0,0,0,0,0,0,0,4128894,"Frost"
"c Racial",8,0,"Leather",0,0,0,0,0,0,0,4128894,"Allows the wearing of leather armor.",0,0,0,0,0,0,0,4128894,"Frost"
" Racial",8,0,"Cloth",0,0,0,0,0,0,0,4128894,"Allows the wearing of cloth armor.",0,0,0,0,0,0,0,4128894,"Frost"
"Racial",8,0,"Shield",0,0,0,0,0,0,0,4128894,"Allows the use of shields.",0,0,0,0,0,0,0,4128894,"Frost"
"allows you to learn higher level first aid abilities.  First aid abilities can be found on trainers around the world as well as from quests and as drops from monsters.",6,0,"Fist Weapons",0,0,0,0,0,0,0,4128894,"Allows for the use of fist weapons.  Chance to hit is determined by the Unarmed skill.",0,0,0,0,0,0,0,4128894,"Frost"
" aid abilities can be found on trainers around the world as well as from quests and as drops from monsters.",9,0,"Raptor Riding",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"e found on trainers around the world as well as from quests and as drops from monsters.",9,0,"Mechanostrider Piloting",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
" found on trainers around the world as well as from quests and as drops from monsters.",9,0,"Undead Horsemanship",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"around the world as well as from quests and as drops from monsters.",7,0,"Restoration",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892," level smithing plans.  Blacksmithing plans can be found on trainers around the world as well as from quests and monsters."
"round the world as well as from quests and as drops from monsters.",7,0,"Balance",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"and makes monsters less likely to land a crushing blow."
"well as from quests and as drops from monsters.",7,0,"Destruction",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892," can be found on trainers around the world as well as from quests and as drops from monsters."
"ell as from quests and as drops from monsters.",7,0,"Holy",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"creases your chance to hit."
"and as drops from monsters.",7,0,"Discipline",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"guage: Draconic"
"nsters.",7,0,"Lockpicking",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"",7,0,"Pet - Bat",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"Staves",7,0,"Pet - Hyena",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"taves",7,0,"Pet - Owl",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"aves",7,0,"Pet - Wind Serpent",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"alassian",10,0,"Language: Gutterspeak",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"Frost"
"mon Tongue",9,0,"Kodo Riding",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,"uage: Orcish"
" Titan",9,0,"Racial - Troll",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,""
" Tongue",9,0,"Racial - Gnome",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,""
"Tongue",9,0,"Racial - Human",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128892,""
"ue",4294967295,0,"Pet - Event - Remote Control",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128844,""
"orse Riding",9,0,"Riding",0,0,0,0,0,0,0,4128894,"",0,0,0,0,0,0,0,4128844," to land a crushing blow."
