# fields=12 strings=0,1,2,3,5,6,7,8,10,11
"MCitizenMid","MCitizenMid","","",1065353216,"ige","","","",1,"",""
"itizenMid","itizenMid","","",1067869798,"ige","HydraSkinBlue","","",4294967295,"",""
"izenMid","izenMid","","",1065353216,"ige","","","",1,"",""
"zenMid","zenMid","","",1065353216,"ige","HorseSkinBrown","","",1,"",""
"Mid","Mid","","",1065353216,"ige","BalrogSkinBlue","BalrogWingBlue","",1,"",""
"id","id","","",1065353216,"ige","RockElementalSkinBrown","","",1,"",""
"","","","",1065353216,"ige","HarvestGolemSkinBrown","HarvestGolemBitsBrown","",1,"",""
"UFMMerchant","UFMMerchant","","",1065353216,"ige","Direwolfskinbrown","Direwolfskinbrownalpha","",1,"",""
"FMMerchant","","","",1065353216,"ige","HumanMaleCitizenLow","","",1,"",""
"chant","chant","","",1065353216,"ige","HumanMaleKidSkinPeach","","",1,"",""
"hant","hant","","",1065353216,"ige","HumanFemaleKidfarmdress","","",1,"",""
"UFMMerchantHair","","","",1065353216,"ige","HumanMaleCitizenLow","","",1,"",""
"FMMerchantHair","","","",1065353216,"ige","HumanMaleCitizenLow","","",1,"",""
"MMerchantHair","","","",1065353216,"ige","HumanMaleCitizenLow","","",1,"",""
"MerchantHair","MerchantHair","","",1065353216,"ige","HumanMalePeasantLightSkin","HumanMalePeasantLogs","",1,"","nMaleMerchant"
"rchantHair","rchantHair","","",1065353216,"ige","SilithidTankSkinViolet","","",1,"",""
"chantHair","chantHair","","",1065353216,"ige","SilithidFlyerSkinPurple","","",1,"",""
"hantHair","hantHair","","",1065353216,"ige","HumanFemaleMerchant01_GreenApron","","",1,"",""
"antHair","antHair","","",1065353216,"ige","HumanFemaleFarmer_Bluedress","","",1,"",""
"ntHair","ntHair","","",1065353216,"ige","HumanFemaleMerchant03Skin1","","",1,"",""
"tHair","tHair","","",1065353216,"ige","","","",1,"",""
"Hair","Hair","","",1065353216,"ige","HumanFemalePeasant_BlackDress","","",1,"",""
"air","air","","",1065353216,"ige","HumanFemaleWarriorHeavy_SkinLight","","",1,"",""
"ir","ir","","",1065353216,"ige","HumanFemaleWarriorLight_Skin01","","",1,"",""
"r","r","","",1065353216,"ige","HumanFemaleWarriorMedium_SkinBronze","","",1,"",""
"","","","",1065353216,"ige","HumanMaleCitizenLow","","",1,"",""
"HumanThiefSkin","HumanThiefSkin","","",1065353216,"ige","HumanMaleFarmerSkin01","","",1,"",""
"umanThiefSkin","umanThiefSkin","","",1065353216,"ige","HumanMaleMerchant03Skin1","","",1,"",""
"manThiefSkin","manThiefSkin","","",1065353216,"ige","HumanMaleWarriorHeavy_Skin01","","",1,"",""
"anThiefSkin","anThiefSkin","","",1065353216,"ige","HumanMaleWarriorMediumSkinDark","","",1,"",""
"nThiefSkin","","","",1065353216,"ige","HumanMaleCitizenLow","","",1,"",""
"ThiefSkin","ThiefSkin","","",1065353216,"ige","HumanMaleWarriorLight_Skin01","","",1,"",""
"hiefSkin","hiefSkin","","",1065353216,"ige","HumanMaleCaster_SkinMage","","",1,"",""
"iefSkin","iefSkin","","",1065353216,"ige","HumanFemaleCaster_SkinPriest","","",1,"",""
"efSkin","efSkin","","",1069547520,"ige","WaterElementalSkin","","",1,"",""
"Skin","Skin","","",1065353216,"ige","BlackRockClanOrcWarriorSkin","","",1,"",""
"kin","kin","","",1065353216,"ige","BlackRockClanOrcRunnerSkin","","",1,"",""
"n","air","","HUFMCitizenLow",1065353216,"ige","DwarfMaleWarriorLightSkin2","","",1,"",""
"aleBlacksmith","aleBlacksmith","","",1065353216,"ige","GnollSkinMagenta","","",1,"",""
"eBlacksmith","eBlacksmith","","",1065353216,"ige","HumanMaleMarshalBlonde","","",1,"",""
"Blacksmith","","","",1065353216,"ige","HumanMaleCitizenLow","","",1,"",""
"lacksmith","lacksmith","","",1065353216,"ige","PirateCaptain01","","",1,"",""
"acksmith","acksmith","","",1065353216,"ige","PirateCrewman02","","",1,"",""
"cksmith","cksmith","","",1065353216,"ige","Swashbuckler02","","",1,"",""
"ksmith","ksmith","","",1065353216,"ige","DreadLordSkin","DreadLordWingSkin","",1,"",""
"th","th","","",1067869798,"ige","squirrel","","",0,"",""
"HumanMaleMagicsmith","izenLowHair","","",1065353216,"ige","GhoulSkinGrey","","",1,"",""
"umanMaleMagicsmith","FMCitizenLowHair","","",1065353216,"ige","TitanMaleSkin01","TitanMaleSkin02","",3,"",""
"manMaleMagicsmith","MCitizenLow","MCitizenLow","",1065353216,"ige","koboldskinNormal","","",0,"",""
"anMaleMagicsmith","UFMCitizenLowHair","","",1065353216,"ige","TitanFemaleSkinBronze1","TitanFemaleSkinBronze2","",4,"",""
"nMaleMagicsmith","MineSpiderSkinCrystal","","",1065353216,"ige","BasiliskSkinRed","BasiliskCrystalSkinJade","",4294967295,"",""
"aleMagicsmith","enLowHair","","",1065353216,"ige","DragonSpawnSkin","DragonSpawnBodySkin","",4294967295,"",""
"eMagicsmith","derSkinCrystal","","",1065353216,"ige","FurbolgSkinBrown","FurbolgStuffBrown","",1,"",""
"Magicsmith","erSkinCrystal","","",1065353216,"ige","GhostSkin","","",4294967295,"",""
"gicsmith","kinCrystal","","",1065353216,"ige","HarpyAqua","","",1,"",""
"icsmith","rystal","","",1065353216,"ige","HumanThiefSkin","","",1,"",""
"csmith","FMCitizenLow","","",1065353216,"ige","KeeperOfTheGroveSkin","KeeperLeaves2","",1,"",""
"smith","itizenLow","","",1065353216,"ige","LavaSpiderSkin","","",1,"",""
"mith","tizenLow","","",1065353216,"ige","LostOne_Skin","LostOne_Skullbag","Yellow_Glow2",4294967295,"",""
"HumanMaleMerchant","w","","",1065353216,"ige","AurokkSkin","","",1,"",""
"umanMaleMerchant","d","","",1065353216,"ige","SkeletonSkin","","",1,"",""
"manMaleMerchant","","","",1065353216,"ige","SuccubusNewSkinMagenta","SuccubusSkinWingMagenta","SuccubusHairMagenta",1,"",""
"anMaleMerchant","MCitizenLowHair","","",1065353216,"ige","TroglodyteSkinNormal","","",1,"",""
"nMaleMerchant","itizenLowHair","","",1065353216,"ige","WolfSkinCoyote","WolfSkinCoyoteAlpha","",1,"",""
"MaleMerchant","hantHair","","",1065353216,"ige","HumanFemaleMerchant01_RedApron","","",1,"",""
"aleMerchant","MCitizenLow","MCitizenLow","",1065353216,"ige","koboldskinAlbino","","",0,"",""
"leMerchant","Blacksmith","","",1065353216,"ige","HumanMaleGuard","","",1,"",""
"eMerchant","itizenLowHair","","",1065353216,"ige","WolfSkinTimber","WolfSkinTimberAlpha","",1,"",""
"Merchant","anThiefSkin","","",1065353216,"ige","HumanMaleWarriorMediumSkinDark","","",1,"",""
"erchant","CitizenLowHair","","",1065353216,"ige","TrollSkin","","",1,"",""
"rchant","ineSpiderSkinCrystal","","",1065353216,"ige","BogBeastSkinGreen","BogBeastSkinGreenAlpha","",1,"",""
"chant","UFMCitizenLow","","",1065353216,"ige","InfernalSkin","","",1,"",""
"hant","ow","","",1073741824,"ige","SeaGiantSkin01","SeaGiantSkin02","",4294967295,"",""
"ant","id","","",1065353216,"ige","RockElementalSkinBrown","","",1,"",""
"nt","neSpiderSkinCrystal","","",1065353216,"ige","CentaurSkin","","",1,"",""
"t","ThiefSkin","","",1065353216,"ige","HumanMaleWarriorLight_Skin01","","",1,"",""
"","rSkinCrystal","","",1066192077,"ige","RiverPawGnollWhelpSkin","","",1,"",""
"HumanMaleCitizenLow","aleBlacksmith","","",1065353216,"ige","RiverPawGnollFighterSkin","","",1,"",""
"umanMaleCitizenLow","owHair","","alSkinBrown",1065353216,"ige","HumanFemaleWarriorLight_Skin01","","",1,"",""
"manMaleCitizenLow","enLowHair","","",1065353216,"ige","DragonSpawnSkinBronze","DragonSpawnBodySkinBronze","",4294967295,"",""
"anMaleCitizenLow","HUFMCitizenLowHair","","",1065353216,"ige","TallStriderSkinBrown","","",1,"",""
"nMaleCitizenLow","CitizenLow","","",1065353216,"ige","KotoBeastSkinBrown","","",3,"",""
"MaleCitizenLow","Low","","",1058642330,"ige","RaptorSkinOrange","","",1,"",""
"aleCitizenLow","enLowHair","","",1065353216,"ige","DragonSpawnSkinGreen","DragonSpawnBodySkinGreen","",4294967295,"",""
"leCitizenLow","enLowHair","","",1065353216,"ige","DragonSpawnSkinWhite","DragonSpawnBodySkinWhite","",4294967295,"",""
"CitizenLow","rystal","","",1065353216,"ige","HumanThiefSkin_var2","","",1,"",""
"itizenLow","","","",0,"","","","",0,"",""
"tizenLow","ir","","",1065353216,"ige","HumanFemaleWarriorLight_Skin01","","",1,"",""
"zenLow","zenLow","","",1066192077,"ige","SahauginskinBlue","","",1,"",""
"nLow","hiefSkin","","",1065353216,"ige","HumanMaleCaster_SkinPriest","","",1,"",""
"Low","tal","","",1065353216,"ige","","","",1,"",""
"w","enMid","","",1065353216,"ige","BoarSkinIvory","","",0,"",""
"","CitizenLowHair","","",1065353216,"ige","TrollSkinGreen","","",1,"",""
"koboldskinNormal","CitizenLowHair","","",1065353216,"ige","TrollSkinArcticFrostManeScout","","",1,"",""
"oboldskinNormal","enLowHair","","",1065353216,"ige","DragonSpawnSkinBlue","DragonSpawnBodySkinBlue","",4294967295,"",""
"boldskinNormal","eBlacksmith","","",1065353216,"ige","HumanMaleMarshalBlonde","","",1,"",""
"oldskinNormal","hiefSkin","","",1065353216,"ige","HumanMaleCaster_SkinMage","","",1,"",""
"dskinNormal","d","","",1062836634,"ige","SkeletonSkinDarkTeal","","",1,"",""
"skinNormal","d","","",1065353216,"ige","SkeletonSkinGreen","","",1,"",""
"kinNormal","tizenLowHair","","",1065353216,"ige","WargenSkinBrown","","",1,"",""
"inNormal","tizenLowHair","","",1065353216,"ige","WargenSkinBlack","","",1,"",""
"nNormal","MaleBlacksmith","","",1065353216,"ige","RiverPawGnollCasterSkin","","",1,"",""
"rmal","piderSkinSteel","","",1067030938,"ige","RidingDireWolfSkinDarkBlack","DireWolfSkinDarkBlackAlpha","",1,"",""
"mal","rystal","","",1065353216,"ige","HumanThiefSkin_var1","","",1,"",""
"l","rystal","","",1065353216,"ige","HumanThiefSkin_var3","","",1,"",""
"","HumanThiefSkin","","",1065353216,"ige","HumanMaleFarmerSkin02","","",1,"",""
"MineSpiderSkinSteel","anThiefSkin","","",1065353216,"ige","HumanMaleWarriorMediumSkinLight","","",1,"",""
"ineSpiderSkinSteel","Hair","","",1065353216,"ige","HumanFemalePeasant_BlueDress","","",1,"",""
"neSpiderSkinSteel","HumanThiefSkin","","",1065353216,"ige","HumanMaleFarmerSkin01","","",1,"",""
"eSpiderSkinSteel","antHair","","",1065353216,"ige","HumanFemaleFarmer_Browndress","","",1,"",""
"iderSkinSteel","","","",1065353216,"ige","HumanMaleCitizenLow","","",1,"",""
"rSkinSteel","chant","","",1065353216,"ige","HumanMaleKidSkinOlive","","",1,"",""
"inSteel","r","","",1065353216,"ige","HumanFemaleWarriorMedium_SkinBronze","","",1,"",""
"nSteel","tHair","","",1065353216,"ige","HumanFemaleMerchant02","","",1,"",""
"Steel","ThiefSkin","","",1065353216,"ige","HumanMaleWarriorLight_Skin02","","",1,"",""
"teel","umanThiefSkin","","",1065353216,"ige","HumanMaleMerchant03Skin1","","",1,"",""
"eel","tHair","","",1065353216,"ige","HumanFemaleMerchant01","","",1,"",""
"el","zenMid","","",1065353216,"ige","HorseSkinBrown","","",1,"",""
"","rystal","","",1065353216,"ige","HumanThiefSkin_var6","","",1,"",""
"Sahauginskin","Hair","Hair","",1065353216,"ige","HumanFemalePeasant_BlackDress","","",1,"",""
"auginskin","zenMid","","",1065353216,"ige","HorseSkinEvil","","",1,"",""
"uginskin","zenMid","","",1065353216,"ige","HorseSkinWhite","","",1,"",""
"ginskin","zenMid","","",1065353216,"ige","HorseSkinPalamino","","",1,"",""
"inskin","zenMid","","",1065353216,"ige","HorseSkinPinto","","",1,"",""
"nskin","zenMid","","",1065353216,"ige","HorseSkinBlack","","",1,"",""
"skin","Skin","","",1065353216,"ige","BlackRockClanOrcWarriorSkin","","",1,"",""
"in","","","",1065353216,"ige","HumanMaleMerchant02Skin2","","",1,"",""
"n","ystal","","",1065353216,"ige","HumanMaleBlacksmith","","",1,"",""
"","kin","","",1065353216,"ige","BlackRockClanOrcRunnerSkin","","",1,"",""
"OgreSkinBeige","Merchant","","",1067450368,"ige","FrenzySkinBlue","","",4294967295,"",""
"greSkinBeige","UFMMerchant","","",1065353216,"ige","DireWolfSkinDarkBlack","DireWolfSkinDarkBlackAlpha","",1,"",""
"reSkinBeige","piderSkinSteel","","",1067030938,"ige","RidingDireWolfSkinBrown","DireWolfSkinBrownAlpha","",1,"",""
"inBeige","chant","","",1065353216,"ige","HumanMaleKidSkinPeach","","",1,"",""
"nBeige","hant","","",1065353216,"ige","HumanFemaleKidfarmdress","","",1,"",""
"e","hant","","",1065353216,"ige","HumanFemaleKiddirtydress","","",1,"",""
"","iefSkin","","",1065353216,"ige","HumanFemaleCaster_SkinPriest","","",1,"",""
"eMageSkin2","chant","","",1065353216,"ige","HumanMaleKidSkinBrown","","",1,"",""
"MageSkin2","hiefSkin","","",1066192077,"ige","HumanMaleCaster_SkinWarlock","","",1,"",""
"Skin2","","","",1065353216,"ige","HumanMaleMerchant02Skin1","","",1,"",""
"kin2","SkinCrystal","","",1065353216,"ige","GrellSkinBlanca","","",0,"",""
"in2","rSkinCrystal","","",1064514355,"ige","RedRidgeGnollWhelpSkin","","",1,"",""
"llStriderSkinTurquoise","rSkinCrystal","","",1065353216,"ige","ShadowHideGnollWhelpSkin","","",1,"",""
"StriderSkinTurquoise","hiefSkin","","",1065353216,"ige","HumanMaleCaster_DefiasMage","","",1,"",""
"triderSkinTurquoise","iefSkin","","",1065353216,"ige","HumanFemaleCaster_SkinWarlock","","",1,"",""
"iderSkinTurquoise","HUFMCitizenLow","","",1065353216,"ige","","","",1,"",""
"erSkinTurquoise","manThiefSkin","","",1065353216,"ige","HumanMaleWarriorHeavy_Skin01","","",1,"",""
"rSkinTurquoise","izenLow","","",1065353216,"ige","MineSpiderSkinGreen","","",1,"",""
"kinTurquoise","Hair","","",1065353216,"ige","HumanFemalePeasant_BrownDress","","",1,"",""
"inTurquoise","anThiefSkin","","",1065353216,"ige","HumanMaleWarriorMediumSkinLight","","",1,"",""
"se","n1","","",1065353216,"ige","WyvernSkin01","WyvernSkin02","",1,"",""
"TitanFemaleSkin_01","manMaleBlacksmith","","",1065353216,"ige","TrollSkinJungleBloodScalpMelee","","",1,"",""
"itanFemaleSkin_01","umanMaleBlacksmith","","",1065353216,"ige","TrollSkinJungleBloodScalpScout","","",1,"",""
"tanFemaleSkin_01","rystal","","",1065353216,"ige","HumanThiefSkin_var5","","",1,"",""
"anFemaleSkin_01","FMMerchant","","",1065353216,"ige","HumanMalePeasantskinblack","","",1,"",""
"nFemaleSkin_01","owHair","","",1065353216,"ige","HumanFemaleWarriorLight_Skin02","","",1,"",""
"emaleSkin_01","fSkin","","",1065353216,"ige","ChickenSkin","","",0,"",""
"eSkin_01","FMMerchant","","",1065353216,"ige","HumanMalePeasantLightSkin","","",4294967295,"","nMaleMerchant"
"Skin_01","FMMerchant","","",1065353216,"ige","HumanMalePeasantLightSkin","","",1,"",""
"kin_01","FMMerchant","","",1065353216,"ige","HumanMalePeasantLightSkin","","",4294967295,"","nMaleMerchant"
"n_01","air","","HUFMCitizenLow",1065353216,"ige","DwarfMaleWarriorLightSkin","","",1,"",""
"01","","","",1065353216,"ige","TrollSkinJungleBloodScalpCaster","","",1,"",""
"","manMaleBlacksmith","","",1065353216,"ige","TrollSkinJungleSplitSkullMelee","","",1,"",""
"TitanFemaleSkin_02","","","",1065353216,"ige","TrollSkinJungleSplitSkullCaster","","",1,"",""
"anFemaleSkin_02","nt","","",1065353216,"ige","TigerSkinRed","","",1,"",""
"nFemaleSkin_02","nt","","",1065353216,"ige","TigerSkinBlackStriped","","",1,"",""
"FemaleSkin_02","Low","","",1065353216,"ige","RaptorSkinMottledDarkGreen","","",1,"",""
"leSkin_02","nLow","","",1065353216,"ige","OgreSkinGray","OgreMageSkin2Blue","",3,"",""
"eSkin_02","hantHair","","",1065353216,"ige","HumanFemaleMerchant01_NoApron","","",1,"",""
"Skin_02","in","","",1065353216,"ige","RabbitSkin","","",0,"",""
"in_02","air","","",1065353216,"ige","HumanFemaleWarriorHeavy_SkinLight","","",1,"",""
"_02","enLowHair","","",1065353216,"ige","DragonSpawnSkinGreen","DragonSpawnBodySkinGreen","",4294967295,"",""
"TitanMaleSkin01","tizenMid","","",1065353216,"ige","TarantulaSkinGreen","","",1,"",""
"itanMaleSkin01","umanMaleBlacksmith","","",1065353216,"ige","TrollSkinJungleSplitSkullScout","","",1,"",""
"tanMaleSkin01","chant","","",1065353216,"ige","HumanMaleKidSkinPeach","","",1,"",""
"MaleSkin01","FMMerchant","","",1065353216,"ige","HumanMalePeasantSkindark","","",1,"",""
"aleSkin01","mith","","",1065353216,"ige","CrabSkinBronze","","",0,"",""
"eSkin01","hant","","",1065353216,"ige","HumanFemaleKidcitydress","","",1,"",""
"kin01","zenLow","","",1065353216,"ige","SahauginskinGray","","",1,"",""
"in01","leBlacksmith","","",1065353216,"ige","DeerSkin","","",1,"",""
"n01","ksmith","","",1065353216,"ige","DreadLordSkin","DreadLordWingSkin","",1,"",""
"1","smith","","",1065353216,"ige","GnomeSkin","","",1,"","tizenLowHair"
"","lacksmith","","",1065353216,"ige","PirateCaptain01","","",1,"",""
"TitanMaleSkin02","leCitizenLow","","asterSkinRed",1065353216,"ige","","","",1,"","tizenLowHair"
"anMaleSkin02","rSkinCrystal","","",1065353216,"ige","MossHideGnollWhelpSkin","","",1,"",""
"aleSkin02","ant","","",1065353216,"ige","SlimeSkinGreen","","",1,"",""
"eSkin02","ant","","",1065353216,"ige","SlimeSkinBlackpudding","","",1,"",""
"in02","enLowHair","","",1065353216,"ige","DragonSpawnSkinRed","DragonSpawnBodySkinRed","",4294967295,"",""
"02","MCitizenLow","MCitizenLow","",1062836634,"ige","koboldskinNormal","","",0,"",""
"2","tizenMid","","",1057803469,"ige","TarantulaSkinOrange","","",1,"",""
"","","","",1062836634,"ige","HarvestGolemSkinBrown","HarvestGolemBitsBrown","",4294967295,"",""
"TrollSkinJungleBloodScalpMelee","izenLow","","",1057803469,"ige","MineSpiderSkinSteel","","",1,"",""
"rollSkinJungleBloodScalpMelee","zenLow","","",1061997773,"ige","Sahauginskin","","",1,"",""
"ollSkinJungleBloodScalpMelee","d","","",1067869798,"ige","SkeletonSkin","","",1,"",""
"llSkinJungleBloodScalpMelee","MCitizenLow","MCitizenLow","",1069547520,"ige","koboldskinAlbino","","",4294967295,"",""
"lSkinJungleBloodScalpMelee","itizenLowHair","","",1059481190,"ige","WolfSkinTimber","WolfSkinTimberAlpha","",1,"",""
"SkinJungleBloodScalpMelee","MCitizenLow","MCitizenLow","",1066611507,"ige","koboldskinNormal","","",4294967295,"",""
"kinJungleBloodScalpMelee","rSkinCrystal","","",1065353216,"ige","RiverPawGnollWhelpSkin","","",4294967295,"",""
"inJungleBloodScalpMelee","ir","","",1065353216,"ige","HumanFemaleWarriorLight_Skin01","","",1,"",""
"nJungleBloodScalpMelee","aleBlacksmith","","",1067869798,"ige","RiverPawGnollFighterSkin","","",4294967295,"",""
"JungleBloodScalpMelee","enMid","","",1058642330,"ige","BoarSkinBrown","","",0,"",""
"ungleBloodScalpMelee","","","",1066192077,"ige","HarvestGolemSkinGrey","HarvestGolemBitsGrey","",1,"",""
"ngleBloodScalpMelee","","","",1066611507,"ige","HarvestGolemSkinBrown","HarvestGolemBitsBrown","",1,"",""
"gleBloodScalpMelee","itizenLowHair","","",1062836634,"ige","WolfSkinTimber","WolfSkinTimberAlpha","",1,"",""
"leBloodScalpMelee","enMid","","",1061158912,"ige","BoarSkinBlue","","",4294967295,"",""
"eBloodScalpMelee","tizenMid","","",1053609165,"ige","TarantulaSkinOrange","","",1,"",""
"BloodScalpMelee","rSkinCrystal","","",1066611507,"ige","RiverPawGnollWhelpSkin","","",4294967295,"",""
"loodScalpMelee","aleBlacksmith","","",1066611507,"ige","RiverPawGnollFighterSkin","","",1,"",""
"oodScalpMelee","zenLow","","",1063675494,"ige","Sahauginskin","","",1,"",""
"odScalpMelee","zenLow","","",1071644672,"ige","Sahauginskin","","",1,"",""
"dScalpMelee","piderSkinCrystal","","",1062836634,"ige","DragonWhelpSkinBlack","","",4294967295,"",""
"ScalpMelee","CitizenMid","","",1067869798,"ige","CarrionBirdSkin","CarrionBirdWing","",4294967295,"",""
"calpMelee","enMid","","",1061158912,"ige","BoarSkinIvory","","",4294967295,"",""
"alpMelee","stal","","",1056964608,"ige","","","",1,"",""
"lpMelee","zenLow","","",1073741824,"ige","SahauginskinBlue","","",1,"",""
"e","piderSkinCrystal","","",1069547520,"ige","DragonWhelpSkinBlack","","",4294967295,"",""
"HydraSkinBlue","piderSkinCrystal","","",1074790400,"ige","DragonWhelpSkinBlack","","",4294967295,"",""
"ydraSkinBlue","piderSkinCrystal","","",1071644672,"ige","DragonWhelpSkinBlack","","",4294967295,"",""
"ue","CitizenMid","","",1062836634,"ige","CarrionBirdSkinBrown","CarrionBirdWingBrown","",4294967295,"",""
"HorseSkinBrown","MaleBlacksmith","","",1066611507,"ige","RiverPawGnollCasterSkin","","",4294967295,"",""
"orseSkinBrown","izenLowHair","","",1067869798,"ige","GhoulSkinRed","","",4294967295,"",""
"rseSkinBrown","enLow","","",1065353216,"ige","OgreSkinYellow","","",3,"",""
"seSkinBrown","enLow","","",1070386381,"ige","OgreSkinYellow","","",3,"",""
"SkinBrown","izenLow","","",1060320051,"ige","MineSpiderSkinSteel","","",1,"",""
"rown","antHair","","",1065353216,"ige","HumanFemaleFarmer_Bluedress","","",1,"",""
"own","antHair","","",1065353216,"ige","HumanFemaleFarmer_Greydress","","",1,"",""
"wn","antHair","","",1061158912,"ige","HumanFemaleFarmer_Bluedress","","",1,"",""
"","tHair","","",1061997773,"ige","HumanFemaleMerchant03","","",1,"",""
"BalrogSkinBlue","HumanThiefSkin","","",1065353216,"ige","HumanMaleFarmerSkin01","","",1,"",""
"alrogSkinBlue","umanThiefSkin","","",1065353216,"ige","HumanMaleMerchant03Skin2","","",1,"",""
"lrogSkinBlue","HumanThiefSkin","","",1066611507,"ige","HumanMaleFarmerSkin02","","",1,"",""
"gSkinBlue","Mid","","",1056964608,"ige","BalrogSkinRed","BalrogWingRed","",1,"",""
"e","zenLow","","",1065353216,"ige","Sahauginskin","","",1,"",""
"ogWingBlue","itizenLowHair","","",1053609165,"ige","WolfSkinTimber","WolfSkinTimberAlpha","",1,"",""
"gWingBlue","enLow","","",1071644672,"ige","OgreSkinGray","","",3,"",""
"Blue","id","","",1058642330,"ige","RockElementalSkinBrown","","",1,"",""
"e","Skin","","",1069547520,"ige","BlackRockClanOrcWarriorSkin","","",1,"",""
"","piderSkinCrystal","","",1073741824,"ige","DragonWhelpSkinBlack","","",4294967295,"",""
"ockElementalSkinBrown","ThiefSkin","","",1067030938,"ige","HumanMaleWarriorLight_Skin01","","",1,"",""
"ntalSkinBrown","rchant","","",1065353216,"ige","SatyrSkinPink","SatyrSkinPinkAlpha","",1,"",""
"lSkinBrown","ant","","",1065353216,"ige","SlimeSkinAquaBlue","","",1,"",""
"SkinBrown","nt","","",1069547520,"ige","TigerSkinRed","","",1,"",""
"inBrown","","","",1065353216,"ige","StoneGolemSkin","","",1,"",""
"wn","zenLow","","",1071644672,"ige","SahauginskinGray","","",1,"",""
"n","erchantHair","","",1065353216,"ige","HippogryphSkin01","HippogryphSkin02","",2,"",""
"","ineSpiderSkinCrystal","","",1073741824,"ige","BogBeastSkinBlackGreen","BogBeastSkinBlackGreenAlpha","",1,"",""
"HarvestGolemSkinBrown","rchantHair","","",1065353216,"ige","SilithidTankSkinBlue","","",1,"",""
"arvestGolemSkinBrown","chantHair","","",1065353216,"ige","SilithidFlyerSkinBlue","","",1,"",""
"rvestGolemSkinBrown","SkinCrystal","","",1065353216,"ige","GrellSkinBlanca","","",0,"",""
"stGolemSkinBrown","zenLow","","",1066611507,"ige","SahauginskinBlue","","",1,"",""
"tGolemSkinBrown","rSkinCrystal","","",1065353216,"ige","RedRidgeGnollWhelpSkin","","",4294967295,"",""
"GolemSkinBrown","rSkinCrystal","","",1067869798,"ige","RedRidgeGnollWhelpSkin","","",4294967295,"",""
"olemSkinBrown","aleBlacksmith","","",1065353216,"ige","RedRidgeGnollFighterSkin","","",4294967295,"",""
"lemSkinBrown","CitizenMid","","",1061158912,"ige","CarrionBirdSkinRed","CarrionBirdWingRed","",0,"",""
"emSkinBrown","MaleBlacksmith","","",1066611507,"ige","ShadowHideGnollCasterSkin","","",4294967295,"",""
"mSkinBrown","MaleBlacksmith","","",1066611507,"ige","RedRidgeGnollCasterSkin","","",4294967295,"",""
"SkinBrown","aleBlacksmith","","",1067869798,"ige","ShadowHideGnollFighterSkin","","",1,"",""
"kinBrown","rSkinCrystal","","",1067869798,"ige","ShadowHideGnollWhelpSkin","","",4294967295,"",""
"inBrown","Skin","","",1067030938,"ige","BlackRockClanOrcWarriorSkin","","",1,"",""
