# fields=12 strings=0,1,2,3,4,5,6,8,9,10,11
"e Doodads\Wardrobe\DuskwoodWardrobe02.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\TABLES\INNTABLE.MDX","","","","","",0,"","","",""
" Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Scrolls\ScrollMap.mdx","","","","","",0,"","","",""
"Doodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\Westfall\PassiveDoodads\WreckedRowBoat\WreckedRowBoat.mdx","","","","","",0,"","","",""
"oodads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Food&Utensils\Haunch.mdx","","","","","",0,"","","",""
"odads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Bottles\Bottle01.mdx","","","","","",0,"","","",""
"dads\Wardrobe\DuskwoodWardrobe02.mdx","World\Azeroth\TheBlastedlands\PassiveDoodads\Bones\BlastedLandsSkull02.mdx","","","","","",0,"","","",""
"ads\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Altars\Altar02.mdx","","","","","",0,"","","",""
"ds\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Bottles\GreenBottle02.mdx","","","","","",0,"","","",""
"s\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Food\bread01.mdx","","","","","",0,"","","",""
"\Wardrobe\DuskwoodWardrobe02.mdx","World\Generic\PassiveDoodads\ParticleEmitters\ShrineAuraBlue.mdx","","","","","",0,"","","",""
"Wardrobe\DuskwoodWardrobe02.mdx","WORLD\GENERIC\GNOME\ACTIVEDOODADS\GNOMEMACHINE\GNOMEMACHINE.MDX","","","","","",0,"neric\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx","\HUMAN\PASSIVE DOODADS\SIGNS\FLORIST01.MDX","",""
"ardrobe\DuskwoodWardrobe02.mdx","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\ARCHERYTARGETS\STORMWINDARCHERYTARGET01.MDX","","","","","",0,"","","",""
"rdrobe\DuskwoodWardrobe02.mdx","World\SkillActivated\TradeskillEnablers\Tradeskill_Forge_01.mdx","","","","","",0,"","","",""
"drobe\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Tables\DuskwoodTable01.mdx","","","","","",0,"","","",""
"robe\DuskwoodWardrobe02.mdx","World\Generic\PassiveDoodads\PlainRune\Runestone.mdx","","","","","",0,"","","",""
"obe\DuskwoodWardrobe02.mdx","World\Generic\NightElf\Passive Doodads\StoneRunes\KalidarStoneRune03.mdx","","","","","",0,"","","",""
"be\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Bottles\BottleSmoke.mdx","","","","","",0,"","","",""
"e\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Bottles\GreenBottle01.mdx","","","","","",0,"","","",""
"\DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Buckets\bucket.mdx","","","","","",0,"","","",""
"DuskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Candelabras\GeneralCandelabra01.mdx","","","","","",0,"","","",""
"uskwoodWardrobe02.mdx","World\Generic\Human\Passive Doodads\Cups\MetalCup03.mdx","","","","","",0,"","","",""
"skwoodWardrobe02.mdx","World\Azeroth\BootyBay\PassiveDoodad\DeadFish\FishDeadBlue.mdx","","","","","",0,"","","",""
"kwoodWardrobe02.mdx","World\Goober\G_bombwagon.mdx","","gnPosts\WoodSignPointerNice01.mdx","","","gnPosts\WoodSignPointerNice01.mdx",0,"","","",""
"woodWardrobe02.mdx","World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation02.mdx","","","","","",0,"","","",""
"oodWardrobe02.mdx","World\Goober\G_Cannon01.mdx","","","","","",0,"nPosts\WoodSignPointerNice01.mdx","","",""
"odWardrobe02.mdx","World\Generic\Human\Passive Doodads\Books\BookLarge03.mdx","","","","","",0,"","","",""
"dWardrobe02.mdx","World\Generic\NightElf\Passive Doodads\StoneRunes\KalidarStoneRune02.mdx","","","","","",0,"","","",""
"Wardrobe02.mdx","World\Lordaeron\Arathi\PassiveDoodads\Rocks\ArathiRock01.mdx","","","","","",0,"","","",""
"ardrobe02.mdx","World\Generic\NightElf\Passive Doodads\Ruins\NightElfRuins03.mdx","","","","","",0,"","","",""
"rdrobe02.mdx","World\Generic\PassiveDoodads\ParticleEmitters\DruidWisp01.mdx","","","","","",0,"","","",""
"drobe02.mdx","World\Azeroth\Elwynn\PassiveDoodads\Haystacks\haystack01.mdx","","","","","",0,"","","",""
"robe02.mdx","World\Generic\Dwarf\Passive Doodads\TavernStuff\GrainSacs02.mdx","","","","","",0,"","","",""
"obe02.mdx","World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnFlower02.mdx","","","","","",0,"","","",""
"be02.mdx","World\Generic\Human\Passive Doodads\Books\BookMediumOpen01.mdx","","","","","",0,"","","",""
"e02.mdx","World\Goober\G_Book01.mdx","","","","","Posts\WoodSignPointerNice01.mdx",0,"Posts\WoodSignPointerNice01.mdx","","",""
"02.mdx","World\Generic\NightElf\Passive Doodads\Pottery\ElvenPottery01.mdx","","","","","",0,"","","",""
"2.mdx","World\Generic\NightElf\Passive Doodads\Pottery\ElvenPottery02.mdx","","","","","",0,"","","",""
".mdx","World\Generic\Orc\Passive Doodads\Jars\JarOrc06.mdx","","","","","",0,"","","",""
"mdx","World\SkillActivated\Containers\TreasureChest01.mdx","","s\WoodSignPointerWorn01.mdx","","\WoodSignPointerWorn01.mdx","",0,"","","",""
"dx","World\Generic\PassiveDoodads\ParticleEmitters\OrangeGroundFog.mdx","","","","","",0,"","","",""
"x","World\Generic\ActiveDoodads\Clam\GiantClamActive.mdx","","SignPostPointer03.mdx","","","",0,"","","",""
"World\Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\Generic\PassiveDoodads\ParticleEmitters\AuraBlueShort.mdx","","","","","",0,"ric\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx","","",""
"orld\Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\Generic\PassiveDoodads\ParticleEmitters\AuraRed.mdx","","","","","",0,"ric\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx","","",""
"rld\Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\Generic\PassiveDoodads\ParticleEmitters\AuraPurpleTall.mdx","","","","","",0,"ric\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx","","",""
"ld\Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\Generic\PassiveDoodads\ParticleEmitters\AuraYellowVeryTall.mdx","","","","","",0,"ric\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx","","",""
"d\Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnSeaWeed01\ElwynnSeaWeed01.mdx","","","","","",0,"","","",""
"\Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\SkillActivated\TradeskillNodes\Bush_Magebloom01.mdx","","","","","",0,"","","",""
"Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\SkillActivated\TradeskillNodes\Bush_Peacebloom01.mdx","","","","","",0,"","","",""
"eneric\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\SkillActivated\TradeskillNodes\Bush_Silverleaf01.mdx","","","","","",0,"","","",""
"neric\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\SkillActivated\TradeskillNodes\Bush_Thornroot01.mdx","","","","","",0,"","","",""
"eric\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\SkillActivated\TradeskillNodes\Bush_Swiftthistle01.mdx","","","","","",0,"","","",""
"ric\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx","World\SkillActivated\TradeskillEnablers\Tradeskill_Anvil_01.mdx","","","","","",0,"","","",""
